REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,797,closed,12,2011-05-07 22:21:40,20.97,,1,,"b""b' Sure"," feel free to send that pull request to me. I plan to tackle this bug in the next few days.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,797,closed,closed,2011-06-15 16:39:46,1297.6,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,797,closed,-,-,-,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,opened,2011-05-22 17:21:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,title,2011-05-22 17:21:39,00:00,,1,,"b""b' remove config compiled_view and compiled_'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,body,2011-05-22 17:21:39,00:00,,,1,"b'b"" In certain hosted environments"," such as  you can\'t make these directories writeable.  A more correct approach is to use sys_get_temp_dir() to get a writeable path.  That gets ThinkUp working in orchestra It\'s entirely possible you don\'t agree with this commit and that\'s fine too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,1,2011-05-22 17:21:39,4.63,,,1,"b""b' Interesting approach. Would you be willing to discuss on the dev mailing list?url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,2,2011-05-22 17:21:39,388.77,,1,,"b'b"" I\'ve updated it to make the preexisting paths the defaults and to only use others if they\'re not writeable.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,closed,2011-05-22 23:55:03,393.4,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,reopened,2011-05-22 23:55:18,0.25,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,3,2011-05-22 17:21:39,147.43,,1,,"b""b' pulling this one'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,closed,2011-05-26 02:22:29,147.18,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,812,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,opened,2011-08-13 11:09:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,title,2011-08-13 11:09:23,00:00,,1,,"b""b' WordPress plugin in the  repository'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,body,2011-08-13 11:09:23,00:00,,1,,"b""b' By adding the plugin to the wordpress repository ( url  ) you will get much more users and feedback'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,1,2011-08-13 11:09:23,522.57,,,1,"b'b"" Thanks. We\'re going to wait to do this until ThinkUp is at 1.0. ButI\'ll leave this issue filed and open. Thanks again! On Sat", Aug 13, 2011 at 4:09 AM," Ramoonusreply@wrote:##  url url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,2,2011-08-13 11:09:23,1016.37,,1,,"b""b' the name has been claimed: thinkupso no one else can register it anymore'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,closed,2011-08-14 12:48:19,98.93,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,reopened,2011-08-14 12:48:32,0.22,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,3,2011-08-13 11:09:23,381.78,,,1,"b""b' Thanks! On Sun", Aug 14, 2011 at 5:48 AM," Ramoonusreply@wrote:##  url url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,closed,2011-08-28 09:03:20,1214.8,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,917,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,opened,2011-09-03 17:10:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,title,2011-09-03 17:10:52,00:00,,1,,"b""b' comments with semicolon break migration'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,body,2011-09-03 17:10:52,00:00,,1,,"b'b\' The semicolon on Line 26 of the 0.10 migration makes mysql think the comment is over and it fails to execute since ""values will..."" is not a valid SQL statement. url  MySQL v5.1.50PHP v5.2.14\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,1,2011-09-03 17:10:52,242.5,,,1,b'b\' Acknowledged, thanks.On Sep 3, 2011 10:10 AM,"opie4624"" <reply@\''
ThinkUp	946	closed	2	AaronKalair	2011-09-03 17:10:52	1375.15		+1		b""b' People have successfully ran this so why is it breaking for @opie4624 ? Surely MySQL just ignores entire lines that begin with -?'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,3,2011-09-03 17:10:52,4.38,,1,,"b""b' For reference: From the MySQL documentsurl  Comment Syntax MySQL Server supports three comment styles:[snip]From a \\xe2\\x80\\x9c-\\xe2\\x80\\x9d sequence to the end of the line.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,4,2011-09-03 17:10:52,1359.48,,,1,"b'b"" Hey @opie4624", Try as we might, we can\'t reproduce this problem. FWIW," during the upgrade process we explicitly strip out MySQL comments here: url  Let us know if this is still happening to you on an upgrade to the latest version 0.15. Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,closed,2011-10-02 18:52:23,101.52,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,5,2011-09-03 17:10:52,78.32,,1,,"b'b"" I can no longer reproduce it", myself. A fluke perhaps? I\'m really not sure. Removing the semicolon definitely made the migration work; without doing so, I had to manually undo some of the migrations to retry. Now," it\'s not failing at all.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,reopened,2011-10-03 00:46:30,354.12,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,6,2011-09-03 17:10:52,275.93,,1,,"b""b' looks like this was an issue with the CLI tool"," added a fix.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,closed,2011-10-03 16:51:10,964.67,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,946,closed,-,-,-,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,opened,2011-10-11 10:00:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,title,2011-10-11 10:00:39,00:00,,1,,"b""b' Undefined property stdClass::$url in the g+ plugin'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,body,2011-10-11 10:00:39,00:00,,1,,"b'b"" Updated to 0.16. Set up the G+ app as described. Have the client  and have successfully added my account. But here\'s what I\'m seeing in the update: Not entirely sure if I have a config error or a bug or a network hiccough here ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,1,2011-10-11 10:00:39,351.3,1,,,"b'b"" Sorry for your trouble. Looks like someone else is having the same problem"," let\'s discuss on the mailing list so the whole community can help out: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,closed,2011-10-11 15:51:58,351.32,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,reopened,2011-10-11 20:36:19,284.35,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,2,2011-10-11 10:00:39,285.63,,,1,"b""b' This is a legit bug; just need to add an isset conditional before accessing the $url property. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,3,2011-10-11 10:00:39,32.33,,,1,"b'b"" OK that\'s cool. Will test if you need.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,4,2011-10-11 10:00:39,463.78,,1,,"b""b' I can test as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,closed,2011-11-04 17:17:14,1240.92,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1033,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,opened,2011-10-28 20:58:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,title,2011-10-28 20:58:13,00:00,,1,,"b""b' Use timezone instead of UTC offset if possible'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,body,2011-10-28 20:58:13,00:00,,1,,"b'b"" Set the time_zone session variable in MySQL to a timezone", e.g., instead of the current offset.  This fixesconversion  UTC for times that are in a different offset. For example, on 2011-10-28, Los Angeles is -07:00 because it is daylightsaving time.  If you store 2011-01-01 00:00:00 into a TIMESTAMP fieldwhen your time_zone session variable is set to \'-07:00\', the time willbe stored as 2011-01-01 07:00:00 UTC instead of 2011-01-01 08:00:00,which will be used if your time_zone variable is set to\'\'. Using timezones instead of offsets requires that the MySQL timezonetables be populated.  See mysql_tzinfo_to_sql(1).  If a timezone can\'tbe used," fall back to using an offset.""'",,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,1,2011-10-28 20:58:13,6.82,,1,,"b'b"" To fully test this", you need to run the test with the timezone tables both empty and populated," and during DST and outside of DST. Truncate the timezone tables. Tests should fail because we can\'t set the time_zone session variable correctly Populate the timezone tables Now the tests will succeed  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,closed,2011-11-01 23:24:18,146.08,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,reopened,2011-11-01 23:24:20,0.03,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,2,2011-10-28 20:58:13,139.33,,,1,"b""b' Fix looks good", Christian, but this test is failing on my local dev machine (PST): ada:thinkup gina$ php 1) Equal expectation fails at character 6 with [1293865200] and [1293868800] at [/ line 351]  in testCompareMySQLAndPHPTimezoneOffsets  in TestOfPDODAOFAILURES!!!Test cases run: 1/3, Passes: 118, Failures: 1," Exceptions: 0'""",,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,3,2011-10-28 20:58:13,35.17,,1,,"b'b"" Is it failing with the MySQL time_zone tables populated?  It should fail if these tables aren\'t populated and you run the test during daylight savings time because your MySQL connection will be set to UTC-7", but PHP will know that times on 2011-01-01 should be calculated as UTC-8. The timestamp you\'re getting for the MySQL connection indicates that UTC-7 is being used. Perhaps instead of falling back to an offset if a timezone can\'t be set, the time_zone session variable should be set to SYSTEM so the server\'s time zone is used.  Or should the test be written to succeed when the timezone can\'t be set properly?  Long term, ThinkUp should either require that the \\\\* tables be populated in order support time zones other than the server\'s," or store everything in UTC in the database and do the time zone conversion in PHP.""'",,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,4,2011-10-28 20:58:13,938.1,,1,,"b'b"" Yeah", looks like the time_zone tables aren\'t populated: Once I populate them, that test passes," but another fails: The test shouldn\'t require that the timezones are loaded to pass; if they weren\'t on my Mac I can assume they won\'t be in a lot of other dev environments and we don\'t want to make setting up the tests any more difficult for developers. Can the test check to see whether or not the timezone tables are loaded and assert accordingly?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,5,2011-10-28 20:58:13,327.57,,1,,"b'b"" Since the thinkup user probably doesn\'t have access to the \\\\* tables"," I try to set the time zone and catch failures.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,6,2011-10-28 20:58:13,1193.77,,,1,"b""b' Nice solution"," thanks Christian. Merging now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,closed,2011-11-04 16:59:06,1054.77,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1073,closed,-,-,-,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,opened,2011-11-20 15:12:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,title,2011-11-20 15:12:46,00:00,,1,,"b""b' XSS Filter updates'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,body,2011-11-20 15:12:46,00:00,1,,,"b""b' Filter usernames on account pageFilter messages template  Closes #1155"," #1164'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,closed,2011-11-30 18:11:09,178.38,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,1,2011-11-20 15:12:46,205.57,1,,,"b'b"" This messages template change causes a bunch of test failures"," so I\'m gonna roll it back.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,reopened,2011-12-02 05:56:50,705.68,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,2,2011-11-20 15:12:46,679.77,,1,,"b'b"" Some user messages must contain HTML", so we decided to add a boolean parameter, $is_trusted, to the SmartyThinkUp::addMessage function which will indicate whether or not the message HTML is trusted. If so, don\'t filter it for XSS, if not," do filter it for XSS. Default value should be false. Reassigning to @mwilkie. Yay!""'",,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,closed,2011-12-02 05:59:43,2.88,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1172,closed,-,-,-,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,opened,2012-07-31 14:41:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,title,2012-07-31 14:41:35,00:00,,1,,"b""b' Add new function for ThinkUp API (extract data)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,body,2012-07-31 14:41:35,00:00,,,1,b'b\' Hi Gina,I request you to review my fork where I\\\'ve realised some modifications or adds.I have made it because I needed to extract some information from the ThinkUp tables in a range of time using the ThinkUp API. I add some functions to achieve it. Those functions are:Post_replies_in_rangeUser_replies_in_rangeUser_questions_in_rangeUser_mentions_in_range Those functions required arguments: from and until. The way to capture this data is the same way as user_posts_in_range. url  I saw in this documentation that to specify the date, it should be done in European format (dd-mm-yyyy) but I tried to do it and I saw that it\\\'s necessary to write date in American Format and adding extra information depending of the time zone. To capture correctly this data," I use the format : ""YYYY-mm-ddTHH:MM:IIGMT+02:00"". I hope you contact me if my explanation is not correct. Best wishes", Daniel Pe\\xc3\\xb1a Pizarro\'',,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,closed,2012-07-31 14:45:34,3.98,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,reopened,2012-08-09 11:19:40,1234.1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,1,2012-07-31 14:41:35,1307.92,1,,,"b'b"" Sorry", I closed this pull request by error. I didn\'t know that it was closed. Now I reopened this request because I wish that you review it. Thanks," Dani""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,2,2012-07-31 14:41:35,567.43,,,1,"b'b"" Hi Dani", Thanks for the pull request. This is a useful feature. Two things I noticed:Our style guide requires U.S. English," and I notice there are a few non-English filenames included here. Can we rename  the changes in the existing files?There don\'t seem to be tests for the new functionality. Can you add tests to TestOfPostAPIController? Thanks again!Gina""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,closed,2012-08-13 21:56:56,637.27,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1367,closed,-,-,-,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,opened,2012-09-20 06:44:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,title,2012-09-20 06:44:11,00:00,,1,,"b""b' Separated DB-spesific tests from DB-generic tests'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,body,2012-09-20 06:44:11,00:00,1,,,"b'b"" Makes it easier to run tests on multiple DB engines.Shouldn\'t introduce test failures but I could be mistaken As it turns out I am mistaken:url Gives out the same set of error as:url That turned out to be a MySQL version issue. Anyone willing to figure out how this happened", or if it is just me. Actually," if it fails for real (and it is not just me) let\'s open an issue on it. (and just close this Pull request)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,closed,2012-09-20 06:51:17,7.1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,reopened,2012-09-20 06:51:26,0.15,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,1,2012-09-20 06:44:11,740.17,1,,,"b'b"" Hey CVi", sorry it\'s taken me so long to take a look at this," my daughter was born 3 weeks ago so things have been on hold. I plan to get to it this week and see if we can figure out the Travis failures.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,2,2012-09-20 06:44:11,17.22,,,1,"b""b' -dad duty comes first! Remember that ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,3,2012-09-20 06:44:11,143.23,,,1,"b""b' Haha!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,4,2012-09-20 06:44:11,620.62,,1,,"b'b"" I\'m serious thou", parenting comes first. I have two jobs now in addition to being a full time student," so I\'m short on time myself.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,closed,2012-12-24 07:28:50,37.4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1386,closed,-,-,-,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,opened,2013-03-26 18:57:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,title,2013-03-26 18:57:45,00:00,,1,,"b""b' Git clone issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,body,2013-03-26 18:57:45,00:00,,1,,"b'b\' Initial clone under windows...  clone   progress -v  ""git://"" ""S:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp2"" Cloning into \\\'S:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp2\\\'...Receiving objects: 100% (28807/28807)", 17.53 MiB | 1.00 MiB/sResolving deltas: 100% (21685/21685)remote: Compressing objects: 100% (9075/9075)remote: Compressing objects: 100% (9075/9075), done.remote: Total 28807 (delta 21685), reused 26026 (delta 19341)error: unable to create file -resources=account,statuses,users,followers,lists,friends,favorites,friendships,"application (No such file or directory)Success (53774 ms @ 26/03/2013 18:54:39) Even though ""success""", a random subsequent pull will fall over.\'',,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,1,2013-03-26 18:57:45,1279.92,,1,,"b""b' What about that filename is incompatible with Windows? Too long? Invalid character?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,2,2013-03-26 18:57:45,6.03,,1,,"b'b"" I can\'t look into it now"," but my first guess would be a conflict with another filename where the filenames are only distinguished by case.  Windows and Mac OS X HFS+ are not case-sensitive.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,3,2013-03-26 18:57:45,4.02,,1,,"b""b' Sounds like a possible same issue to what I was seeing:url url ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,4,2013-03-26 18:57:45,1241.32,,1,,b'b\' hmm, surprised that this issue is still present," i had to create a 3rd folder as i CANNOT PULL  clone   progress -v  ""git://"" ""S:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp3\\\\ThinkUp"" Cloning into \\\'S:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp3\\\\ThinkUp\\\'...remote: Counting objects: 29903", done.Receiving objects: 100% (29903/29903), 19.81 MiB | 1.48 MiB/s, done.Resolving deltas: 100% (22530/22530), done.remote: Compressing objects: 100% (9455/9455), done.remote: Total 29903 (delta 22530), reused 26976 (delta 20051)error: unable to create file -resources=account,statuses,users,followers,lists,friends,favorites,friendships,application (No such file or directory)error: unable to create file -resources=account,statuses,users,followers,lists,friends,favorites,friendships,application,search (No such file or directory) Success (17222 ms @ 09/05/2013 14:07:23)\'',,,,
ThinkUp,1519,closed,5,2013-03-26 18:57:45,208.87,,1,,"b""b' What do we have to change about those files to make them compatible? Once we know for sure"," we can fix.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,6,2013-03-26 18:57:45,730.32,,1,,b'b\' Replicated this on a fresh under Windows Vista (we are out there) 32-bit.  The commas ( ) and equal signs ( ) are valid filename characters and the string lengths are under the 255 character limit. Normally when you grab files that contain invalid characters Windows will just automatically delete it for you and leave you with a need to commit something. Looks like the filename and folder lengths are too long. By the time you get to the file you stop here: application_rate_limit_-resources=account,statuses,users,followers,lists,friends,favorites,friendships,application,"sear That\\\'s ""ch"" left off. Too long  too deep.\''",,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,7,2013-03-26 18:57:45,21.2,,1,,"b'b"" This is 240 characters long: -resources=account",statuses,users,followers,lists,friends,favorites,friendships,application,search What is Windows Vista\'s limit? If you store the files in a very short base foldername, like c:\\\\tu\\\\, does that make a difference? @JackTandy," which version of Windows specifically are you using? What is the  length limit?""'",,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,8,2013-03-26 18:57:45,1100.85,1,,,"b""b' On Vista"," tested with this filename of 254 characters under a path of **w:\\\\z** (single letter): 01234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123 The above only formatted here with breaklines to prevent scrolling.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,9,2013-03-26 18:57:45,105.53,,1,,"b""b' @ginatrapani Windows 7", 64 bit. To recreate, simply create the same directory path i.e.drive_letter:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp2then try cloning into it. not sure what length limits are these days, sure you can find that out," but the filenames in question could be considered  questionably long anyway ;-)'""",,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,10,2013-03-26 18:57:45,970.33,,1,,b'b\' I can\\\'t personally repro because I don\\\'t have Win7 but if someone canidentify what exactly needs to change about those files to make themcompatible I can help. Let me know.On May 14, 2013 6:15 PM,"JackTandy"" notifications@ wrote:\''
ThinkUp	1519	closed	11	gavinr	2013-03-26 18:57:45	655.67		+1		b""b' Gina, It looks like two offending files (at least for me) are in this directory:url  That directory plus filename is approx 240 characters, and it appears that Windows 7 (even 64-bit) has a 256 character limit url  so if someone has his or her git repo in a location that has over 16 characters, there will be problems.  My repo, for example, is at:  ... which is causing problems because that path is 258 characters. I tested shortening the path to C:\\\\g\\\\ThinkUp\\\\webapp..... and the problems went away for me, so I do believe the 256-character limit is the issue. tl;dr we need to shorten the path lengths for the twitter test data Thanks!!'",,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,12,2013-03-26 18:57:45,718.3,,1,,"b""b' How about we advise Windows-based developers to use folder names under 16 characters in our documentation?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,closed,2013-05-17 16:20:06,1282.35,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,13,2013-03-26 18:57:45,596.9,,,1,b'b\' Hmm, it\\\'s your project to do as you see fit, however, in my opinion this is a terrible work-around, albeit better than nothing, and definitely the **only one** of many projects from  or bazaar repos that has this filename issue. To pass the responsibility to the installer instead of addressing the issue properly by reducing the filename length is may i say poor. Also, I am not even talking about the install stage," simply cloning the repo to a folder greater than 16 chars is all that is required to raise this issue. Does...""application_rate_limit_-resources=account",statuses,users,followers,lists,friends,favorites,friendships,"application"" and...""application_rate_limit_-resources=account",statuses,users,followers,lists,friends,favorites,friendships,application,"search"" really add value as file names on any OS? The longest name here is 133 chars", leaving 16 to win, how about renaming it to 16 so win has 133 chars? Perhaps, i\\\'m missing something, is the resistance to rename due to the file name (and this would be shocking) being used as parameters to a function. Please reconsider, much preferable are shorter meaningful file names that can be neatly organized in sub folders rather than the ancient 1990s practice of things requiring to be placed at drive root (as per the docs suggestion) yuk! Thanks\''
ThinkUp,1519,closed,14,2013-03-26 18:57:45,35.53,1,,,"b'b"" @JackTandy each of those files represents the payload of an API call which developers use to write automated tests for code which make those calls to actual URLs when the app is running. The filenames look odd because they map simply and clearly to URLs with specific parameters defined by third-party APIs", in this case Twitter\'s. Shortening them would add yet another level of mapping that developers would have to decode while they write tests. My job is to make writing tests easier, not more difficult, hence the more  filenames. The files lengths are well within Windows\' 256-character limit. We\'re not asking devs to store the files at the root," just within a 16-character folder name. I realize that is short. What do you suggest ThinkUp\'s max file length should be? 200? 225?""'",,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,15,2013-03-26 18:57:45,13.08,,1,,"b'b"" Tricky to say without looking at relevant use code", perhaps create stubs...application_rate_limit_-resources=accountapplication_rate_limit_-resources=statuses...application_rate_limit_-resources=search and if this doesn\'t fit, and in all honesty," the mapping **should** be refactored. File names should never be used as function parameters for all manner of reasons e.g. scalability.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,16,2013-03-26 18:57:45,1284.6,,1,,"b'b"" Digging into this a bit more", I recall that we do (attempt) to enforce a 200-character file length for mock test data. See url  for the code which is supposed to do that. Turns out the command is only checking the filename, not the path AND the filename, so these files got in past it. I\'m working on a fix for both the command and shortening the folder names so that Windows devs will have to stay under a 56-character limit pathwise," which seems more reasonable than 16.""'",,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,reopened,2013-05-26 00:30:13,490.12,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,closed,2013-05-26 00:31:19,1.1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,17,2013-03-26 18:57:45,872.67,,,1,b'b\' @ginatrapani Yup," a 56 char limit is a **far** better proposition than 16. Thanks for sorting this. I can confirm thinkapp now clones without issue into a ""reasonable"" path on windows where in my use case", the base path cloned into is... X:_incoming\\\\Internet\\\\Twitter\\\\ThinkUp\\\\ A virtual chocolate muffin and a high five to Gina.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1519,closed,-,-,-,2,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1539,closed,opened,2013-04-11 16:47:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1539,closed,title,2013-04-11 16:47:31,00:00,,1,,"b""b' Owner Password may contain special chars'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkUp,1539,closed,body,2013-04-11 16:47:31,00:00,,1,,"b""b' Allow owner password field to contain special chars"," not only letters andnumbers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
