REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,1,2011-05-29 20:04:12,8.72,,1,,"b""b' The name of the mixin is derived from the name of the folder. So in your case it would be  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,closed,2011-05-29 20:12:55,8.72,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,2,2011-05-29 20:04:12,1166.27,1,,,"b'b\' ThanksI don\\\'t know if this is the right place to say it but itsn\\\'t really clear that the folder name also has influence on what the @import name is. Perhaps something like would make it more clear?@import ""customFolderName/*.png"";@include all-customFolderName-sprites;  I\\\'m sorry to bother you.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,3,2011-05-29 20:04:12,145.1,,1,,"b""b' +1 for AndreasMadsen'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,reopened,2011-07-19 18:24:07,1331.2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,4,2011-05-29 20:04:12,19.87,,1,,"b'b"" ok. we\'ll update the docs.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,5,2011-05-29 20:04:12,416.82,1,,,"b'b\' What happens when a folder is inside a folder? @import ""/*.png"";@include all-customFolderName-folder2-sprites; Though that doesn\\\'t work", with a Undefined mixin message.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,6,2011-05-29 20:04:12,79.08,1,,,"b'b"" Just use the last folder name.  Hunt & pecked on my iPhone... Sorry if it\'s brief! On Sep 1",2011, at 6:20 PM," srousseyreply@ wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,closed,2011-10-05 06:07:07,703.0,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,7,2011-05-29 20:04:12,129.35,1,,,"b""b' I just spent a 1/2 hour being confused by the documentation.  Simply changing the in the tutorial would make this so much clearer.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,8,2011-05-29 20:04:12,1068.32,,,1,"b""b' Ok. Seems like a good change. Would you be willing to submit a patch for this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,9,2011-05-29 20:04:12,1194.58,,1,,"b""b' Yep.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,10,2011-05-29 20:04:12,450.4,,,1,"b'b\' @chriseppstein thanks for ""Just use the last folder name.""  it works! so that we can generate different sprites  easily in one project?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,403,closed,-,-,-,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,opened,2011-06-01 04:38:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,title,2011-06-01 04:38:28,00:00,,1,,"b""b' cannot compile sass files with relative sass_dir.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,body,2011-06-01 04:38:28,00:00,,1,,"b'b\' Compass(sass?) cannot compile sass files when relative path is set to sass_dir. :http_path = ""/""css_dir = ""stylesheets""sass_dir = ""../sass""images_dir = ""images""javascripts_dir = ""javascripts"" command:$ compass init output:directory ../sass/ create ../ create ../ create ../Nothing to compile. If you\\\'re trying to start a new project"," you have left off the directory argument.Run ""compass -h"" to get help.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,1,2011-06-01 04:38:28,599.4,,1,,"b""b' using the latest compass?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,2,2011-06-01 04:38:28,89.72,1,,,"b'b"" Yes", I\'m using the latest release 0.11.1.When I set absolute path to project_path, relative sass_dir also works well.(But default project_path is \'.\', so relative sass_dir doesn\'t work alone.) [added] sorry, I closed this thread by mistake," then I reopened. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,closed,2011-06-03 16:07:35,689.12,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,reopened,2011-06-03 16:07:39,0.07,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,closed,2011-07-03 17:45:55,98.27,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,409,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,opened,2011-06-04 04:22:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,title,2011-06-04 04:22:33,00:00,,1,,"b""b' Unselectable mixin'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,body,2011-06-04 04:22:33,00:00,,1,,"b""b' User select is not cross browser. It is reasonable to include following mixin to compass. @mixin unselectable { -moz-user-select: -moz-none; -khtml-user-select: none; -webkit-user-select: none; -o-user-select: none; user-select: none;}'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,1,2011-06-04 04:22:33,659.43,,1,,"b'b"" This should actually be: or something along those lines. I haven\'t tested. But the mixin should mimic the CSS property in full"," not a single value for that property.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,2,2011-06-04 04:22:33,120.03,,1,,"b'b"" @ericam We\'re you planning on implementing this?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,3,2011-06-04 04:22:33,137.12,,1,,"b'b"" Let\'s say yes. Sure.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,closed,2011-07-03 19:39:08,916.58,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,reopened,2011-07-03 19:39:17,0.15,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,4,2011-06-04 04:22:33,61.93,,1,,"b""b' It looks like this has been removed from the W3C recommendation: url  It was in an old Working Draft: url  But Is not in the Candidate Recommendation: url  There is some experimental browser support. How do we handle that?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,5,2011-06-04 04:22:33,1139.05,,1,,"b'b"" It doesn\'t really matter if it\'s a standard or not", if most browsers implement it," then we can add a mixin for it with caveats in the docs.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,6,2011-06-04 04:22:33,29.1,,,1,"b'b"" That\'s fine", but I can\'t find it on any support tables that I know of. Has anyone done that testing? If not," I can do some basic testing next week. What do we consider \'most browsers\'?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,7,2011-06-04 04:22:33,227.03,,,1,"b'b"" I\'ve used this in Chrome v12.0.742.112 and Firefox v4.0.1 and Safari 5.0.5 on Mac. Though", I haven\'t tested this on any other browsers. If the browsers support it," I\'d say add it. I was just checking to see if we had already and Wynn pointed me here to share my usage and comments. What Eric showed off above seems like a nice mixin to support this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,8,2011-06-04 04:22:33,30.53,,1,,"b""b' closed by 92981fb5d3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,closed,2011-09-12 20:26:47,47.5,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,417,closed,-,-,-,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,opened,2011-06-24 11:55:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,title,2011-06-24 11:55:09,00:00,,1,,"b""b' compass stopped to detect changes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,body,2011-06-24 11:55:09,00:00,1,,,"b'b\' after last update compass stopped to detect changing sass files. so if i run ""compass watch ."" it says "">>i\\\'m not sure what version was before i ran bundle update", but now itsnir0@vsluhnew:~/$ compass versionCompass 0.11.3 (Antares)Copyright (c) 2008-2011 Chris EppsteinReleased under the MIT License.Compass is charityware.Please make a tax deductable donation for a worthy cause: url  btw, before update, compass did not start up watcher automatically," so i was needed to run ""compass watch ."" in background each time", very boring. now it makes me start it each time on changes.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,1,2011-06-24 11:55:09,1242.2,,1,,"b'b\' update: seems like compass stopped watching  and all files requested in it through @importother files are being updated correctly.mayb ""application"" is now a reserved word", if so, plz add a warning.turned my  into , all working\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,closed,2011-06-25 08:44:30,1249.35,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,reopened,2011-06-25 08:45:17,0.78,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,2,2011-06-24 11:55:09,515.62,,,1,"b'b"" update 2: after reinstalling environment on server (nginx + passenger + rvm) and setting env to development inside compass config", it started to compile stylesheets automatically," as expected! i\'m happy""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,closed,2011-06-26 17:12:58,507.68,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,444,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,opened,2011-07-04 15:04:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,title,2011-07-04 15:04:44,00:00,,1,,"b""b' on_sprite_saved callback throws an error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,body,2011-07-04 15:04:44,00:00,,,1,b'b\' Hey guys," i\\xc2\\xb4ve tried to use the ""on_sprited_saved"" callback in my ",but when i now try to compile or watch a directory, the following error occurs: undefined method  build_change_options_menuitem\\\':1088:in  build_change_options_menuitem\\\':398:in  try\\\':357:in  compass_switch_handler\\\':56:in  (root)\\\':1038:in  (root)\\\' My impl. looks like this:on_sprite_saved do |filename|# Actually does nothing but throws an error end I\\xc2\\xb4am currently using Sass Version 3.1.2 and Compass Version  0.11.3.It would be awesome if any of you guys could help me out with this problem, or verify that it is really a compass bug... RegardsSebastian\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,1,2011-07-04 15:04:44,1.18,1,,,"b""b' Oh GitHub messed with my code...  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,closed,2011-07-04 15:05:55,1.18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,reopened,2011-07-06 07:43:01,997.1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,2,2011-07-04 15:04:44,572.75,1,,,"b""b' It looks like this config file is being evaluated in a strange context. Are you using ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,3,2011-07-04 15:04:44,524.8,,1,,"b""b' Yes. I first tried it with  and later on with another jRuby based installation on a different pc.Maybe this is an jRuby related issue...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,4,2011-07-04 15:04:44,172.65,,1,,"b'b"" I\'ll investigate this today""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,5,2011-07-04 15:04:44,164.4,,1,,"b""b' can you post your config file  version? please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,6,2011-07-04 15:04:44,199.75,,1,,"b""b' Hello", I am from  team. Please provide your  testcase, so we can dig into it. BTW, it seems you are using  v1.5," please update to v1.6 first. (it has different  version)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,7,2011-07-04 15:04:44,1238.32,,1,,"b""b' no response from author closing this'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,closed,2011-07-26 14:58:35,435.57,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,458,closed,-,-,-,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,opened,2011-07-12 18:12:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,title,2011-07-12 18:12:31,00:00,,1,,"b'b"" inline-image data uri doesn\'t work in IE8/9""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,body,2011-07-12 18:12:31,00:00,1,,,"b""b' If I use a CSS property like: What gets outputted is something like: IE8/9 seems to choke on the quotes inside url(). I know for a fact that the quotes are not required inside url() in general", but they seems to cause problems in IE8/9 here with the data URI. When I manually enter the following into my CSS," it works in in IE8/9 The only difference is the lack of single and double quotes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,1,2011-07-12 18:12:31,7.97,,1,,"b'b"" you don\'t need to specify the mime type for standard extensions -compass knows what mime type a is. That said"," this is a bug and as a workaround you can do:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,2,2011-07-12 18:12:31,126.9,,,1,"b""b' Awesome! Good to know. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,3,2011-07-12 18:12:31,1296.08,,1,,"b""b' closing due to no activity'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,closed,2012-03-15 18:03:28,1430.95,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,4,2011-07-12 18:12:31,260.72,,1,,"b""b' Not sure why this bug is closed. The bug still exists"," and the markup generated by Compass in this case is invalid.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,reopened,2013-04-30 03:38:29,575.02,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,5,2011-07-12 18:12:31,8.92,,1,,"b""b' This causes Chrome to add a notice to the console like:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,6,2011-07-12 18:12:31,1380.75,,1,,"b'b"" I don\'t see this issue anymore.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,closed,2014-08-01 21:33:51,1075.37,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,474,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,opened,2011-08-11 11:13:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,title,2011-08-11 11:13:23,00:00,,1,,"b""b' -sprite uses old non-existent sprite map'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,body,2011-08-11 11:13:23,00:00,,,1,"b'b\' I\\\'m importing the same sprite generation include in two different SCSS files: The contains: Everything works fine in and it uses the new sprite-map ""icon16-sbd1401"". However"," my tries to use the old non-existent sprite map ""icon16-s171549091"". I\\\'ve tried removing the new sprite map and generate it again but with no avail. How to fix this? What needs flushing? I\\\'m using Compass 0.11.5.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,1,2011-08-11 11:13:23,303.97,1,,,"b""b' run compass clean and try to recompile also mind posting the source snippets that are giving you issues it sounds like something is hard coded?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,2,2011-08-11 11:13:23,1312.15,,,1,"b'b"" It worked after I restarted my computer which I seldom do. Nothing was hard coded", apparently sometimes something get\'s stuck in the pipes," maybe a Win 7 issue who knows.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,closed,2011-08-12 14:09:31,176.13,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,reopened,2011-08-12 14:09:38,0.12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,3,2011-08-11 11:13:23,1173.62,,1,,"b'b\' I encounter the same problem after renaming my directory ""sprites"" in another name. Compass 0.11.5ruby 1.9.2p180 (2011-02-18 revision 30909) [x86_64-darwin10.6.0]Mac OS X **Edit:** no improvement after reboot.**Note:** the directory is under SVN\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,4,2011-08-11 11:13:23,238.05,,1,,"b'b"" I have the same problem. Why isn\'t just the query string cache busting method used? (Looks like in the [sprite example]url  it is used. Is there a setting to use the same filename"," only change the querystring?) So the first version of the sprite is ?1234 and the second is (still ) ?4321 This would solve the problem where if you have the same sprite in several scss files and all references to the sprite in the other scss files aren\'t updated.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,5,2011-08-11 11:13:23,131.38,,1,,"b""b' run and recompile'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,6,2011-08-11 11:13:23,366.62,,,1,"b""b' I tried that and that worked. But I would like to not need to run clean and compile everytime I (or somebody else) add a picture to a sprite in one of the scss files in the project. Am I wrong in thinking that compass would keep track of all the scss files refering to a sprite and update them all when the sprite filename is changed? Because that would be awesome!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,7,2011-08-11 11:13:23,1217.93,,1,,"b""b' well it should regenerate a sprite when you remove or add a file to the folder for that sprite map what sass are you using thats causing the problem'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,8,2011-08-11 11:13:23,1.27,1,,,"b""b' query string cache busting is bad for cacheing inline cache busters are the future you can see more detailed examples here: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,9,2011-08-11 11:13:23,73.2,,1,,"b'b"" I\'m using Sass version 3.1.10 (Brainy Betty) Sass and compass are installed and running on my Snow Leopard mac and the compass project files are on a NFS mount on a ubuntu virtual machine run with virtualbox. Does that have something to do with it not recognizing changes in the sprite folder? Could you elaborate on inline cache busting"," please?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,10,2011-08-11 11:13:23,152.05,1,,,"b""b' I assume compass watch is using polling over nfs? and when i said sass i ment your .(sass|scss) file sorry for the misunderstanding and for cache busting this is a good read: url  Also query string cache busting breaks down at the reverse proxy level when you run a site like ours and are pumping out millions of hits an hour cache busting is essential. We use squid for reverse proxy and squid ignores query strings and so does varnish (although you can enable it) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,11,2011-08-11 11:13:23,38.15,,1,,"b""b' Yup it polls over nfs. As I tried to explain before"," compass and sass is installed on my mac and the scss and css files are located on the nfs mount. My compass version is Compass 0.11.5 (Antares) and ruby is 1.8.7 (2010-01-10 patchlevel 249) [universal-darwin10.0]'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,12,2011-08-11 11:13:23,94.72,,1,,"b""b' i just wanted to make sure you were not trying to use over nfs'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,13,2011-08-11 11:13:23,1.2,,1,,"b""b' this also may be an FSSM bug which is the core of compass watcher it controlls the polling for changes? have you tried guard-compass? i wonder if you get the same problems'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,14,2011-08-11 11:13:23,427.42,,1,,"b""b' Closing to due to inactivity.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,closed,2012-03-12 07:25:06,1035.47,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,512,closed,-,-,-,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,opened,2011-08-19 11:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,title,2011-08-19 11:35:27,00:00,,1,,"b""b' rails 3.1 asset pipeline exponentially slow with compass'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,body,2011-08-19 11:35:27,00:00,1,,,b'b\' Using rails 3.1\\\'s new way of writing css files, I have about 30  files in my / directory each of them uses blueprint and compass mixins like +column(x), so I have to include compass and blueprint at the top of each file.  The result is that it takes about 2-3 minutes to compile the stylesheet via sprockets the first time, and every time I change any css it takes about 12 seconds to refresh. The issue becomes exponentially worse for every new sass file I put in the directory.  Trouble is, this is the new rails pattern is it not?  Am I doing something wrong here? Can anyone help?  Cheers Steve gem \\\'rails\\\', \\\'3.1.0.rc6\\\'gem \\\'haml\\\', \\\'3.1.2\\\'gem \\\'haml-rails\\\', \\\'0.3.4\\\' # haml gem doesn\\\'t include rails generators by default, so this gem includes itgem \\\'sass\\\', \\\'3.1.7\\\'gem \\\'sass-rails\\\',"~\''
compass	516	closed	1	wakiki	2011-08-19 11:35:27	0.77			+1	b'b"" Whoops forgot to include compass gem!  gem \'compass\', :git =""'
compass	516	closed	2	scottdavis	2011-08-19 11:35:27	90.1		+1		b'b"" rails 31 integration isn\'t perfect yet and we are working on it keep an eye on the main ticket url ""'
compass	516	closed	closed	 - 	2011-08-19 13:06:19	90.87	1	2	1
compass	516	closed	3	julioprotzek	2011-08-19 11:35:27	634.32		+1		b""b' The url  topic was closed but the problem remains.Any ideas?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,4,2011-08-19 11:35:27,1268.3,1,,,"b'b"" This is a problem still for me", I\'m seeing absolutely insane (2500ms) requests," more than 90% of my request time for a fairly trivial app.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,5,2011-08-19 11:35:27,314.57,,1,,"b""b' im not having this problem in my rails 3.1.0 app are you using an older version of sass?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,6,2011-08-19 11:35:27,136.85,,1,,"b""b' I ended up skiping asset pipeline for this project and compiling sass with  . But I was using sass version which comes with Rails 3.1.1 O.o'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,7,2011-08-19 11:35:27,223.63,,1,,"b'b"" Here\'s the low-down: $ bundle show | ack \'(?:rails|sass)\'rails (3.1.0)sass (3.1.10)sass-rails (3.1.2) I\'m using :compass from @chriseppstein\'s master.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,8,2011-08-19 11:35:27,229.32,,1,,"b'b"" I\'m seeing ~14 seconds to compile the following:  Using:  The top of looks like: The looks like:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,9,2011-08-19 11:35:27,651.27,,1,,"b'b"" I\'m also seeing really long compile times with compass and Rails 3.1. Removing compass"," compile times are normal and fast. Have any improvements been made recently?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compass,516,closed,10,2011-08-19 11:35:27,51.77,,1,,"b""b' latest version of sass?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
