REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,3,2012-09-12 21:38:35,1389.42,,,1,b'b\' Hi," I got it to work. The issue was with the controls. I ended up using the  controls. Wondering now how I can have the ""hint"" disappear when the video Play button is pressed. Any ideas on how I can make the Hint disappear on an event such as this? Thanks.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,4,2012-09-12 21:38:35,184.75,,,1,b'b\' Hi," agree with djempty. I have a video that does work on the iPad without  But with  it doesn\\\'t play. I had limited success getting the ""controls"" toshow using this technique", video {...  -webkit-transform: translateZ(50px);} but the video still wouldn\\\'t play when tapping the play button. I am using the  controls now too. Oh and BTW,  rocks!!\'',,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,5,2012-09-12 21:38:35,1224.8,,,1,"b""b' Hello Everybody! I had the same issue", and finaly i put html5 video directly in iframe, and also via phpSo, i fixed this problem. And there is also a chanche," to use  too inside iframe(the idea was: youtube video playing perfectly on ipad in iframe)'""",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,-,-,-,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,opened,2013-05-11 16:59:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,title,2013-05-11 16:59:06,00:00,,1,,"b'b"" auto-resizing doesn\'t work when class is used anythere on a page""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,body,2013-05-11 16:59:06,00:00,,,1,"b'b"" Hey!I am trying to get started with ", like we have on the demo gh-page of , whenever we resize the width of the page, the step automagically fits into the current width.This is not working on a project I have been trying. However, if i resize, then reload the page," it fits in that viewport.Anybody knows what\'s the issue?""'",,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,1,2013-05-11 16:59:06,1167.18,1,,,"b""b' It would be hard to guess without any example to look at.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,2,2013-05-11 16:59:06,1183.18,,,1,"b""b' Hey", There you go! url  Go to the second step, and resize the width of the browser," the step doesnt automatically scale down.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,3,2013-05-11 16:59:06,52.18,,1,,"b'b"" Ok", I found it.  uses class to mark current slide (and resize it when screen resizes).You are using class in your navigation, too. So  is taking element from your navigation instead of the active slide. That\'s a bug in  obviously (I shouldn\'t assume that you won\'t use class anywhere else).But at this point," to workaround that you would need to change the name of the class you use in navigation to something alse then  . You can also find a line in  code (should be line 792) and change it to  . So only steps with class will be taken into consideration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,closed,2013-05-14 14:19:42,1280.6,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,reopened,2013-05-14 14:19:48,0.1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,4,2013-05-11 16:59:06,318.32,,,1,"b""b' Its worked! Thanks! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,closed,2013-05-14 14:19:58,0.17,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,287,closed,-,-,-,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,opened,2013-06-08 06:44:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,title,2013-06-08 06:44:52,00:00,,1,,"b""b' sub menu added'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,body,2013-06-08 06:44:52,00:00,,,1,"b'b\' just add class=""add-menu""to the div with the impress id and the menu will appear example: ![submenu]url  the sub menu includesa beautiful progress bar and two arrows for mouse clicking forward and back\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,1,2013-06-08 06:44:52,0.8,,1,,"b""b' closes #289 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,closed,2013-06-08 06:45:44,0.87,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,reopened,2013-06-08 06:45:59,0.25,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,2,2013-06-08 06:44:52,47.38,,,1,"b'b\' Hello.  Could this bar allow to ""jump"" to a particular step as well ( say directly to 13/21)? That would be great.A  to  the whole bar would be nice too. (escape or M for ""menu""", for instance). Thanks.B.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,3,2013-06-08 06:44:52,185.97,,,1,"b'b"" thanks", that\'s an interesting navigation but I\'d rather see such features as \'plugins\' that you add to your presentation. They don\'t need to be part of  core library," as they can simply work using the API.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,closed,2013-09-17 10:39:02,233.05,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,294,closed,-,-,-,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,opened,2013-06-23 08:02:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,title,2013-06-23 08:02:03,00:00,,1,,"b'b"" Added ability to pass steps\' data as object parameter""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,body,2013-06-23 08:02:03,00:00,,1,,"b""b' Alternative data assignment to HTML data attributes. Easier (for me) instead do it in the middle of HTML jungle. Also add possibility to provide data from external JS operations. Allowing usage like this If anything wrong please let me know.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,1,2013-06-23 08:02:03,817.08,,,1,"b'b"" Hi", I was thinking about adding something like that myself. That would be a good start. If I may ask for some changes then I\'ll be glad to merge it. First of all please make a pull request to a branch (not to master), as I don\'t want it to be released yet. Also I\'d prefer to use full  , instead of  , as this will be compatible with \'data-\' parameters and values in \'dataset\'. Additionally I\'d like to put more options to init function later, so I\'d like to put slides data into some property, for example: If you don\'t have time to do everything," just make a pull request do branch as it is now and I\'ll do them later myself. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,2,2013-06-23 08:02:03,256.97,1,,,"b'b"" Hi! Sorry for the mistake. You can check on the closed request I did compare my to your branch. However it looks like I\'m the only who do that"," and it has 22 commits behind. I was afraid it will be conflict hell on merge. So I changed it ;D I\'ll try to apply the changes. For now I\'ll close this :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,closed,2013-06-24 01:56:06,1074.05,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,reopened,2013-06-24 02:16:17,20.18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,closed,2013-06-24 02:39:56,23.65,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,297,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,opened,2013-12-24 02:10:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,title,2013-12-24 02:10:58,00:00,,1,,"b""b' Preventing left-arrow on the first slide'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,body,2013-12-24 02:10:58,00:00,,,1,"b'b"" Hey! So I made this supersweet presentation for my girlfriend for the Christmas and I have a bigass punchline on the end of it. Is there a way to prevent accidental left-arrowing from the start thus jumping straight to the end and effectively ruining whole thing?It\'d be kind of a bummer if she saw the end right at the start (sic!)", right? Looking forward to your response and have a great holiday! Kuba EDIT: Well, it\'s still nice to know if it\'s possible, but in the meantime I\'ll just get rid of arrow navigation," space wins.""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,1,2013-12-24 02:10:58,363.58,,,1,"b'b"" Getting rid of arrow navigation is the easiest workaround for that. It may be possible to create some \'right arrow\' event handler that will prevent any action when the first slide is shown", but I\'m not sure without checking if that would work.  So," to keep your punchline safe just go with space only navigation. Have fun and good luck (with the punchline) ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,closed,2013-12-24 08:17:32,366.57,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,reopened,2013-12-24 08:17:34,0.03,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,2,2013-12-24 02:10:58,3.13,,,1,"b""b' Okay"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,closed,2013-12-24 08:17:41,0.12,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,357,closed,-,-,-,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,opened,2014-04-28 08:02:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,title,2014-04-28 08:02:13,00:00,,1,,"b""b' hide cursor in fullscreenafter a configured delay without movement'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,body,2014-04-28 08:02:13,00:00,,,1,"b""b' For making presentations better", it would be great," if the mouse cursor hides after going to fullscreen.This commit implements this behavior.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,1,2014-04-28 08:02:13,1065.18,,,1,"b""b' Hi @sclausen", in an effort to clear up older  we are pinging back to know if you are still tracking this request. To give a little bit of context," recently [a decision was made in the project]url  to make the development more active and the first task is to clear up older PRs like this one to see if [the OP]url  is still interested in keep it going.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,2,2014-04-28 08:02:13,1057.55,1,,,"b'b"" This feature should be  by the developer to avoid behavior misunderstanding. Even if I like the feature I\'d set it to by default""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,3,2014-04-28 08:02:13,538.53,,1,,"b""b' Closing due to the lack of feedback from the OP. If you want to work in the PR again"," feel free to comment here to open up the discussion again As this feature seems to be pretty useful I have created a new issue to track it: #527'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,closed,2016-03-05 04:23:38,1221.42,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,4,2014-04-28 08:02:13,405.92,1,,,"b'b"" @FagnerMartinsBrack sorry for the long delay", but I didn\'t know how to properly respond. Sure I didn\'t track this issue, because it has been so very very long ignored. So," what should or could be done now? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,5,2014-04-28 08:02:13,590.85,,1,,"b""b' @sclausen Are you willing to  code  if asked to do so? If yes"," then I will reopen as stated in the last comment.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,6,2014-04-28 08:02:13,6.35,,1,,"b'b"" Sure I\'ll do. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,reopened,2016-03-06 09:54:12,330.57,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,closed,2016-03-19 06:12:24,1218.2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,7,2014-04-28 08:02:13,572.62,,,1,"b'b"" @FagnerMartinsBrack weren\'t my changes good to merge? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,8,2014-04-28 08:02:13,576.53,1,,,"b'b"" @sclausen I\'m sorry"," I have no idea why this was closed o.O.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,9,2014-04-28 08:02:13,579.6,,,1,"b""b' Oh"," looking again it seems that this was closed automatically by Github because the branch was removed (this PR was opened against the branch). See #521 for context. Can this be opened against  ? Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,388,closed,-,-,-,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,opened,2014-08-21 12:04:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,title,2014-08-21 12:04:27,00:00,,1,,"b""b' HTML5 Text To Speech API integration'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,body,2014-08-21 12:04:27,00:00,,,1,"b""b' What would be interesting", is if you can sync a transcript to be spoken out loud using HTML5 Text To Speech API. It would make for a more hands on presentation. url  This works best on chrome," but is likely to be supported by everyone since it is a HTML5 official standard.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,1,2014-08-21 12:04:27,1391.53,,,1,"b""b' Hi @mofosyne ", in an effort to clear up older  we are pinging back to know if you are still tracking this request. To give a little bit of context," recently [a decision was made in the project]url  to make the development more active and the first task is to clear up older issues like this one to see if [the OP]url  is still interested in keep it going.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,2,2014-08-21 12:04:27,56.87,1,,,"b'b"" Well this was more of a wishlist kind of thing. So I am tracking it in the sense I still would like to see it happen. But I\'m not sure if HTML5 TTS technology is going to mature anytime soon for this to be viable :/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,3,2014-08-21 12:04:27,3.95,,,1,"b""b' Hi @mofosyne thanks for the response! Can you please provide a real use case where this feature makes sense in the context of a presentation? Site or talk presentation. I believe this will be best implemented as a plugin once we have a documented way of creating plugins"," but we need to know the use case anyway for knowledge purposes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,4,2014-08-21 12:04:27,6.03,,1,,"b'b"" Stand alone presentations I imagine? Would that make sense? But the issue would be that you would also need to implement stuff like (virtual cursors)", to make full use of how a presenter during an actual lecturer would function in a online lecture. (So you\'ll probbly need to also invent a semi-markdown syntax," to markup the inflection and stressor in a person\'s voice as well. As well as parts of the speech where they would physically point or highlight a passage.).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,5,2014-08-21 12:04:27,1.3,,,1,"b""b' Basically instead of recording an audio to go with the presentation"," you type the speech onto it. (Hmmm... which would also end up doubling as a very accessible way for the deaf to view a web presentation as well).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,6,2014-08-21 12:04:27,2.77,,1,,"b'b"" Can\'t you just automate the whole process as it is now using the API? I imagine one could read the content of the steps with the Speech API and call once it is done. This is definitely not something that  should take care in the core.This can already be done using [WAI-ARIA]url  which is a specification to use special attributes that enables html to be viewed through a text reader for def people. Again"," something that can be done in a per use basis.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,7,2014-08-21 12:04:27,5.03,,,1,"b'b"" That\'s a good point"," is there already a project that would read out a close captioning text file and sync the synth speech to press the and  as needed? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,8,2014-08-21 12:04:27,1.23,,1,,"b""b' Not that I know of"," you could be the first one to show that :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,closed,2016-04-24 11:48:06,1423.65,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,reopened,2016-04-24 11:48:18,0.2,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,9,2014-08-21 12:04:27,41.17,,1,,"b""b' @mofosyne Now re-reading my comments I realised that you were talking about def", not blind. WAI-ARIA, as far as I know, only solves the problem of blind people (it allows efficient use of a screen reader). This is definitely not a feature for the core itself, but rather to be developed a plugin. In the current state of ," is there anything blocking this from being achieved in your side?'""",,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,10,2014-08-21 12:04:27,161.55,,1,,"b'b"" I imagine it is more convenient to write the speech script inline with the actual slides. This is since if people distribute the slides", you want the speech script to go along for the ride as well (Having the html slide, and the transcription as separate files means that the transcription has a higher likelihood of accidentally getting omitted) It could be done as a plugin possibly for the logic, but there needs to be a consistent way to insert the speech text in the slide source in a way that doesn\'t mess up the slide if the plugin is missing. About trying to bake in speech synthesis of the transcription in slide animation. While not aimed at blind, such feature is useful in having a easy way to edit and distribute lecture side without having to re-record the audio again. I\'m thinking of this in the context of something like a wiki platform but for lecture style content. Not sure how practical it is in reality, but is interesting to consider. But anyhow the html5 web speech synth is too new to be useful at the moment to be effective. I coded up a proof of concept which had multiple issues. I can send you a link to my proof of concept so you can get an idea of what I was thinking," and why I think its still has some ways to go before we should try to implement this in  . What\'s your email?""'",,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,11,2014-08-21 12:04:27,187.98,,1,,"b'b"" Oh don\'t worry"," found your email from your profile. I sent you an email with the proof of concept I written a while ago.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,12,2014-08-21 12:04:27,198.05,,1,,"b'b"" Can you please? It would be very useful.Can\'t you post it here? Github accepts [zip files]url  I would like to keep the discussion online"," because anyone have access to it and could help in finding an optimal solution for the problem.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,13,2014-08-21 12:04:27,218.48,,1,,"b'b"" I\'ll certainly consider", maybe after I get some comments from you (mightneed to clean it up). Btw did you get my email? On Mon, Apr 25, 2016 at 1:52 AM," Fagner Brack notifications@wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,14,2014-08-21 12:04:27,1195.45,,,1,"b""b' Just to note", on implementing speech synth of such lecture speech transcription. I found a pretty nifty javascript Text To Speech lib totally in js, located in this link url  . Since its totally client side, it deals with the unreliability of the current experimental web speech api (which is unsupported in firefox totally). Quality is not as good as google speech," but it is reliable on both chrome and firefox. (e.g. this js rap url  )'""",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,15,2014-08-21 12:04:27,21.92,,,1,"b'b\' @mofosyne You say ""speech script""", I understood initially that this request was related on reading out loud the content of the steps, but it seems to be related to a transcript to read while the steps are executing. I guess I got it now. So, if you want to create a transcript to be read with the actual slides you don\\\'t need anything implemented in ," you can just use the and events to check when the step was changed so that the transcript can read something while it is being shown.You can do that right now without worrying of messing up with any step if the ""plugin"" is missing. Just listen to the events mentioned above and include everything in a separate script in the page", this way you can remove the feature just by removing the script tag. It doesn\\\'t need to be only through a script tag, but any other method of module injection you can do in the web (ES6 modules, AMD, etc.). Basically the request for this feature is totally fine, it would definitely be a nice to have feature when using . But there is a problem. As you are probably aware,  have a lot of requests for features and the development resource is low. I find very good the excitement for new features on  and your help in contributing to it, thanks for that. However, in order to continue I need at least the following questions answered:1. Given the suggestions I gave above and considering the current state of ," is there anything blocking this from being achieved in the developer side?2. Are you suggesting this feature based in a real use case you have or this is just based in a ""nice to have""? Be aware that the purpose of  is not just to be a presentation tool for talks", but a way to use an infinite canvas to provide a step-based mechanism for the web, so that it can also be used for presentation talks as one of the main use cases. We wouldn\\\'t want to add features in the core that try to tackle only one of the many use cases, although we are willing to support other devs doing innovative things on top of . Looking forward on your response. Thanks.\'',,,,,,,,,,,,,
impressjs,420,open,16,2014-08-21 12:04:27,1320.07,,1,,"b'b"" Hi @mofosyne  now includes . With this there comes a convention to use to write text within each slide that is picked up and shown in the speaker console. (Note that it\'s still the responsibility of the presentation author to use CSS to actually hide these notes from the presentation.)  A text to speech plugin could use this same convention at least that could be the default behavior. It should listen on the event", and then lookup if there\'s a div with notes," and then send that text to the text-to-speech engine.  See [Plugin README]url  for more information on creating plugins.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,420,open,-,-,-,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,opened,2015-01-30 19:48:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,title,2015-01-30 19:48:26,00:00,,1,,"b""b' Remove excess whitespace'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,body,2015-01-30 19:48:26,00:00,,,1,"b'b"" Hey guys! I know this is completely superfluous"," but I\'d thought I\'d throw it over anyway. I have whitespace turn red in VIM so this was more of a thing for me. Hopefully you find this helpful in some (extremely) small way!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,1,2015-01-30 19:48:26,953.58,,1,,"b'b"" The project\'s author probably used Eclipse to create those files"," Eclipse adds by default white space on new lines while other editors don\'t.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,2,2015-01-30 19:48:26,875.4,,,1,"b""b' Hi @PunkChameleon ", in an effort to clear up older  we are pinging back to know if you are still tracking this request. To give a little bit of context, recently [a decision was made in the project]url  to make the development more active and the first task is to clear up older PRs like this one to see if [the OP]url  is still interested in keep it going. By the way," this seems duplicate of #396.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,3,2015-01-30 19:48:26,154.68,,1,,"b""b' Closing due to the lack of feedback from [the OP]url  If you want to work in the PR again"," feel free to comment here to open up the discussion again.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,closed,2016-03-05 04:52:06,543.67,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,4,2015-01-30 19:48:26,899.65,,1,,"b'b"" @FagnerMartinsBrack -This PR is just for clean-up. There seems to be a lot of extra whitespace through the project", however this is super minimal in priority," but thought it\'d still seem valid. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,reopened,2016-03-05 20:52:22,960.27,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,5,2015-01-30 19:48:26,62.1,,,1,"b""b' @PunkChameleon Thanks for the response. Can you please update the commit so that you current account appears as the author?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,6,2015-01-30 19:48:26,1.43,,1,,"b""b' We will decide if this should be landed this once #529 is dealt with.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,7,2015-01-30 19:48:26,490.82,,1,,"b""b' @PunkChameleon Given the results of #529 it seems we are ready to land this. As asked earlier"," can you please update the commit so that your current Github account appears as the author of the commit?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,8,2015-01-30 19:48:26,1312.97,1,,,"b""b' Absolutely"," will update tomorrow. Sorry for delay!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,9,2015-01-30 19:48:26,533.57,,1,,"b""b' @PunkChameleon Commit author not updated since then =('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,10,2015-01-30 19:48:26,251.67,,,1,"b""b' Obsolete after major refactoring. (Note that JavaScript coding style is now enforced with jscs. For other file types"," fixing trailing whitespace is still welcome.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,closed,2017-12-04 16:04:18,1151.93,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,453,closed,-,-,-,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,opened,2015-02-25 03:31:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,title,2015-02-25 03:31:55,00:00,,1,,"b""b' compatable with old-browser'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,body,2015-02-25 03:31:55,00:00,,1,,"b'b"" Some old browser", in my case android JB stock browser, is passed compatible check.But  gives empty string if there is no matching value, and it makes toNumber function\'s fallback not work so all default styles values are set 0.With this fix," it works well if I remove mobile checking. ""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,1,2015-02-25 03:31:55,266.25,,,1,"b""b' Thanks for reporting. But I think that with your fix will not work"," because it will treat as  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,2,2015-02-25 03:31:55,211.67,,,1,"b'b"" I thought  \'s argument should be string type? works fine.If it\'s not"," maybe need to test with [this]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,closed,2015-02-25 11:29:50,477.92,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,reopened,2015-02-25 11:29:55,0.08,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,3,2015-02-25 03:31:55,13.38,,,1,"b""b' If accessed directly from data attribute it would be a string"," but at least before your change it was also working fine for numbers. But maybe using as suggested by article you mentioned would help.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,4,2015-02-25 03:31:55,636.22,,,1,"b'b"" Yeah"," but will not work. I think it needs to use more precise function. I\'m gonna make another PR!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,closed,2015-02-25 22:19:26,649.52,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,459,closed,-,-,-,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,opened,2016-03-19 08:01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,title,2016-03-19 08:01:40,00:00,,1,,"b""b' added option to hide cursor in fullscreen mode'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,body,2016-03-19 08:01:40,00:00,,1,,"b""b' making a new pull request as a replacement for #388 based on master instead of dev.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,1,2016-03-19 08:01:40,105.55,,1,,"b'b"" FYI", based on this idea, I\'ve implemented a more generic plugin in my repo. It supports hiding mouse cursor, but also hiding other things. The [README]url  has the details, let me know what you think. Compared to this PR:The feature is still optional. It now depends on user writing CSS for the selector. It does not, however, add any attribute.I omitted the check for whether presentation is in full-screen mode, since IMO hiding the mouse cursor is ok to do also in a normal window. However, following the same style, it would be easy to add a separate plugin," that would set a class when the window is in fullscreen mode.""'",,,,,,,,,,,,,,,,,,,
impressjs,536,closed,2,2016-03-19 08:01:40,1284.18,,,1,"b""b' @henrikingo your mouse-timeout-hide-stuff plugin seems to be superior and we should dump my PR in favour of yours.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,closed,2016-08-08 07:11:24,1389.73,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,3,2016-03-19 08:01:40,28.28,1,,,"b""b' @sclausen We are still tracking this in the main impress repo. We expect to at least provide a proper API to make it work without having to force the developer to rely on the plugin hacks that  exposes right now"," but first we need a more efficient test coverage. Sorry that this is taking some time and we encourage to use the mentioned fork in the meantime if it fixes your use case \\xf0\\x9f\\x91\\x8d '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,reopened,2016-08-08 07:39:41,28.28,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,4,2016-03-19 08:01:40,503.2,,1,,"b""b' mouse-timeout plugin was merged to master'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,closed,2017-12-04 16:02:53,503.2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,536,closed,-,-,-,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,opened,2016-04-06 07:47:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,title,2016-04-06 07:47:09,00:00,,1,,"b""b' Broken on firefox 45+'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
