REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,67,2012-01-01 21:13:27,574.77,,,1,"b""b' @perrybutler I like the potential of your authoring tool more for stories than slideshows"," seems like it could become cool.. is it possible to add links etc through the UI yet?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,68,2012-01-01 21:13:27,765.32,,,1,b'b\' @dcsan I really wanted to implement hyperlinks and images sooner, but we couldn\\\'t make it happen within our grant budget, so I\\\'ll be working on it in my spare time. In fact, C&C supports any arbitrary HTML for the scenarios (we have a sample story that actually loads a Prezi INTO a C&C ), it\\\'s just that we haven\\\'t provided the tools yet to do it from the front end. It can only be done thru CSV right now, which is a transitional format we\\\'ve decided to use for loading in sample stories before implementing a relational database which might not even be necessary. I\\\'m definitely going to be adding those features though, as this is an app I want to use myself. I truly believe that if we are aiming to get more users on-board, we will need to add the features which are typical to most slideshow building apps in order to make it all around more useful for more types of people. As of right now, you can link slides (scenarios) together without writing any code by adding buttons to scenarios and editing those buttons to point them to other scenarios. You can also edit the title and body text, but again this is just plain text and I\\\'m looking forward to including more components," templates and formatting options in the future. If you load the sample story ""Example 7.1"" it offers a good representation of our initial direction laying out the story in a flow tree with ability to link new scenarios or edit existing ones on the fly", or switch to reading mode on the fly. There is no compile time, the edit and reading modes are unified, what you  is what everyone gets. :) Another bonus is that Choices & Chances works offline, saving  regularly when a connection is available, similar to Google Docs. I engineered most of these things before I had a chance to learn , and before Prezi announced their HTML5 version (I saw them hiring for an HTML5 guy so I knew it was coming). The freedom of not using a library was rewarding. The challenge comes with having to do nearly everything in Javascript, since we try to maintain roughly 90% functionality while offline and can\\\'t rely on the server for most things. I\\\'ve taken inspiration from software of which I enjoyed the , such as the File, View, Edit menus similar to , the ability to re-arrange these menus (they used to be panels that you can keep open like in Photoshop, but we\\\'ve simplified it for the time being), a Properties panel for the selected object with ability to edit many of its properties similar to Photoshop or 3D Max, multiple display options for accessibility or preference similar to Windows, flat-UI similar to modern trends, OAuth2 for login," a general full-screen ""video game"" or ""couch"" or ""conference room"" approach", etc... Thanks for your interest, it\\\'s not often that I get to share this kind of detailed information since the stuff I do is fairly obscure.\''
impressjs,5,open,69,2012-01-01 21:13:27,247.28,,,1,"b'b"" hi @perrybutler thanks for the detailed reply. i\'m sure you\'ve seen url  and the visual editori really like how the non-linear editor figures out the links from wiki-like (GFM) content", and visualizes the story flow from just this:![image]url  they map this![image]url  if you implemented server in meteor you\'d get JSON datastore pretty trivially which is probably a better format than your CSV. as well as instant synced updates for anyone else watching," FB login etc. we had a discussion about creating impress type animations with Famous [on the meteor-talk list]url  which is another approach. is there a repo for your app anywhere? i\'m interested to discuss more but its maybe a bit OT here? my email is in my profile. I\'m actually working on something similar.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,70,2012-01-01 21:13:27,779.75,1,,,b'b\' @dcsan I\\\'ve actually never seen Twinery. Makes me wonder if it was around during the time I had been researching Prezi-like web apps. It looks pretty much like what we\\\'re doing with C&C. The best I could find at the time was MindMeister, Prezi, Sozi, and the various  authoring tools in the discussions here on Github. JSpres is gone, I liked that one. While Strut delivers a UX reminiscent of PowerPoint, it just doesn\\\'t innovate. Anyway, the C&C repo is privately hosted at BitBucket, but we may move it over to Github for open contribution. Discussion is valuable to the project, so I went ahead and created the Github repo [here]url  as a starting point. Discuss all you want! In your first screenshot showing how Twinery maps text, that\\\'s essentially what our CSV achieves. The CSV format is what allowed our non-technical team member(s) to produce stories in a text editor before the app was ever functional. They would have had a difficult time writing stories in raw JSON, so a rudimentary story format was one of the first things we designed. Our CSV could use some refinement to bring it more in line with a Wiki-like syntax. We haven\\\'t revisited the syntax yet, but it\\\'s on the list. It was planned to dump the CSV files altogether once we built the authoring tools into the front end. Real-time story collaboration was another thing that was in the plan, but didn\\\'t make the cut. Meteor is cool, I like what they\\\'re going for. I\\\'ve recently taken on a massive overview of Meteor-like frameworks which has yielded a lot of insights and new ideas. I\\\'d like to finish and implement []url  into C&C," and while it does work for the other ""top secret"" project I\\\'m developing around it", it\\\'s still a work in progress so Meteor isn\\\'t totally out of the question.  lets you declare and use components as well as JSON data straight in your HTML template e.g.: ...would output a list of Game titles. I\\\'m still experimenting with it too. You might find it interesting (or scary) to know how much under the hood is first-class, custom functionality. The flowtree algorithm was developed from scratch, it\\\'s not a Rhinegold-Tilford or something you would find in D3.js. Still a few kinks to iron out with it though. No jquery-ui for the drag-drop since I wanted the  modes unified with 3D editing capability and realistic positioning of the scenarios. We\\\'re using [this]url  OAuth2 component for social login, also developed by yours truly, so we have Login with . Hope to hear from you at the Github repo.\'',,,,,,,,,,
impressjs,5,open,71,2012-01-01 21:13:27,1065.8,,,1,"b'b"" We tried to take a different spin on Impress and created the [Impressify]url  editor as a component to an e-learning platform. We used Impressionist (beta) by @harish-io as a starting point. We threw in features like timer constraints for each slide"," pop quizzes and MS Powerpoint upload as images after some back-end processing. Our clients love it! Thanks for the amazing library @bartaz :) Here\'s a screenshot ![screenshot]url Would love to hear comments and suggestions :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,72,2012-01-01 21:13:27,1098.13,,,1,"b""b' Here is a suggestion about how to accept new contributers. First ask volunteers to review existing pull requests and comment them. Then", review some of the reviews... Finally," you can integrate a few first contributers (who submitted good quality PR or good review). Thanks for opening the governance of this project!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,73,2012-01-01 21:13:27,373.6,,,1,"b""b' Have you noticed about this??url It seems quite interesting!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,74,2012-01-01 21:13:27,524.62,,,1,"b'b"" Dude I would love so much an editor like medium"," using the presentation itself as the editor tool with or something like that. I am up to try something MIT licensed in the future if there\'s enough folks to backup (and if  get on its tracks as a robust OSS API xD).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,75,2012-01-01 21:13:27,892.08,,1,,"b""b' Hi all", I see the [wiki page]url  listing some authoring tools. I would like to add [MaTiSSe]url  to the list," it being a mature authoring tool tailored for scientific contents (replacing LaTeX beamer introducing all the fancy of  within the simplicity of markdown). Is it posdible to add it to the list?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,76,2012-01-01 21:13:27,855.05,1,,,"b""b' X-Ref #362. There [the OP]url  says it is hard having to manually edit the step attributes"," so it was proposed a tool that does that automatically. This is totally something that an authoring tool should provide.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,5,open,77,2012-01-01 21:13:27,1369.25,,,1,"b'b"" Hi all  Just a few notes on recent progress on this very old thread.  In a separate repo from ", I have also created a new editor [Impressionist]url  It\'s still a work in progress, but you can at least create slides, position them in 3D and save the presentation (barely). I intend to move this into the impress project once I finish cleaning up the state of  itself.  Many editors presented here seem to be web applications that run on a server and you need to use them over the internet. Impressionist otoh is based on Electron, so you install and run it as a desktop app, and it saves files on your desktop as well. There\'s a video demo in the README if you want to see more.  (To clarify: There\'s no relation to the other Impressionist editor that is mentioned in this thread. It seems to no longer be actively developed, and URL stopped working?)  Btw, as a reminder in case someone didn\'t realize it yet, [the wiki has a list of  editors]url  I also wanted to mention some other new features in  itself, that make authoring presentations easier:  * You can now [use relative positioning on steps]url  (Similar to e.g. Hovercraft, but now directly in HTML.) * You can [use Markdown to write the slide contents]url  (again, directly in the html file itself.  is used to transform it to HTML). * For scientific use, you might be interested in the [ integration]url  that allows to use Latex," Asciimath and MathML in  presentations.  ""'",,,,,,,,,,,,,,,,
impressjs,5,open,-,-,-,4,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,opened,2012-01-03 13:57:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,title,2012-01-03 13:57:44,00:00,,1,,"b""b' Documentation is missing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,body,2012-01-03 13:57:44,00:00,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,1,2012-01-03 13:57:44,3.42,,,1,"b'b"" :) Yes", I\'m really aware of that. I\'ll do my best to put something into README file as soon as possible. It\'s all caused by the fact that the project is really young (less than a week) and the interest is far more than I could ever expect ;) Anyway," just give me some time and it\'ll be there. Thanks :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,2,2012-01-03 13:57:44,93.57,,1,,"b""b' No problem! Thanks for the hard work'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,closed,2012-01-03 15:34:43,96.98,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,3,2012-01-03 13:57:44,1118.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,4,2012-01-03 13:57:44,642.82,,,1,"b""b' +1 Would love to see a tutorial"," how-to document or samples.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,reopened,2012-01-04 22:49:39,434.93,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,5,2012-01-03 13:57:44,113.52,,1,,"b'b"" It shouldn\'t be closed until it\'s done ;) Anyway", somebody already have done a tutorial," so you may find it useful ;)url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,6,2012-01-03 13:57:44,675.48,,,1,"b""b' Yeah", I need a documentation too, I want to use this awsome tool for a school project. I have an exposed in a month :) I will take a look on the tutorial, but," let me thanks you for this amazing tool :D'""",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,7,2012-01-03 13:57:44,297.23,,,1,"b""b' @bartaz thanks for the link'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,8,2012-01-03 13:57:44,1172.42,,1,,"b""b' +1 Also keep the documentation simple.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,9,2012-01-03 13:57:44,1029.08,,,1,"b""b' +1", but keep it simple," short and sweet.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,10,2012-01-03 13:57:44,1180.02,,,1,"b'b\' Following ""use the source"" idea", I\\\'ve added some informative comments to source file [url  I think it is sweet. Hopefully simple. But not short at all. At this point I think it\\\'s enough. I\\\'ll of course keep it up to date and extend it when new features will show up. If you have any comments on what is (or what is not) there, keep me posted.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,closed,2012-01-24 23:23:57,34.3,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,22,closed,-,-,-,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,opened,2012-02-14 14:21:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,title,2012-02-14 14:21:39,00:00,,,1,"b'b"" Hi! We\'ve used  for our site too!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,body,2012-02-14 14:21:39,00:00,,,1,"b""b' Check out our site at  We love . It makes 3d presentations amazingly easy. Thank you great work!!!! Richard'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,1,2012-02-14 14:21:39,3.4,,1,,"b'b"" By the way"," did you know that Bitcasa use  for their introduction welcoming new users? I can\'t actually find the link now. You have to sign up to Bitcasa at  and then you get the link once you\'ve finished installing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,closed,2012-02-20 20:02:02,340.38,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,reopened,2012-02-20 20:02:07,0.08,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,closed,2012-03-03 19:23:58,1401.85,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,2,2012-02-14 14:21:39,299.07,,,1,"b""b' Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,3,2012-02-14 14:21:39,307.1,,1,,"b'b"" Great thanks back! We\'re doing something fun with  at the moment... Our coding is embarrassingly bad (at the moment!)", but we\'re having good fun making something that looks great. I\'m new to Github... if we make something you might be interested in, shall I message you on here, or do you have an email address I can use? Or Twitter...? I won\'t bug you too much, I promise I\'m sure  is keeping you busy!  is absolutely great. Efficient, lightweight, and very very usable. I\'m sure you\'re proud of your great work, and it looks like lots of people are getting interested. Cheers," Richard""'",,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,4,2012-02-14 14:21:39,324.85,,1,,"b'b"" The easiest way to share some features would be to fork", create a branch with this feature and send pull request (it may sound hard if you are new to GitHub but try to find some help about pull requests and you\'ll be good to go). Basically you can just treat this  issues as a -related message board to me. People send me messages, questions, etc here all the time. And don\'t worry,  is not \'keeping me busy\'. I\'m just trying to maintain it and extend only as much as I want. So don\'t expect any bug surprises here ;) Anyway, if you are trying to do a lot with  and you extend it in some ways, you should have a look at  (jQuery port of ) url  as these guys probably implemented every feature imaginable ;) It seems really rich," flexible and extendible. ""'",,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,5,2012-02-14 14:21:39,344.17,,,1,"b'b"" Thanks I had a quick look at jmpress... but I rather like the way  doesn\'t require jQuery. I\'m probably being fussy", but what we\'re doing with  will use a lot of graphic processing... so I figure it can only be an advantage that  is so small and efficient. By the way, we\'re very interested in iPad and mobile device support. I\'ll keep up with the various Pull Requests and Issues via Github but if you have any clues about future intentions for  I\'d love to hear (e.g. when you\'re planning on new releases, and any new features). Once we\'ve got a bit more up to speed with Github, and tidied up our stuff," we\'ll see if there\'s anything we can do to help you. We\'d love to help if we can :-) Richard""'",,,,,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,6,2012-02-14 14:21:39,373.18,1,,,b'b\' If you haven\\\'t noticed iPad (and Blackberry Playbook) are already supported. It\\\'s a little bit \\\'hardcoded\\\' for iPad (meta viewport definition is set by  script)," but it works.When it comes to ""mobile devices"" it depends on what you mean. iPhone it should handle it", but the screen is small so the scale would need to be different and there is no \\\'auto-scale\\\' in  (yet). I had enough problems to get it working on iPad. Android it\\\'s rubbish. It says it supports CSS 3D transforms (in Honeycomb) but when I tried to run  demo it was total mess. It got a little bit better on Android 4, but still not there (some positioning problems, maybe it could be worked out). But it worked pretty nice on Chrome for Android ;) If you have more experience it mobile development and can work out issues  has there I\\\'ll be glad to hear about it. And when it comes to future ... I don\\\'t want  to be the only thing I do in my free time for the rest of my life ;)I\\\'m hoping to build an API and  into  basically to help others building stuff on top of it without me ;) It\\\'s really a personal experiment, it was never meant to be world wide project with lots of users and stuff. I don\\\'t have a release plan or anything. So, unfortunately, don\\\'t expect too much. I\\\'m not even looking at  related emails more than once a week ;) Right now you are just lucky, as I\\\'m cleaning the issues list as we speak ;)\'',,,,,,,,,,,,,,,,,,,,,
impressjs,93,closed,7,2012-02-14 14:21:39,384.55,,,1,"b'b"" Yeah", thanks for the emails... On a Saturday night and everything ;-) Well, we\'re not mobile developers, but it\'s important to us, and we\'ve got all the devices you\'d want it to work on: iPad, iPhones, Android devices. And, yes, you\'re right, Android is still pants. We\'ll see if we can come up with an elegant solution for mobile. Looks like it\'ll be all about auto-scaling which I think  needs, really. I know @fmate14 had a go at that and that was useful, I thought. Will let you know how we get on. Great that you\'re being very strict about what you do and don\'t incorporate into ," by the way. Keep it pure and perfect!""'",,,,,,,,,,,,,,,,,
impressjs,93,closed,-,-,-,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,opened,2012-03-03 18:27:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,title,2012-03-03 18:27:26,00:00,,,1,"b""b' Impress in a container'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,body,2012-03-03 18:27:26,00:00,,,1,"b""b' Can impressed be used inside of container", similar to a slider for products. Instead of filling up the whole page? I tried all combinations inside the ,  i.e. .canvas { width: 900px," height:200px }; nothing seems to change. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,1,2012-03-03 18:27:26,42.07,,,1,"b'b"" OK", on twitter I didn\'t understand that you are talking about a container. I haven\'t tested such use case yet, but in theory it should be possible. You shouldn\'t touch any styles for or elements they are styled by  itself (and their size is actually 0).But you can put div into some other container element and style it. For example: Impress element will sit inside the wrapper and all the transitions will happen there. Make sure to use (to make  positioning work correctly) and (so everything outside the wrapper is not visible). This seems to work. But it\'s important to remember that  as mainly a presentation tool was meant to be run in whole browser window," so currently in script it sets and on body element when it is initialized (by calling function). So the scrollbar in the browser will disappear. If you are willing to use it as a banner on a website you will need to use additional script to revert these changes (take of height and overflow from body) or edit the  script to remove this piece of code.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,2,2012-03-03 18:27:26,13.75,,1,,"b""b' The simplest way to achieve the effect of  in a container is to put it in a iframe. There are several other things you have to do if you really want it in a native container...keybindingsscroll fixcsshidden overflowmaybe multinstanceable'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,3,2012-03-03 18:27:26,7.33,,,1,"b'b"" And you have probably all of this fixed in jmpress"," aren\'t you @sokra ? :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,4,2012-03-03 18:27:26,2.32,,1,,"b""b' yes but it is not worth fixing it. A iframe works as well... url url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,5,2012-03-03 18:27:26,7.3,,,1,"b'b"" @sokra wow", it seems you know  better than I do ;) It\'s so demotivating ... it\'s like you\'ve already done everything ;) But back to the issue. Yes," using will be the easiest solution. Or to use jmpress :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,6,2012-03-03 18:27:26,8.28,,1,,"b""b' I was spending weeks stealing your issues", because i had nothing to do beside preparing a presentation... It was a good javascript practice ;) ... do some  project now," so it was worth it... We have to give you big credit.  is such a great idea from you. Thank you very much. :) It is only a issue of time...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,7,2012-03-03 18:27:26,7.82,1,,,"b'b"" It\'s a little bit off topic discussion (sorry @stunjiturner) :) It\'s not only a issue of time. It\'s also different way of thinking. Cause even if I had time I wouldn\'t build such flexible", extendible and feature-rich solution like jmpress. Cause I like simple things ;) So I\'m kinda jealous a bit," but also very proud that my quite simple idea could grow up in other mind into jmpress. And keep stealing this issues ;) As you can see I drop most of the feature requests :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,8,2012-03-03 18:27:26,14.88,,,1,"b""b' just wrap the impress div  in a iframe an /iframe tag? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,9,2012-03-03 18:27:26,4.0,,1,,"b""b' You can wrap it in a tag", but (as mentioned in the comment and below) there are some issues that may show up (depending on your case).  will still take input from the keyboard, it will scroll the page up on every change of the step," etc. The easiest way to do it would be to use an sized to 900/300 and load it with a separate html file with  presentation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,10,2012-03-03 18:27:26,1.95,,,1,"b""b' got it!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,11,2012-03-03 18:27:26,135.12,,,1,"b'b"" @stunjiturner great... using an iframe shouldn\'t be too complicated :-) @bartaz it\'s great to have two versions. One lightweight for 90% of the usecases and one for the other 10% with additional features.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,closed,2012-03-04 02:23:56,476.5,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,reopened,2012-03-09 02:43:50,19.9,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,12,2012-03-03 18:27:26,252.32,,1,,"b""b' i am having difficulties using  within the iframe"," on the iPad. Whereas jimpress the source code does not even seem to use an iframe but the animations stay in the containers?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,13,2012-03-03 18:27:26,4.82,,1,,"b""b' ie.  the animation works well on computers. but goes haywire in dimensions on the ipad'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,14,2012-03-03 18:27:26,424.75,1,,,"b'b"" Sorry for not answering that long. I don\'t know if you still have that issue but at the moment I don\'t have time to support using  in iframes especially on iPads. It was not that easy to get it running on iPad without the iframe"," so I\'m not surprised that it has problems in iframe. That\'s why I treat  as a fullscreen presentation framework not an animation tool for websites.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,closed,2012-05-06 09:54:08,430.3,2,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,15,2012-03-03 18:27:26,180.17,,1,,"b""b' Thx. I use it like that also now", the I frames worked well though. sightuary / firstsightmedia  On May 6,2012, at 5:54," Bartek Szopka reply@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,16,2012-03-03 18:27:26,552.95,,,1,b'b\' I honestly would stray from using an iFrame in any case deemed unnecessary," and this is one of them which is simple.  I have a simple solution that will keep this working for you outside of an iFrame and allow you to dev for mobile and more Simply create a div block that the impress div will live in.div id=""object""  div id=""impress""  // Your presentation objects here  /div/div Lets say you want to your ""impress"" window at the top left and have two divs at the bottom and right that have other content in them Simply create two divs"," one at the bottom and one at the right using absolute position and right: 0 and bottom: 0use width and height percentages to create a box effect. Now go in to your impress javascript file and hit up line 380:top: ""50%""","left: ""50%""", adjust these numbers to place where impress centers the step slidesI chose 35% and 40% to meet what I need and that placed it more towards the top left If you need the ability to scroll on the page simply wrap all of this in a div thats locked to the top and adjust it so that  the background size uses webkit: cover; In hopes that I haven\\\'t wasted your time, I hope this helps. P.S. what i just did was simple, and can still be accomplished if your trying to provide an element view the size of lets say a youtube video, and you are sticking that in a wordpress template, then an iframe may be needed but is not required. Though a bit more time intensive you can still make this method work with what your intent is. Impress can be edited enough not to lock to the cover edges giving you this freedom, but that is not something I am going in to here. ![Screen Shot 2013-01-30 at 11 06 06 AM]url \'',,,,,,,,,,,,,,,,,,,,
impressjs,111,closed,-,-,-,2,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,opened,2012-03-30 09:39:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,title,2012-03-30 09:39:23,00:00,,,1,"b""b' impress:stepenter not triggered when only scale is changed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,body,2012-03-30 09:39:23,00:00,,,1,b'b\' impress:stepenter doesn\\\'t seem to be triggered when you go forward from the last slide," and the presentation then ""loops"" and starts over. No big deal", of course.#### Clarification Issue happens when only scale is changed between two steps. It\\\'s not related to \\\'looping\\\' as originally described.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,1,2012-03-30 09:39:23,64.87,,1,,"b'b"" Nope"," wrong. It\'s a transition between two particular steps that trigger this behavior. I\'m closing and investigating.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,closed,2012-03-30 10:44:15,64.87,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,2,2012-03-30 09:39:23,1.52,,1,,"b'b"" I cannot reproduce this issue on the demo: url  Events are correctly triggered then last (overview) step is entered and then when moved to first (bored) step.It can be checked quite easy the \'present\' class is added to the step with \'impress:stepenter\' event. So if the step has the class it means that the event was triggered. Can you provide an example where you\'ve noticed this problem?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,3,2012-03-30 09:39:23,3.87,,1,,"b'b"" In fact"," it seems it doesn\'t always trigger if step-x and step-y is the same...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,4,2012-03-30 09:39:23,438.4,1,,,"b'b"" That\'s strange. I have steps with same y (first three \'slides\') in the demo and I\'m pretty sure events are triggered correctly. Can you provide a on-line demo where the issue happens?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,5,2012-03-30 09:39:23,164.2,,1,,"b""b' Yes", but same x _and_ same y? It seems quite consistent to me," I can see if I can make it happen in a smaller presentation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,6,2012-03-30 09:39:23,32.97,,,1,"b'b"" That\'s an interesting case. So you are not changing anything between the steps? Or only scale or something?If any of X", Y, Z changes the event is triggered. But it seems that you are right when none of them is changed," stepenter is not triggered correctly. I\'ll try to check why does that happen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,reopened,2012-03-31 21:30:06,645.85,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,7,2012-03-30 09:39:23,12.15,,1,,"b""b' Only scale", yes. (Although I could see the case for not changing that either, to make just some text pop up," for example).'""",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,8,2012-03-30 09:39:23,8.18,,,1,"b'b"" Yes", that\'s true. Thanks for spotting this.I was able to reproduce it and kind of know where it fails, but I don\'t have a solution yet. It gets to the top of my TODO list for ," so I hope to find a solution and fix it some time next week.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,9,2012-03-30 09:39:23,1430.57,,1,,"b""b' This issue should be fixed now in version 0.5.3 Please verify if it works for you now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,closed,2012-04-07 06:28:37,538.52,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,10,2012-03-30 09:39:23,532.55,,,1,"b""b' Yes", that solved it," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,130,closed,-,-,-,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,opened,2012-09-12 21:38:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,title,2012-09-12 21:38:35,00:00,,1,,"b""b' Video on iPad'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,body,2012-09-12 21:38:35,00:00,,,1,b'b\' Has anybody been able to get video to work on iPad? I have encoded video as mp4  and everything works fine on my PC in Chrome," but it will not play on iPad. The video appears as a black box and has the ""Play"" button in the middle... but nothing happens. Any ideas?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,1,2012-09-12 21:38:35,5.13,,,1,"b'b"" Here\'s my code. Any help would be appreciated:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,closed,2012-09-14 22:21:03,42.47,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,reopened,2012-09-14 22:21:05,0.03,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,closed,2012-09-14 22:21:06,0.02,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,196,closed,2,2012-09-12 21:38:35,912.22,,1,,"b'b"" First of all I\'d check if this particular video works for you on iPad without . I don\'t know how  can relate to video playing"," but as video is treated quite special on iOS it can colide with CSS3D transforms (I guess). I can\'t really tell cause I don\'t even have an iPad to test.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
