REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,closed,2013-03-29 03:05:15,324.05,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,3,2012-09-24 21:41:12,445.33,,,1,"b'b"" Might or might not be the same as an receipt icon. I couldn\'t [find]url  the famfamfam receipt icon"," mentioned in that other issue. I imagine a receipt icon as a torn-off stub. Something like: ![]url  An invoice icon might be something along these lines:![]url ![]url ![]url ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,4,2012-09-24 21:41:12,196.72,,,1,"b""b' Re-opening. Thanks for the follow-up and clarification.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,reopened,2013-03-29 13:46:51,641.6,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,5,2012-09-24 21:41:12,529.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,6,2012-09-24 21:41:12,1151.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,7,2012-09-24 21:41:12,342.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,8,2012-09-24 21:41:12,512.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,9,2012-09-24 21:41:12,981.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,10,2012-09-24 21:41:12,796.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,11,2012-09-24 21:41:12,220.63,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,12,2012-09-24 21:41:12,181.35,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,13,2012-09-24 21:41:12,45.87,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,14,2012-09-24 21:41:12,1088.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,15,2012-09-24 21:41:12,427.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,16,2012-09-24 21:41:12,403.27,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,17,2012-09-24 21:41:12,538.38,,1,,"b""b' +100'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,18,2012-09-24 21:41:12,40.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,19,2012-09-24 21:41:12,1197.2,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,20,2012-09-24 21:41:12,505.27,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,21,2012-09-24 21:41:12,335.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,22,2012-09-24 21:41:12,433.77,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,23,2012-09-24 21:41:12,5.33,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,24,2012-09-24 21:41:12,460.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,25,2012-09-24 21:41:12,1020.82,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,26,2012-09-24 21:41:12,42.97,,1,,"b""b' +1  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,27,2012-09-24 21:41:12,13.33,,1,,"b""b' my invoices look like url  :)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,28,2012-09-24 21:41:12,370.43,,1,,"b""b' +1; Really like the bottom icon that G-Driver submitted'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,29,2012-09-24 21:41:12,48.05,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,30,2012-09-24 21:41:12,703.5,,1,,"b""b' the torn off looks like a toilet paper .. please.. propose a better one... +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,31,2012-09-24 21:41:12,406.98,,1,,"b'b"" Taxes are strictly related to invoices"," and we all know that they\'re a piece of cra*. These icons just represent the reality""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,32,2012-09-24 21:41:12,1086.65,,1,,"b""b' Any chances for those icons?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,33,2012-09-24 21:41:12,186.12,,1,,"b""b' @MODUS-IT just give it a +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,34,2012-09-24 21:41:12,155.72,,1,,"b""b' By comment or ....? +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,35,2012-09-24 21:41:12,207.05,1,,,"b""b' +1 Dirty workaround: stack a smaller currency symbol of your choice onto  . Needs quite some tweaking of size and position to look acceptable"," though.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,36,2012-09-24 21:41:12,1078.03,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,37,2012-09-24 21:41:12,94.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,38,2012-09-24 21:41:12,588.65,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,39,2012-09-24 21:41:12,1017.87,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,40,2012-09-24 21:41:12,364.2,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,41,2012-09-24 21:41:12,668.4,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,42,2012-09-24 21:41:12,753.58,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,43,2012-09-24 21:41:12,1029.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,44,2012-09-24 21:41:12,1298.2,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,45,2012-09-24 21:41:12,844.93,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,46,2012-09-24 21:41:12,947.03,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,47,2012-09-24 21:41:12,1.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,48,2012-09-24 21:41:12,521.53,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,49,2012-09-24 21:41:12,548.32,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,50,2012-09-24 21:41:12,1369.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,51,2012-09-24 21:41:12,225.75,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,52,2012-09-24 21:41:12,213.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,53,2012-09-24 21:41:12,239.53,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,54,2012-09-24 21:41:12,1225.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,55,2012-09-24 21:41:12,1093.92,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,56,2012-09-24 21:41:12,88.45,,1,,"b""b' if needed"," please also vote for complementing icon-requests ofdelivery url quote url '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,57,2012-09-24 21:41:12,927.12,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,58,2012-09-24 21:41:12,664.22,,1,,"b'b"" Is there a reason why this one has\'t been done yet? This request was opened 3 years ago. There have been multiple issues requesting the same or similar things. Meanwhile", FA is getting into the realm of the absurd with some recent additions," and adding brands that people have never heard of.""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,59,2012-09-24 21:41:12,465.68,,1,,"b'b"" @jbnv we need more +1 \'s""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,60,2012-09-24 21:41:12,2.63,,1,,"b'b"" 45 isn\'t enough?""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,61,2012-09-24 21:41:12,44.72,,1,,"b""b' +2?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,62,2012-09-24 21:41:12,786.37,,1,,"b'b"" @jbnv no we need more than 100 +1\'s""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,63,2012-09-24 21:41:12,1406.3,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,64,2012-09-24 21:41:12,1187.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,65,2012-09-24 21:41:12,368.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,66,2012-09-24 21:41:12,398.35,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,67,2012-09-24 21:41:12,370.13,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,68,2012-09-24 21:41:12,1100.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,69,2012-09-24 21:41:12,835.6,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,70,2012-09-24 21:41:12,18.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,71,2012-09-24 21:41:12,1215.62,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,72,2012-09-24 21:41:12,1259.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,73,2012-09-24 21:41:12,885.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,74,2012-09-24 21:41:12,676.87,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,75,2012-09-24 21:41:12,449.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,76,2012-09-24 21:41:12,671.72,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,77,2012-09-24 21:41:12,929.77,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,78,2012-09-24 21:41:12,1100.08,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,79,2012-09-24 21:41:12,285.75,,1,,"b'b"" I hope that the number of +1\'s coming from spam accounts doesn\'t keep this from getting done.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,80,2012-09-24 21:41:12,38.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,81,2012-09-24 21:41:12,989.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,82,2012-09-24 21:41:12,370.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,83,2012-09-24 21:41:12,76.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,84,2012-09-24 21:41:12,313.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,85,2012-09-24 21:41:12,1020.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,86,2012-09-24 21:41:12,195.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,87,2012-09-24 21:41:12,374.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,88,2012-09-24 21:41:12,989.32,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,89,2012-09-24 21:41:12,215.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,90,2012-09-24 21:41:12,32.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,91,2012-09-24 21:41:12,108.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,92,2012-09-24 21:41:12,1045.7,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,93,2012-09-24 21:41:12,1279.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,94,2012-09-24 21:41:12,606.68,,,1,"b""b' +1 Yes please!!!'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,95,2012-09-24 21:41:12,1140.87,,,1,"b""b' +1 !!!!!'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,96,2012-09-24 21:41:12,1159.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,97,2012-09-24 21:41:12,725.03,,1,,"b""b' +1 please'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,98,2012-09-24 21:41:12,347.55,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,99,2012-09-24 21:41:12,149.07,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,100,2012-09-24 21:41:12,560.15,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,101,2012-09-24 21:41:12,905.18,,1,,"b""b' @G-Driver  do you have these invoices icons in AI or SVG? or someone here?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,102,2012-09-24 21:41:12,162.92,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,103,2012-09-24 21:41:12,769.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,104,2012-09-24 21:41:12,431.72,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,105,2012-09-24 21:41:12,825.08,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,106,2012-09-24 21:41:12,1146.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,107,2012-09-24 21:41:12,185.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,108,2012-09-24 21:41:12,640.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,109,2012-09-24 21:41:12,488.38,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,110,2012-09-24 21:41:12,1221.15,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,111,2012-09-24 21:41:12,499.87,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,112,2012-09-24 21:41:12,433.47,,1,,"b""b' \\xf0\\x9f\\x91\\x8d '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,113,2012-09-24 21:41:12,131.28,,1,,"b""b' +1  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,114,2012-09-24 21:41:12,137.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,115,2012-09-24 21:41:12,849.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,116,2012-09-24 21:41:12,756.12,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,117,2012-09-24 21:41:12,778.93,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,118,2012-09-24 21:41:12,238.15,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,119,2012-09-24 21:41:12,679.33,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,120,2012-09-24 21:41:12,1213.1,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,121,2012-09-24 21:41:12,478.75,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,122,2012-09-24 21:41:12,970.82,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,123,2012-09-24 21:41:12,578.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,124,2012-09-24 21:41:12,139.55,,1,,"b'b"" Is there any example of invoice icon which doesn\'t involve the currency symbol?""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,125,2012-09-24 21:41:12,1299.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,126,2012-09-24 21:41:12,753.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,127,2012-09-24 21:41:12,1019.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,128,2012-09-24 21:41:12,526.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,129,2012-09-24 21:41:12,1270.77,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,130,2012-09-24 21:41:12,708.25,1,,,"b'b"" Guys", it\'s painful to watch it, bunch of people asking for a single icon for year. It\'s 30 min of work after all.  Let\'s say they\'re licensed under [Good Boy License]url  If you\'re enterprise and your lawyers hate broad terms, let\'s double-license it under MIT.  [The invoice icon is here]url I\'m beginning a campaign, giving away the top requests for FA icons for free, open source. You can incorporate them in a number of ways: generating another icon font, svg set, or (my preference) [compiling]url  all FA and third party icons into a single file.  Previous ones were [moderator]url [discord]url  [coins]url  [Google Play]url [thin Close]url  [walking man]url  [t-shirt]url  [Xbox]url  [Nintendo Wii U]url  [Nintendo]url  [PlayStation]url  [Facebook messenger]url  and [Line]url  icons.  Please let me know if you want me keep going these icon requests, or compile some upgrade file," or how should we do it?  ""'",,,,,,,,,,,,,,
Font-Awesome,477,closed,131,2012-09-24 21:41:12,505.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,132,2012-09-24 21:41:12,906.52,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,133,2012-09-24 21:41:12,1098.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,134,2012-09-24 21:41:12,267.7,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,135,2012-09-24 21:41:12,914.65,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,136,2012-09-24 21:41:12,842.55,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,137,2012-09-24 21:41:12,550.2,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,138,2012-09-24 21:41:12,183.17,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,139,2012-09-24 21:41:12,295.52,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,140,2012-09-24 21:41:12,1211.18,,1,,"b""b' open since 2012"," in the top 25 of the oldest opened issue \\\\o/'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,141,2012-09-24 21:41:12,638.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,142,2012-09-24 21:41:12,1247.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,143,2012-09-24 21:41:12,1130.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,144,2012-09-24 21:41:12,16.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,145,2012-09-24 21:41:12,1142.27,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,146,2012-09-24 21:41:12,1060.27,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,147,2012-09-24 21:41:12,67.62,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,148,2012-09-24 21:41:12,172.13,,1,,"b""b' I could see this being implemented as a  . Just like we have for a file with a speaker on it", this could be a file with a dollar sign on it. Seems like it should work well in different sizes, and it could be versatile," used for all sorts of money documents.'""",,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,149,2012-09-24 21:41:12,4.28,,1,,"b""b' I personally would prefer a more  solution"," e.g. a file with a note or coins as symbol instead of US currency.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,150,2012-09-24 21:41:12,37.32,1,,,b'b\' @stefanholzapfel I agree in principle," but I feel that the current note icon doesn\\\'t work very well in small sizes. Maybe a coin or coins would work. A ""$"" could work as generic"," though I guess that depends on your markets \\xe2\\x80\\x93 if you have invoices in both ""$"" and ""\\xe2\\x82\\xac"" I guess putting a ""$"" on there would be weird.\''",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,151,2012-09-24 21:41:12,737.6,,1,,"b'b\' We\\\'ve just added a ""receipt"" icon: url  Will also be adding an ""invoice"" icon soon.\''",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,152,2012-09-24 21:41:12,157.68,,,1,"b""b' @sensibleworld Glad to see you are doing both receipt and invoice. Invoices and receipts are fundamentally different. Personally"," I funded the invoice request and not a scrolling receipt. '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,153,2012-09-24 21:41:12,1142.48,,1,,"b""b' A few options here: url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,closed,2018-06-21 18:37:17,290.43,3,147,5,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,477,closed,-,-,-,3,147,5,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,opened,2012-10-04 12:52:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,title,2012-10-04 12:52:50,00:00,,1,,"b""b' Reverse version of ok icon'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,body,2012-10-04 12:52:50,00:00,,,1,"b'b"" Please make a reverse version of icon-ok.  I tried to use:direction: rtl; unicode-bidi: bidi-override; but it seems it doesn\'t work on those icons.Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,closed,2012-10-04 12:53:30,0.67,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,reopened,2012-10-04 12:53:36,0.1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,1,2012-10-04 12:52:50,1013.0,,1,,"b'b"" @mdee28 Did you manage to get this working? I\'m trying to reverse the icon"," icon-reply.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,2,2012-10-04 12:52:50,886.02,,1,,"b""b' No"," I did not :/'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,3,2012-10-04 12:52:50,404.5,1,,,"b""b' Dupe of #127.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,closed,2013-03-29 03:16:21,862.75,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,499,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,opened,2012-10-14 11:32:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,title,2012-10-14 11:32:20,00:00,,1,,"b""b' Icon request: form controls'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,body,2012-10-14 11:32:20,00:00,,1,,"b""b' Consider icons for:labeltextboxbuttoncheckboxradiodropdownlist... As in visual studio and other development tools.Useful for html form builders.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,1,2012-10-14 11:32:20,1189.05,,1,,"b""b' +1 form builder icons.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,2,2012-10-14 11:32:20,1200.08,,1,,"b'b"" Provide some specific images to base these off of"," and I\'ll consider re-opening.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,closed,2013-03-29 03:21:28,949.13,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,3,2012-10-14 11:32:20,405.0,,,1,"b'b"" url  From: davegandy [mailto:notifications@] Sent: 29 March 2013 03:22To: -AwesomeCc: jlchereauSubject: Re: [Font-Awesome] Icon request: form controls (#508) Provide some specific images to base these off of"," and I\'ll consider re-opening. \\xe2\\x80\\x94Reply to this email directly or view it on GitHub url  .  url  ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,4,2012-10-14 11:32:20,218.37,,,1,"b""b' Re-opening. Thanks for a bit of clarification.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,reopened,2013-03-29 13:44:50,623.37,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,5,2012-10-14 11:32:20,352.3,,,1,"b'b"" Any action on this request? I\'m looking for the same thing for an online form builder. Thanks""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,6,2012-10-14 11:32:20,751.28,,,1,"b""b' +1 for this icon set. Here a link which maybe helps designing a nice form control icon set url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,508,closed,7,2012-10-14 11:32:20,11.63,,1,,"b""b' See url See url and more generally icons #518 to #532 at url '""",,,,,,,,,,,,,,,,,,,,,,,
