REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,1,2018-02-05 06:46:01,238.72,,1,,"b""b' @robmadole could you please take a look here?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,2,2018-02-05 06:46:01,321.27,,,1,"b'b"" Thanks @cshawaus for submitting this.  Can you please share an example that reproduces the issue you are seeing? I created a quick example using your first code example and I\'m not seeing the issue: url What we\'d recommend is using a site like **[]url  []url  []url  or []url  (which is great if you are dealing with NPM packages).  We\'ll re-open this issue as soon as you can provide this (we close them to keep the issues queue as manageable as possible).""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,closed,2018-02-05 16:06:00,559.98,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,3,2018-02-05 06:46:01,746.05,,1,,"b'b"" OK!  So far with further debugging I have found that is working as designed. Cool! What I also found is that the Babel build I have running is causing a recursive loop of some kind when is enabled.  What happens is the I also set up a project in codesandbox too and it worked which still doesn\'t tell me why my local build doesn\'t work correctly.  All that said", I\'m doubting this is an issue with my local build script as I\'ve tried getting it set up with both Babel 6&7 but to no avail," the same behaviour applies. I\'m at a loss simply because this is the only script misbehaving in the JS source I\'m building.""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,4,2018-02-05 06:46:01,332.32,,1,,"b'b"" Hi @robmadole",  After integrating some logs in a local copy of the ES source I finally tracked the issue down and I believe it is a legitimate one. What I found is when the hook runs, it automatically calls upon the function which attempts to inject the SVG into the DOM. The injection functionality is working but what happens is this.  1. The core library is completely loaded when the page load which means all elements are available for it to find and use 2. I add an icon to the library which runs again 3. I add another icon, but because the first addition runs  ," the DOM element is no longer available for the library to use  I believe this is a basic oversight and that DOM elements without a matching library definition shouldn\'t be manipulated in any way.  Hope that helps explains the issue in more detail.""'",,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,5,2018-02-05 06:46:01,583.55,,1,,"b'b"" Ok"," I gotcha. I\'ve confirmed the underlying issue with a test case. We\'ll get this fix in the queue.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,reopened,2018-02-08 19:47:59,221.98,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,6,2018-02-05 06:46:01,807.03,,1,,"b""b' @robmadole is this still an issue?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,7,2018-02-05 06:46:01,946.03,,1,,"b""b' Pretty sure we\\xe2\\x80\\x99ve got this one fixed. Gonna close.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,closed,2019-03-25 01:00:59,313.0,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12249,closed,-,-,-,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,opened,2018-02-08 05:40:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,title,2018-02-08 05:40:34,00:00,,1,,"b""b' The  redirect should point to the old docs'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,body,2018-02-08 05:40:34,00:00,,1,,"b'b""   seems to have been removed and now redirects to the 5.0 docs:  * =* =* = However", there are (many) links to specific docs for 4.7 icons. While they now redirect to the \'new\' docs, the new docs are actually incorrect for where they are linked from. For example," someone who follows an (old) link to the icon from a projet that uses 4.7 will be told to use the incorrect new class instead of the correct  .  It looks like those docs are still available under a subdirectory. Could the redirects point there instead? e.g.:  * =* =* =>  ""'",,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,1,2018-02-08 05:40:34,175.98,,1,,"b""b' I also think that they should not remove the old docs"," there are a lot of projects still using the old version (including mine).'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,2,2018-02-08 05:40:34,18.62,,,1,"b""b' Hi!  Thanks for being part of the Font Awesome Community.  IMHO  should point to the new documentation  Old docs are still available at url You can find a link to the old docs in: Home page", below the download buttons Page footer  If there is an old project pointing to the old docs," it should be updated accordingly  Hope it helps  Closing here'""",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,closed,2018-02-08 08:55:10,194.6,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,3,2018-02-08 05:40:34,43.05,,,1,"b'b"" Fair enough for the home page", which could be a link to the project as a whole and updating it is valid.  But doing so for the icons page, and especially specific icons, effectively breaks **every** existing link to those pages. Because anyone linking to the icons page or a specific icon of *must* be expecting 4.7, and none of the 5.0 icon classes will work on 4.7.  This is not beneficial for anyone old projects now have broken links, and you now likely have people with no clue what\'s going on getting redirected to a broken icon list. Because, to 4.7 users, the 5.0 icon list is broken. You might be hoping this encourages people to upgrade but the people visiting these links likely have no control over the version they are using and won\'t have a clue why it\'s not working.  We\'ve already updated the links we\'re aware of in our projects. But I\'m concerned about other projects, including at least one large framework, that now have broken links that are not feasible to update yet trivially fixed here by adjusting a redirect.  Sure, leave the home page redirecting to the new one. But, please," at least preserve links to the old content via redirect of the path and subpaths.""'",,,,,,,,,,,
Font-Awesome,12285,closed,4,2018-02-08 05:40:34,52.63,,,1,"b'b"" @BobVul thanks for explaining further.  I\'m going to reopen this and wait for some feedback from the Pro team  ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,reopened,2018-02-08 10:30:52,95.7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,5,2018-02-08 05:40:34,328.8,,,1,"b""b' ![]url  [.io redirect fixes]url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,6,2018-02-08 05:40:34,1223.78,,,1,"b""b' I certainly agree that deeplinks should stay on the old docs so they wont break but moving around the homepage is fine'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,closed,2019-03-06 18:15:02,464.17,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12285,closed,-,-,-,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,opened,2018-02-08 10:43:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,title,2018-02-08 10:43:00,00:00,,1,,"b'b"" onCLick event created other \'i\' tag with svg""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,body,2018-02-08 10:43:00,00:00,,1,,"b'b""   I\'m using FA with React. In develop mode on localhost", icons work properly. But if mode is production," icons interact on click event (every mouse click on icon create new svg tag). I have not any onClick events on icons.  I\'m execting that icons will not interact with mouse events.  I\'m using fontawesome 5 CDN ### Reproducible test case I can\'t to insert URL""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,1,2018-02-08 10:43:00,16.6,,,1,"b""b' Hi!  Thanks for being part of the Font Awesome Community.  Could you please provide more information and a reproducible test case?  Please make sure that your request follows our [bug report request template]url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,2,2018-02-08 10:43:00,314.73,,,1,"b'b"" Yes"," as @tagliala mentioned can you please share an example that reproduces the issue you are seeing?  What we\'d recommend is using a site like **[]url  []url  []url  or []url  (which is great if you are dealing with NPM packages).  We\'ll re-open this issue as soon as you can provide this (we close them to keep the issues queue as manageable as possible).""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,closed,2018-02-13 16:14:20,331.33,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,3,2018-02-08 10:43:00,646.4,1,,,"b""b' url  the click event really do not work :confused:'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,reopened,2018-02-26 16:06:26,1432.1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,4,2018-02-08 10:43:00,790.62,,1,,"b'b"" Here\'s an updated example using our component.  url ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,closed,2018-02-26 16:11:21,4.92,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12292,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,opened,2018-02-12 22:16:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,title,2018-02-12 22:16:27,00:00,,1,,"b""b' Safari Rendering Issues'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,body,2018-02-12 22:16:27,00:00,,1,,"b""b' When adding dynamic content to Safari"," the fa tags are not rendering. They do however work properly in Chrome.  An example to reproduce it.  '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,1,2018-02-12 22:16:27,1067.62,,,1,"b'b"" Can you please share an example that reproduces the issue you are seeing?  What we\'d recommend is using a site like **[]url  []url  []url  or []url  (which is great if you are dealing with NPM packages).  We\'ll re-open this issue as soon as you can provide this (we close them to keep the issues queue as manageable as possible).""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,closed,2018-02-13 16:04:04,1067.62,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,2,2018-02-12 22:16:27,9.47,,1,,"b""b' Here is a  that reproduces it:  url Running in Chrome works"," running in Safari does not. '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,3,2018-02-12 22:16:27,1.52,,1,,"b""b' What version of Safari are you using?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,reopened,2018-02-13 16:15:03,10.98,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,4,2018-02-12 22:16:27,2.62,,1,,"b""b' Safari Version 9.1.2 (11601.7.7) OSX El Cap 10.11.6 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,5,2018-02-12 22:16:27,123.8,,1,,"b'b"" Great"," confirmed @swdawson. We\'ll get this on the board. Sorry for the inconvenience.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,6,2018-02-12 22:16:27,1411.15,,,1,"b""b' ![]url  [url  url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,7,2018-02-12 22:16:27,1.38,,1,,"b""b' @robmadole any update on this issue?  I have the same issue on Safari 12.0.1 with icons rendered with Vue and  (style framework). Icons work on Chrome and FF", but not safari.  I did try the trick as well.  Edit:  Currently I am using the free version," but if this is rectified in the Pro versions we would make the jump. This is a huge issue for us.'""",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,8,2018-02-12 22:16:27,261.93,,1,,"b'b"" OK"," so I am unable to replicate this now. I\'ve tried the codepen that @swdawson sent and I\'ve also created a [slightly different one]url @swdawson @lyonsbp can you help me out here? What am I missing?""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,9,2018-02-12 22:16:27,274.85,1,,,"b'b"" @robmadole  It is a weird issue. I had it working a couple times", but clearing the safari  seems to bring it back reliably. I noticed the codepen in question is using the JS version.  The app that I had the issue with is using the free css version 5.2.0.  We have since purchased a pro key, and a new app we developed is using 5.6.3 with svg icons. That app seems to work in safari at least locally.  I know it probably doesn\'t help much," but here is a screenshot I took just now showing Chrome and Safari side-by-side. (The app is protected by oauth so you won\'t be able to get to the icons page.) ![screen shot 2019-01-16 at 3 45 54 pm]url  ""'",,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,10,2018-02-12 22:16:27,89.57,,1,,"b'b"" I am still getting this issue", and can confirm that @swdawson\'s codepen reproduces it. If you refresh the page, the icons will then work forever," but on the first pageload they don\'t appear. You can reproduce this by clearing your history and then opening the page in a new window.""'",,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,11,2018-02-12 22:16:27,47.02,,1,,"b""b' I am also facing same issue in Pro version"," any solution?'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,12,2018-02-12 22:16:27,37.48,,1,,"b""b' I solved this by adding icon in common section of all the pages like footer"," If there is no icon present in the page after history clear on first load then gives squares.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,13,2018-02-12 22:16:27,64.47,,,1,"b""b'  This does not work on chrome for me  Chrome 71 / macOS 10.14.3  edit: it is not loading font-awesome anymore  url Works for me on Safari 12.0.3 (14606.4.5) / macOS 10.14.3 / FA 5.7.1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12339,open,-,-,-,1,11,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,opened,2018-02-14 10:25:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,title,2018-02-14 10:25:28,00:00,,1,,"b""b' Create smamda'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,body,2018-02-14 10:25:28,00:00,,1,,"b'b""   I understand that:  [x] I\'m submitting this PR for reference only. It shows an example of what I\'d like to see changed but I understand that it will not be merged and I will not be listed as a contributor on this project. ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,closed,2018-02-14 10:25:40,0.2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,1,2018-02-14 10:25:28,0.62,,,1,"b""b' awesome..'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,reopened,2018-02-26 09:31:38,1385.97,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,2,2018-02-14 10:25:28,1417.12,,1,,"b""b' @muhammadalibakhtiar could you please clarify this PR?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,closed,2018-02-26 20:44:34,672.93,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12356,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,opened,2018-02-18 17:39:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,title,2018-02-18 17:39:08,00:00,,1,,"b""b' FA reflect issue while page loading...'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,body,2018-02-18 17:39:08,00:00,,,1,b'b\' Hi FA team,  I got FA pro," but as I can see caching issue while every page loading the font reflecting. Cache is more important for the web for faster loading.  Need guide which is the proper way to make cache the js file. I have found that you recommended to as CSS \\\'"" with Body Display: none method.... url Does it affect SEO with your recommended method or you recommend another method for cache or how to prevent the font refraction in a proper way?  Your response will be highly appreciated.\''",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,1,2018-02-18 17:39:08,126.6,,1,,"b""b' Any answer we may expect for this question?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,2,2018-02-18 17:39:08,20.1,1,,,"b'b"" @smallersign sorry but I don\'t know the answer and I didn\'t fully get the question.  Do you mean there is a FOUC issue?  I\'m leaving this open for feedback from the community or someone else in the team. ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,3,2018-02-18 17:39:08,4.95,,1,,"b""b' I mean each time icon loading after page load.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,4,2018-02-18 17:39:08,1223.03,,1,,"b'b"" @smallersign it\'s not a caching issue but as @tagliala mentioned it\'s similar to FOUC (or missing content in this case).  The documentation you referenced is the way to handle this.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,closed,2018-02-23 16:33:49,1374.68,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,5,2018-02-18 17:39:08,25.23,,1,,"b'b"" There is nothing missing"," I think you won\'t understand. I will make a video.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,6,2018-02-18 17:39:08,332.27,,,1,"b""b' @smallersign yes"," thanks. Please provide a reproducible test case or a screencast and I will take a look'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,7,2018-02-18 17:39:08,121.07,1,,,"b'b"" Hi"," I just made a video and check there are the fonts reloaded every time when page reload or new page open. It\'s totally feeling boring due to the svg with js not caching. Let me know if there any solution. url ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,8,2018-02-18 17:39:08,440.12,,1,,"b""b' Does anyone review this?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,9,2018-02-18 17:39:08,289.52,,1,,"b""b' @smallersign ok"," that video helped a lot. It looks like you are using pseudo-elements with SVG + JS. That is a side effect of how we are currently making that feature work.  I would recommend that you use web fonts with CSS if you are going to use pseudo-elements. url '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,10,2018-02-18 17:39:08,37.83,,1,,"b'b"" I know that the CSS method will cache. But"," I really loved your FA SVG with JS that totally raw functioning without fonts that\'s why bought pro. But we require the proper caching for the SVG with JS because fonts loading every time while page loading. I had applied and test for approx 1 month as Asynchronous Loading method. My site goes SEO down. Maybe its impact on SEO due to SEO robots cannot read body content because body CSS property none until fonts loaded. url I Hope you understand my concern.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,11,2018-02-18 17:39:08,21.67,,1,,"b""b' Your best option is to avoid pseudo-elements with SVG with JS. If you can do this (and just use normal style elements it will work much better for you.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,12,2018-02-18 17:39:08,7.35,,1,,"b""b' You mean you recommending to use Wesbfornts with CSS? Currently i am using SVG with JS &  this format. '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,13,2018-02-18 17:39:08,9.17,,1,,"b""b' Are you using pseudo-elements? The or CSS features?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,14,2018-02-18 17:39:08,2.55,,1,,"b""b' Nop"," because I am using SVG with JS. I am looking solution for SVG with JS.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,15,2018-02-18 17:39:08,5.83,,1,,"b'b"" Ok. What stack are you using? Why is your navigation reloading when you move to different pages? Are you using PJAX or Turbolinks? Tell me a little about why you need to re-render the page every time. Is this an SPA? Rails? Also if you are using the async loading optimizations are you hiding your entire instead of just the nav?  You might also consider using Symbols. If you can get those icons rendered once in an area of your page that is not getting replaced you could use the sprite technique to improve rendering on the second transition on. url I\'ll re-open this as we work through this @smallersign ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,reopened,2018-03-21 14:06:25,1292.6,2,13,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,16,2018-02-18 17:39:08,15.9,,1,,"b'b"" It\'s happening any website for SVG with JS. The js file cashing as well but the problem is the SVG fonts re-creating when page reload or page open. You should try yourself to setup SVG with JS vs Wesbfornts with CSS", will understand the difference. (Recommend," test on cPanel server)""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,17,2018-02-18 17:39:08,1193.53,,,1,"b""b' If there any update about it"," kindly let me know.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,18,2018-02-18 17:39:08,221.43,,1,,"b""b' Without seeing a live example of your site we can\\xe2\\x80\\x99t help you any further. Also if you\\xe2\\x80\\x99d like to fill in some of the answers to the questions I asked that would help too.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,19,2018-02-18 17:39:08,88.6,,1,,"b""b' Ok"," will make a demo for you with 2 different page and will update you but maybe approx 7 days due to busy..'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,closed,2018-11-05 22:20:31,494.1,2,16,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12385,closed,-,-,-,2,16,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,opened,2018-02-28 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,title,2018-02-28 20:55:00,00:00,,1,,"b""b' How to install version5 with ?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,body,2018-02-28 20:55:00,00:00,,1,,"b'b"" I can\'t install it using  : it still install v4.7.0. It seems that tag is missing"," isn\'t it?""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,1,2018-02-28 20:55:00,16.12,,,1,"b""b' Hi!  Thanks for being part of the Font Awesome Community.  Please take a look here: url Hope it helps  Closing here'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,closed,2018-02-28 21:11:07,16.12,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,2,2018-02-28 20:55:00,1270.57,,1,,"b'b"" @tagliala I didn\'t mean use with javascript but simply install the SCSS sources (using yarn to install it) and import in my main SCSS file. Any help?""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,3,2018-02-28 20:55:00,14.62,,1,,"b""b' @gremo sure thing"," the package is url '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,4,2018-02-28 20:55:00,29.87,,1,,"b""b' @talbs the documentation is not mentioning the chance of using webfonts with . Is this on purpose?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,reopened,2018-03-01 19:06:14,1315.12,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,5,2018-02-28 20:55:00,18.18,,,1,"b""b' @tagliala thanks very very much"," that was what I needed!'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,closed,2018-03-01 19:24:21,18.12,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,6,2018-02-28 20:55:00,8.1,,,1,"b'b"" @gremo you\'re welcome. I\'m going to reopen this because it is not mentioned in the docs""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,reopened,2018-03-01 19:32:27,8.1,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,7,2018-02-28 20:55:00,949.07,1,,,b'b\' Sorry to bother again," how to use ""SVG with JavaScript"" with locally downloaded package using yarn? Which package should I download?\''",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,8,2018-02-28 20:55:00,1017.92,,1,,"b""b' @gremo Docs are available at url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12488,open,-,-,-,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,opened,2018-03-12 10:50:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,title,2018-03-12 10:50:20,00:00,,1,,"b""b' soccer filter in documentation'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,body,2018-03-12 10:50:20,00:00,1,,,"b""b' Version 4.7 has for a soccer ball but Version 5 does not seem to have a soccer ball at all :/  Basically the icon would look exactly like the soccer ball icon that is in Version 4.7  url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,closed,2018-03-12 10:51:52,1.53,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,1,2018-03-12 10:50:20,2.58,,,1,"b'b"" Seems like the icon is under for version 5 aswell xD Maybe when searching for \'football\' or \'soccer\' it brings up the result? ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,reopened,2018-03-12 11:33:40,41.8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,2,2018-03-12 10:50:20,479.27,,,1,"b'b"" @coderste"," thanks for the heads up. We\'ll add those terms into our icon search metadata that should make finding things a bit easier. \\xf0\\x9f\\x98\\x84 ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,3,2018-03-12 10:50:20,19.0,,,1,"b""b' @talbs Great stuff! '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,4,2018-03-12 10:50:20,45.3,,,1,b'b\' Okay," you can now safely search for ""soccer"" again url  Closing this with that (slide-)tackled. \\xf0\\x9f\\x98\\x9b \''",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,closed,2018-06-21 19:56:29,502.82,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12579,closed,-,-,-,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,opened,2018-03-16 17:30:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,title,2018-03-16 17:30:22,00:00,,1,,"b""b' CSS transition does not work with FA svg icons'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,body,2018-03-16 17:30:22,00:00,,,1,"b""b' When using Font awesome Icon with JQuery to apply class .fa-rotate-90 on click the transition property gets ignored. I assume it happens due to the SVG element being rewritten when new class is applied to the SVG element. The same thing happens when I make a copy of the class .fa-rotate-90 in a my own CSS file with the same transform property and apply this one instead. The icon is rotated correctly but without the transition happening.  Transition property is added using custom class .menuIcon   I overcame this issue by applying a wrapper SPAN: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,1,2018-03-16 17:30:22,51.52,,,1,"b""b' Hi!  Thanks for being part of the Font Awesome Community. Yes"," please go for idempotent events: url  Hope it helps  Closing here  '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,closed,2018-03-16 18:21:53,51.52,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,2,2018-03-16 17:30:22,120.82,,,1,"b'b"" Hi @tagliala  ","  Could you please explain a little more how to use the idempotent events properly? Your example in jsfiddle doesn\'t help me much. Could you please check out the difference between the 2 examples below? In the first one the span is transformed 90deg with the transition 200ms. In the second example where transition is applied directly to the SVG the element is transformed but without transition. SPAN Wrapper url  No wrapper: url Thanks.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,3,2018-03-16 17:30:22,86.28,1,,,"b'b"" @kit246 Sorry!  The issue is about transition and not transform \\xf0\\x9f\\xa4\\xa6\\xe2\\x80\\x8d\\xe2\\x99\\x82\\xef\\xb8\\x8f Please keep using a wrapper for the moment.  There is an issue with you use case. Don\'t know if this could be solved or if it should be documented  @robmadole something is happening when the class list includes  Fails with  : url  Ok: url ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,reopened,2018-03-16 21:48:59,207.1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,4,2018-03-16 17:30:22,1039.82,,1,,"b'b"" Yep"," I think I know what\'s going on with this. It can probably be solved. I\'ll add it to the list.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,5,2018-03-16 17:30:22,1088.28,,1,,"b'b"" FYI", i just ran into this issue as well, what i did was reference the svg tag in the class, the transition won\'t work directly on the tag," it needs to affect the child tag.   ""'",,,,,,,,,,,,,,,,,,,
Font-Awesome,12625,open,-,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12772,open,opened,2018-04-04 07:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12772,open,title,2018-04-04 07:16:00,00:00,,1,,"b""b' Icon request: Charity with Euro Symbol'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,12772,open,body,2018-04-04 07:16:00,00:00,,1,,"b""b' currently in [charity category]url  all icons with currency have the dollar sign.  please provide also [ ] box-euro [ ] donate-eur [ ] handholding-euro [ ] hands-euro [ ] euro-cirle [ ] euro-square'""",,,,,,,,,,,,,,,,,,,,,,,
