REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,4,2015-02-17 03:23:05,12.17,,1,,b'b\' The issue is still around.  Attached is a unit test. Sriram. On Thu, Jun 4, 2015 at 11:56 AM," Chip Turner notifications@wrote:#include """" #include #include #include #include #include #include  using std::unique_ptr;using std::vector; namespace folly { typedef ThreadCachedInt Counter; class ThreadCachedIntTest : public testing::Test { public:  uint32_t GetDeadThreadsTotal(const Counter& counter) {  return ();  }}; // Multithreaded tests.  Creates a specified number of threads each of// which iterates a different amount and dies. namespace {// Set cacheSize to be large so cached data moves to target_ only when// thread dies.Counter g_counter_for_mt_slow(0", UINT32_MAX);Counter g_counter_for_mt_fast(0, UINT32_MAX); // Used to sync between threads.  The value of this variable is the// maximum iteration index upto which Runner() is allowed to go.std::atomic g_sync_for_mt(0); std::chrono::milliseconds one_milli(1); // Performs the specified number of iterations.  Within each// iteration, it increments counter 10 times.  At the beginning of// each iteration it checks g_sync_for_mt to see if it can proceed,// otherwise goes into a loop sleeping and rechecking.void Runner(Counter\\\\* counter, uint32_t iterations) {  for (uint32_t i = 0; i < iterations; ++i) {  while (i >= g_sync_for_mt) {  // Iteration i blocked at this point, so we wait.  std::this_thread::sleep_for(one_milli);  }  for (uint32_t j = 0; j < 10; ++j) {  counter->increment(1);  }  }}} // namespace // Slow test with fewer threads where there are more busy waits and// many calls to readFull().  This attempts to test as many of the// code paths in Counter as possible to ensure that counter values are// properly passed from thread local state, both at calls to// readFull() and at thread death.TEST_F(ThreadCachedIntTest, MultithreadedSlow) {  static constexpr uint32_t kNumThreads = 20;  g_sync_for_mt = 0;  vector  // Creates kNumThreads threads.  Each thread performs a different  // number of iterations in Runner() threads[0] performs 1  // iteration, threads[1] performs 2 iterations, threads[2] performs  // 3 iterations, and so on.  for (uint32_t i = 0; i < kNumThreads; ++i) {  threads[i].reset(new std::thread(Runner, &g_counter_for_mt_slow, i + 1));  }  // Variable to grab current counter value.  int32_t counter_value;  // The expected value of the counter.  int32_t total = 0;  // The expected value of GetDeadThreadsTotal().  int32_t dead_total = 0;  // Each iteration of the following thread allows one additional  // iteration of the threads.  Given that the threads perform  // different number of iterations from 1 through kNumThreads, one  // thread will complete in each of the iterations of the loop below.  for (uint32_t i = 0; i < kNumThreads; ++i) {  // Allow upto iteration i on all threads.  g_sync_for_mt = i + 1;  total += (kNumThreads i) \\\\* 10;  // Loop until the counter reaches its expected value.  do {  counter_value = g_counter_for_mt_();  } while (counter_value < total);  // All threads have done what they can until iteration i, now make  // sure they don\\\'t go further by checking 10 more times in the  // following loop.  for (uint32_t j = 0; j < 10; ++j) {  counter_value = g_counter_for_mt_();  EXPECT_EQ(total, counter_value);  }  dead_total += (i + 1) \\\\* 10;  EXPECT_GE(dead_total, GetDeadThreadsTotal(g_counter_for_mt_slow));  }  // All threads are done.  for (uint32_t i = 0; i < kNumThreads; ++i) {  threads[i]->join();  }  counter_value = g_counter_for_mt_();  EXPECT_EQ(total, counter_value);  EXPECT_EQ(total, dead_total);  EXPECT_EQ(dead_total, GetDeadThreadsTotal(g_counter_for_mt_slow));} // Fast test with lots of threads and only one call to readFull()// at the end.TEST_F(ThreadCachedIntTest, MultithreadedFast) {  static constexpr uint32_t kNumThreads = 1000;  g_sync_for_mt = 0;  vector  // Creates kNumThreads threads.  Each thread performs a different  // number of iterations in Runner() threads[0] performs 1  // iteration, threads[1] performs 2 iterations, threads[2] performs  // 3 iterations, and so on.  for (uint32_t i = 0; i < kNumThreads; ++i) {  threads[i].reset(new std::thread(Runner, &g_counter_for_mt_fast, i + 1));  }  // Let the threads run to completion.  g_sync_for_mt = kNumThreads;  // The expected value of the counter.  uint32_t total = 0;  for (uint32_t i = 0; i < kNumThreads; ++i) {  total += (kNumThreads i) \\\\* 10;  }  // Wait for all threads to complete.  for (uint32_t i = 0; i < kNumThreads; ++i) {  threads[i]->join();  }  int32_t counter_value = g_counter_for_mt_();  EXPECT_EQ(total, counter_value);  EXPECT_EQ(total, GetDeadThreadsTotal(g_counter_for_mt_fast));} } // namespace folly\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,reopened,2015-06-04 19:13:34,18.02,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,5,2015-02-17 03:23:05,30.48,,,1,"b'b"" Here\'s a fix that is required the red part has been moved into the scopeof the lock", and the comment in blue is no longer valid.  This fix isrequired for users of ThreadLocal (such as ThreadCachedInt) because itshould not be possible to see an intermediate state between when a threadstarts to die and when the data of that thread has been fully cleaned up. Sriram. static void onThreadExit(void\\\\* ptr) {  auto & meta = instance();#if !**APPLE**  ThreadEntry\\\\* threadEntry = getThreadEntry(); #else  ThreadEntry\\\\* threadEntry = static_cast(ptr);#endif  {  std::lock_guardstd::mutex g(_);  (threadEntry); // No need to hold the lock any longer; the ThreadEntry is private  to this*  FOR_EACH_RANGE(i,0, threadEntry->elementsCapacity) {* threadEntry->elements[i].dispose(TLPDestructionMode::THIS_THREAD);* }*  }  free(threadEntry->elements);  threadEntry->elements = nullptr;  pthread_setspecific(_, nullptr); #if **APPLE**  // Allocated in getThreadEntry(); free it  delete threadEntry;#endif  } On Thu, Jun 4, 2015 at 12:13 PM," Chip Turner notifications@wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,6,2015-02-17 03:23:05,1354.4,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,7,2015-02-17 03:23:05,406.33,,1,,"b""b' I see no colors in that.If the problem still exists"," could you open a PR with the changes?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,closed,2016-10-12 00:58:55,345.35,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,-,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,opened,2015-02-18 06:35:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,title,2015-02-18 06:35:39,00:00,,1,,"b""b' Allow user code to create an invalid future'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,body,2015-02-18 06:35:39,00:00,,1,,"b""b' Like to have a public ctor Otherwise when a user needs to define a future and to use it right after the definition"," the future always needs to be initialized to a value or an exception.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,1,2015-02-18 06:35:39,714.88,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,2,2015-02-18 06:35:39,25.02,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,closed,2015-06-04 18:55:34,739.92,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,reopened,2015-06-05 17:57:47,1382.22,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,3,2015-02-18 06:35:39,1397.37,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,4,2015-02-18 06:35:39,61.72,,1,,"b'b"" I don\'t understand what legitimate operations you would perform on a future constructed with a null core. What are you trying to accomplish?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,5,2015-02-18 06:35:39,3.57,,1,,"b'b"" Put a future as a data member in a class", where you don\'t have an appropriate way to initialize it," but you can make it valid later.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,6,2015-02-18 06:35:39,7.1,,1,,"b'b"" I see. We\'ll take it into consideration. A workaround would be to put it on the heap (shared_ptr)", or use a folly::Optional.  We have traditionally avoided exposing invalid-state future objects, however there is a leak in the boat anyway (you can potentially get one as the result of a move operation), so we may lower that vigilance. However, the void specialization makes it difficult to do the way we\'d want (we\'d want to just use the default constructor," but that is different for void). We are looking to do away with Future in favor of Future which might make it easier.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,7,2015-02-18 06:35:39,646.47,,1,,"b'b"" Isn\'t filling that gap now?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,8,2015-02-18 06:35:39,4.7,,1,,"b""b' @leolchat It is.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,closed,2018-03-21 06:16:28,738.68,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,134,closed,-,-,-,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,opened,2015-04-10 21:13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,title,2015-04-10 21:13:39,00:00,,1,,"b""b' Arm64yk'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,body,2015-04-10 21:13:39,00:00,,1,,"b""b' Cosmetic changes for ajusty-cavium pull requestChanged test : for arm64 signed char should be mentioned explicitlyTest CpuId for arm64 is stub for now'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,1,2015-04-10 21:13:39,0.85,,,1,"b'b"" Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement", and we don\'t seem to have you on file. In order for us to review and merge your code, please sign up at url  and if you have received this in error or have any questions," please drop us a line at cla@. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,2,2015-04-10 21:13:39,0.6,,1,,"b""b' cc @edwinsmith'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,3,2015-04-10 21:13:39,47.47,,,1,"b""b' Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,4,2015-04-10 21:13:39,1153.17,,1,,"b'b"" Thank you very much for your effort to make folly available on more platforms! Sorry for taking so long to comment on this patch. I\'ve been going through the github pulls over the last few weeks and commenting on languishing requests. We\'re working on getting folly continuously tested on different platforms. As soon as we do", we\'ll be able to properly evaluate and maintain this patch. In the interim," we\'ll keep this patch listed on github so that it stays on our radar""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,closed,2015-05-04 17:15:44,1202.08,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,5,2015-04-10 21:13:39,17.58,,1,,"b'b"" I\'m assuming you meant to leave this open.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,reopened,2015-05-04 17:33:19,17.58,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,6,2015-04-10 21:13:39,121.65,,,1,"b'b"" Yes! Good catch"," thank you. I must have pressed \'close and comment\' instead of \'comment\'""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,7,2015-04-10 21:13:39,194.78,,1,,"b""b' Rebased and applied the notes so far while pulling: D2152868'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,closed,2015-06-19 02:31:11,537.87,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,190,closed,-,-,-,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,opened,2015-05-02 17:28:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,title,2015-05-02 17:28:09,00:00,,1,,"b""b' Some fixes to build on Mac OS X'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,body,2015-05-02 17:28:09,00:00,,1,,"b""b' When i tried to build hhvm on Mac OS X"," build of folly failed with some mistakes. These fixes help me to build folly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,1,2015-05-02 17:28:09,1.12,,,1,"b'b"" Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement", and we don\'t seem to have you on file. In order for us to review and merge your code, please sign up at url  and if you have received this in error or have any questions," please drop us a line at cla@. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,2,2015-05-02 17:28:09,10.87,,,1,"b""b' Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,3,2015-05-02 17:28:09,63.05,,,1,"b'b\' Thank you for your interest in folly! It is important that folly\\\'s singleton class be initialized at the specified priority (101 means ""first!"")"," since singletons have peculiar behavior during static initialization and destruction (your ""Just pray it works"" comment is more apt than first appears!). We\\\'re working on getting folly continuously tested on different platforms", including OSX. Until that time, I think that this patch would be best kept on your local branch. Alternatively, if you know of a way to force the fatalHelper to be initialized first on OSX, that would be a very appropriate fix.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,closed,2015-05-04 18:43:11,75.03,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,4,2015-05-02 17:28:09,41.4,,1,,"b""b' Update: we have someone looking at this internally.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,reopened,2015-05-04 19:24:35,41.4,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,5,2015-05-02 17:28:09,162.58,,1,,"b'b"" I\'ve made this fix looking at similar one: url  I guess this link may be usefull.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,6,2015-05-02 17:28:09,328.72,1,,,"b'b"" I think my diffs (which haven\'t been pushed out to github yet) fix both of these issues. Sorry I didn\'t see this PR since it was closed at the time :(""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,7,2015-05-02 17:28:09,638.25,,1,,"b""b' Issues fixed by other commits.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,closed,2015-05-22 14:14:08,1129.55,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,200,closed,-,-,-,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,opened,2015-05-31 18:43:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,title,2015-05-31 18:43:28,00:00,,1,,"b""b' Using emplace_back to avoid temporary'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,body,2015-05-31 18:43:28,00:00,,1,,"b""b' Directly pass the arguments to respective constructors.Instead of first making temporary and then pass that. Test Plan: All ", make check for 37 tests," passed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,1,2015-05-31 18:43:28,1435.57,,1,,"b""b' Pulled for review: D2151582'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,closed,2015-06-12 21:55:19,191.85,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,2,2015-05-31 18:43:28,437.52,,1,,"b'b"" This diff is about to be reverted because it broke some stuff"," so I\'m reopening the task.  I\'ll get it reapplied next week once we\'ve worked out what broke and why.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,reopened,2015-06-13 01:56:33,241.23,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,3,2015-05-31 18:43:28,864.73,1,,,"b""b' @sgolemon @fugalh The commit de79f37492266a96e fails future_test out of the available tests.The commit (just before(chronogically) the above one) cc7a5803e4dc passes all available tests.future_test is a newly added one. [  FAILED  ] 3 tests"," listed below:[  FAILED  ] [  FAILED  ] [  FAILED  ] '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,4,2015-05-31 18:43:28,136.0,,1,,"b'b"" Hi", these tests are newly enabled in the open source build system, and are failing on osx (maybe other platforms?). Stage 1 was to get the tests building, I will be doing the portability fixes soon. If it\'s a problem that these tests are failing in the meantime," we can disable them. These tests are not related to the original issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,5,2015-05-31 18:43:28,121.35,,1,,"b'b"" fwiw"," I\'m not sure these are the test failures that precipitated the revert. (There\'s more detail on the fb-internal task).  I\'ll get it sorted out whatever it is....""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,6,2015-05-31 18:43:28,51.93,,1,,"b""b' Resubmitted as D2156978 without  change.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,closed,2015-06-17 17:27:17,930.73,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,218,closed,-,-,-,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,opened,2015-10-19 13:41:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,title,2015-10-19 13:41:25,00:00,,1,,"b""b' make check error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,body,2015-10-19 13:41:25,00:00,,1,,"b'b"" when i type in make check", came out following errors. How can I solve it ? $make checkMaking check in .                                     |make[1]: Entering directory  /global-\'Making check in test                                    |make[1]: Entering directory  /global-\'make  benchmark_test concurrent_skiplist_benchmark sorted_vector_types_test foreach_test hash_test timeout_queue_test conv_test range_test bits_test bit_iterator_test spin_lock_test small_locks_test packed_sync_ptr_test small_vector_test discriminated_ptr_test fbstring_test_using_jemalloc thread_cached_int_test thread_local_test fbvector_test dynamic_test json_test scope_guard_test endian_test rw_spinlock_test synchronized_test concurrent_skiplist_test histogram_test group_varint_test map_util_test string_test producer_consumer_queue_test atomic_hash_array_test atomic_hash_map_test format_test fingerprint_test portability_test cpuid_test spooky_hash_v1_test spooky_hash_v2_testmake[3]: Entering directory  gtest-1.7.0/-\'," needed by  /global-\'make[2]: **\\\\* [check-am] Error 2make[2]: Leaving directory  /global-\'make: **\\\\* [check-recursive] Error 1""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,closed,2015-10-19 16:57:16,195.85,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,reopened,2015-10-19 16:57:18,0.03,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,closed,2015-10-19 16:57:19,0.02,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,1,2015-10-19 13:41:25,1326.93,,1,,"b""b' Same problem here. Have you found a solution?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,2,2015-10-19 13:41:25,886.63,,1,,"b""b' here too"," solution ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,3,2015-10-19 13:41:25,975.93,,1,,"b""b' I copied gtest-1.7.0 source code to -1.7.0 and it works for me. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,335,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,opened,2016-04-20 14:22:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,title,2016-04-20 14:22:23,00:00,,1,,"b""b' Fix for HHWheelTimer assert-fails when destroy() happens after cancel\\xe2\\x80\\xa6'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,body,2016-04-20 14:22:23,00:00,,1,,"b""b' \\xe2\\x80\\xa6All() #397'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,closed,2016-04-20 14:22:46,0.38,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,reopened,2016-04-20 14:22:57,0.18,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,1,2016-04-20 14:22:23,7.12,,,1,"b'b"" Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement", and we don\'t seem to have you on file. In order for us to review and merge your code, please sign up at url  and if you have received this in error or have any questions," please drop us a line at cla@. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,2,2016-04-20 14:22:23,33.78,,,1,"b""b' Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,3,2016-04-20 14:22:23,68.57,,1,,"b'b"" Shouldn\'t calling cancelAll() leave count_ equal to zero?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,4,2016-04-20 14:22:23,81.67,,1,,"b'b"" In my understanding it should but currently it doesn\'t (count_ is not written) .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
