REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,115,closed,9,2015-01-11 15:47:13,720.92,,1,,"b""b' Duplicate of url  folly requires 64-bit platform url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,115,closed,closed,2015-12-30 02:47:13,515.85,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,115,closed,-,-,-,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,opened,2015-01-12 01:09:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,title,2015-01-12 01:09:33,00:00,,1,,"b""b' Fatal error: malloc.h: No such file or directory on Mac OS X'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,body,2015-01-12 01:09:33,00:00,,1,,"b""b'   However"," the file is located in  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,1,2015-01-12 01:09:33,1319.98,,1,,"b'b"" Can you run and tell me what it says? Since you\'re on a MAC"," it should produce some output.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,2,2015-01-12 01:09:33,1245.25,,1,,"b""b' Same problem here: Linking C static library libafdt.a[  0%] Built target afdt[  0%] Building C object third-[  0%] Building C object third-[  0%] Building C object third-[  1%] Building C object third-[  1%] [  2%] [  2%] Building CXX object third-Building CXX object third-Building CXX object third-In file included from /-:60:0",       from /-:27,"       from /-:17:/-:91:20: fatal error: malloc.h: No such file or directory #include       ^compilation terminated.make[2]: **\\\\* [third-] Error 1make[2]: **\\\\* Waiting for unfinished jobs....make[1]: **\\\\* [third-] Error 2'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,3,2015-01-12 01:09:33,353.2,,1,,"b""b' @Gownta", I have the same problem," and running the command you provided results in the following output:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,4,2015-01-12 01:09:33,1153.2,,1,,"b'b"" @spacek: are you on a MAC? Is defined on your system? @MerelyAPseudonym: That is a different problem. It looks like you need to put folly in your include path. The problem that c9s has is that he is on a MAC (which doesn\'t have the malloc.h header)"," but  is trying to include it nonetheless.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,5,2015-01-12 01:09:33,17.77,,1,,"b""b' @Gownta yes", I use Yosemite," I tried echo  but this returned the same string.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,6,2015-01-12 01:09:33,1271.85,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,7,2015-01-12 01:09:33,24.65,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,closed,2015-06-04 18:55:27,1065.9,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,8,2015-01-12 01:09:33,1396.03,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed"," and am re-opening it.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,reopened,2015-06-05 18:11:29,1396.03,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,9,2015-01-12 01:09:33,43.13,,,1,"b'b"" Could you send me your  (to sgolemon@ ) or at least paste relevant looking bits around mentions of malloc.h ?A copy of your folly-config.h would be nice as well. There is a check for malloc.h and there is an ifdef based on that check"," so I\'m not sure why you\'re getting this error.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,10,2015-01-12 01:09:33,138.62,,1,,"b""b' No feedback for five months"," closing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,closed,2015-11-23 21:13:14,181.75,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,116,closed,-,-,-,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,opened,2015-01-22 00:42:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,title,2015-01-22 00:42:42,00:00,,1,,"b""b' Build failure with GCC 4.9 on OS X 10.10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,body,2015-01-22 00:42:42,00:00,,1,,"b'b"" First", thanks for the recent effort to make folly build using clang\\xe2\\x80\\x94that worked for me. But when I try to use GCC, I get the following error: (the message\'s full context is visible @ url  If you need any more information," please let me know.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,1,2015-01-22 00:42:42,827.83,,1,,"b""b' Ubuntu 12.04 + gcc-4.9.2  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,2,2015-01-22 00:42:42,240.28,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,3,2015-01-22 00:42:42,24.65,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,closed,2015-06-04 18:55:28,1092.77,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,4,2015-01-22 00:42:42,1395.77,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed"," and am re-opening it.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,reopened,2015-06-05 18:11:14,1395.77,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,5,2015-01-22 00:42:42,163.18,,1,,"b'b"" Can you confirm that building with 4.9.2 is still an issue?  I know wangle\'s development has been pretty active and this may have been fixed already. Certainly builds alright for me on 4.9.2....""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,6,2015-01-22 00:42:42,1412.82,,1,,"b""b' @jsedgwick '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,7,2015-01-22 00:42:42,47.55,,1,,"b""b' No feedback since March"," closing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,closed,2015-11-23 21:14:47,183.55,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,118,closed,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,opened,2015-01-27 14:38:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,title,2015-01-27 14:38:40,00:00,,1,,"b'b"" Arena wants to be movable but isn\'t""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,body,2015-01-27 14:38:40,00:00,,,1,"b'b"" It looks like folly::Arena wants to be movable. It says But it doesn\'t help because it\'s inside a private: section. If Arena really can be moved safely"," these functions should be made public.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,1,2015-01-27 14:38:40,232.15,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,2,2015-01-27 14:38:40,1435.53,1,,,"b""b' fb bot"," i hate you'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,3,2015-01-27 14:38:40,29.13,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,closed,2015-06-04 18:55:29,256.82,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,reopened,2015-06-05 17:17:42,1342.22,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,4,2015-01-27 14:38:40,1397.3,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,5,2015-01-27 14:38:40,222.08,,1,,"b""b' Diff up for internal review: D2184131'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,closed,2015-06-24 16:42:17,1404.58,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,121,closed,-,-,-,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,opened,2015-01-29 18:55:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,title,2015-01-29 18:55:54,00:00,,1,,"b""b' Folly does not build in PowerPC64'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,body,2015-01-29 18:55:54,00:00,,1,,"b""b' This issue will be use to keep track of PowerPC64 related pull requests / issues in the Folly'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,1,2015-01-29 18:55:54,1426.08,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,2,2015-01-29 18:55:54,1428.45,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,3,2015-01-29 18:55:54,25.07,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,closed,2015-06-04 18:55:30,1439.6,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,reopened,2015-06-04 20:16:01,80.52,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,4,2015-01-29 18:55:54,1397.15,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,5,2015-01-29 18:55:54,223.48,,1,,"b""b' With the application of #127"," does the build still fail? Reopen with details if so.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,closed,2015-06-23 21:56:08,100.12,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,123,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,opened,2015-02-10 01:40:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,title,2015-02-10 01:40:12,00:00,,1,,"b""b' bootstrap for Centos'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,body,2015-02-10 01:40:12,00:00,,,1,"b'b\' It would greatly ease compilation and installation. My experience with ""folly"" thus far has been extremely unsatisfactory.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,1,2015-02-10 01:40:12,1010.18,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,2,2015-02-10 01:40:12,25.13,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,closed,2015-06-04 18:55:31,1035.32,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,3,2015-02-10 01:40:12,272.47,,1,,"b'b"" Please reopen it for me. I don\'t see a description of how the issue was resolved. It\'s near impossible to build \'folly\' on a CentOS machine. I actually decided to quit using folly for this reason. So this better be fixed if you want users on CentOS machines.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,reopened,2015-06-04 23:28:36,273.08,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,4,2015-02-10 01:40:12,1124.73,1,,,"b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,5,2015-02-10 01:40:12,167.18,,1,,"b'b\' Could you clarify what you want bootstrapped?  ""bootstrap for CentOS"" doesn\\\'t really describe an issue...\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,6,2015-02-10 01:40:12,49.15,1,,,"b""b' Yeah. There seems to be a shell script for Mac OS that will install all the libraries you need to compile. I had a very hard time getting the libraries myself:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,7,2015-02-10 01:40:12,247.78,,,1,"b'b"" Ah"," I see what you mean. I\'m going to be cleaning up the build system soon and can address this at that point (since I\'m going to want to test the changes on a few distros).  Watch this space. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,8,2015-02-10 01:40:12,219.92,,,1,b'b\' Hi there, I see no update has been made for a year here.I\\\'m trying to install fblualib on CentOS.I managed to compile double-conversion as indicated in your README," however I can\\\'t seem to be able to manage autoconf generate the configure script (in folly/). Maybe a dependency issue: "":20: error: possibly undefined macro: AM_INIT_AUTOMAKE  If this token and others are legitimate"," please use m4_pattern_allow.  See the Autoconf documentation.:32: error: possibly undefined macro: AM_PROG_LIBTOOL:39: error: possibly undefined macro: AC_CXX_COMPILE_STDCXX_0X:57: error: possibly undefined macro: AC_MSG_ERROR:120: error: possibly undefined macro: AM_PATH_PYTHON:515: error: possibly undefined macro: AM_CONDITIONAL"" Any idea? or document to walk me through centos compilation? Cheers",\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,128,closed,9,2015-02-10 01:40:12,196.05,,1,,"b'b"" Hi! I managed to solve my issues. I leave this message for other users who would face trouble compiling folly on CentOS. First a quick note", I found that a _double-conversion_ package exists for CentOS but I haven\'t tried compiling with it ([update] it does, see below). _double-conversion_ was locally compiled following the instructions given by . And I linked as suggested after building (in  ) :  [update] Compilation goes through with the CentOS package _double-conversion_:  My issue reported up there came from an incomplete _autotools_ suit, so be sure to install all the packages: However here is the trick, you also need You should then follow the package suit given in the  (don\'t forget the devel).  Ok, from that point on, you need to set a few local variables ([update] this is unnecessary if you use the _double-conversion_ packages):  This will be necessary at compilation time:  I had a few issues with _gflags_, so I had to set the following, plus specify the use of _pthead_ later: Now you can go to your folder, and in the configure, the will save you some trouble: [update] If you used the _double-conversion_ packages, just go through with Cheers,"'
folly	128	closed	10	snarkmaster	2015-02-10 01:40:12	1343.88			+1	b'b"" @renoust, thanks for the very helpful message! I\'m going to close out this issue so that it doesn\'t get repurposed for new reports. It\'s better to keep these things separate.""'
folly	128	closed	closed	 - 	2016-04-21 07:16:41	468.08	2	4	6
folly	128	closed	11	joaorossi	2015-02-10 01:40:12	470.75	+1			b'b"" I have some doubts if this will actually work. Shouldn\'t Boost be built with at least gcc 4.9+ with C++14 support? I couldn\'t find anywhere evidence that CentOS Boost pkgs meet those requirements. At the moment I\'m very frustrated trying to build folly reliably on CentOS, and the only solution seems to be using Ubuntu :/""'
folly	128	closed	-	-	-	-	3	4	6
folly	129	closed	opened	senior7515	2015-02-11 22:48:12
folly	129	closed	title	senior7515	2015-02-11 22:48:12	00:00		+1		b'b"" Subprocess.h, / -c does not propragate kill signal. template should be / -c \'exec \' + command""'
folly	129	closed	body	senior7515	2015-02-11 22:48:12	00:00			+1	b'b"" # This is more of a discussion / request for comment / possible improvement## Issue: When building a subprocess to run in /, the kill signal is not propagated## Example The issue w/  running a command inside a / -c (what folly does) is that when the parent dies, the shell _does_ in fact propagate the signal to the child process (/) but that in turn **does not** propagate it to it\'s child process. # Proposed solution / Comment1. write a template for folly similar to the following: 1. Add an exec (bash command) to the string that gets concatenated so that the / runs the process in the foreground Technically I think folly is correct, but is certainly not the expected usecase. Happy to send in a PR for this if interested.  Thank you! ""'
folly	129	closed	1	ghost	2015-02-11 22:48:12	1183.57			+1	b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'
folly	129	closed	2	chipturner	2015-02-11 22:48:12	23.75			+1	b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described, please reopen the issue thanks!""'
folly	129	closed	closed	 - 	2015-06-04 18:55:32	1207.33	0	1	3
folly	129	closed	reopened	 - 	2015-06-05 17:57:13	1381.68	0	1	3
folly	129	closed	3	chipturner	2015-02-11 22:48:12	1397.33	+1			b""b' Hello!  This is a human.  My previous comment on this issue was a robot running amok.  I apologize that the issue was closed.  Thanks for your help with our folly project and for your understanding about rogue robots trying to take over the world.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,4,2015-02-11 22:48:12,405.13,,,1,"b'b"" PRs are always welcome", but for now," I\'ll close this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,closed,2016-10-12 00:57:59,420.77,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,5,2015-02-11 22:48:12,1428.97,,,1,"b'b"" @Orvid I am happy to send in the PR that adds the to the string that process uses. The question I was trying to get here is if it would be accepted. the PR is so simple that I was just trying to get feedback. Happy to push if you still want it. The work around is that now my forked processes always use the \'exec\' at the begining of the string. Again"," happy to push the PR if the library wants to behave that way. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,6,2015-02-11 22:48:12,1155.13,,1,,"b'b"" After reading through the issue a bit closer", I think it\'s probably better to keep the existing API functioning as it is currently. If you want to add an extra option onto the existing API though," that would probably be accepted.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,7,2015-02-11 22:48:12,1206.87,,1,,"b""b' Prefixing with will break", e.g.," by turning it into  . I would generally recommend using the ctor that takes the command to run as  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,129,closed,-,-,-,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,opened,2015-02-17 03:23:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,title,2015-02-17 03:23:05,00:00,,1,,"b""b' ThreadCachedInt race condition'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,body,2015-02-17 03:23:05,00:00,,,1,"b'b"" When a thread dies", the destructor of the IntCache object is called to pass on its val_ value to the parent\'s target_ variable.  During the time the destructor is running, if readFull() is called, this thread is left out by accessAllThreads() in ThreadLocalPtr.  And if the destructor has not yet called flush() (see code below), the val_ of the IntCache object is left out of the total. So, for example, if the correct value to be returned by readFull() is 1000, and the value of val_ of the dying thread is 100," readFull() ends up returning 900 in this situation. Would appreciate a  if anyone has one.  Thanks.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,1,2015-02-17 03:23:05,194.6,,1,,"b""b' Suggestion for fix:  ThreadLocalPtr should not allow destruction of thread local state and calls to accessAllThreads() to happen simultaneously.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,2,2015-02-17 03:23:05,713.22,,,1,"b'b"" Thank you for reporting this issue and appreciate your patience. We\'ve  notified the core team for an update on this issue. We\'re looking for a response within the next 30 days or the issue may be closed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,3,2015-02-17 03:23:05,24.63,,,1,"b'b"" Thank you for your patience. We\'re going to close out this issue. If you\'re still experiencing the problem described"," please reopen the issue thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,133,closed,closed,2015-06-04 18:55:33,932.47,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
