REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2063,closed,closed,2011-12-11 20:46:02,890.97,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2063,closed,-,-,-,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,opened,2011-10-04 03:09:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,title,2011-10-04 03:09:33,00:00,,1,,"b'b"" What\'s the deal with SSL and specifically StartSSL?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,body,2011-10-04 03:09:33,00:00,,,1,b'b\' First of all, thanks for your work on the project. It seems Diaspora definitely does not support self-signed SSL certificates, but the free provider recommended in the documentation (StartSSL) [has been recently compromised]url  and as of June 2011," _""The fifth certificate authority to be hacked this year"," StartSSL has suspended issuing its free SSL certificates indefinitely.""_ At a minimum", I\\\'d recommend removing the reference to using StartSSL from the docs as soon as possible, and instead recommend [CAcert]url  provided that Diaspora works with their certs. (not sure on this as I saw an issue that seemed to state that CAcerts were not working with Disapora) To my knowledge, CAcert has not been compromised and at least is as trustworthy as SSL can be considered trustworthy these days.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,1,2011-10-04 03:09:33,180.67,,,1,"b""b' thanks for the comment.  care to update this wiki? :D'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,2,2011-10-04 03:09:33,717.67,,1,,"b'b"" StartSSL has been hacked", but the hackers weren\'t able to issue certificates. You can get a free certificate again. The advantage of StartSSL is that it is still trusted by browsers," CACert isn\'t. So I would suggest both.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,3,2011-10-04 03:09:33,1399.07,,1,,b'b\' Currently for me, StartSSL is a non-starter. Aside from the implications from being hacked (considering SSL is pretty much fundamentally worthless anyway) the site is broken and gives this error each time I attempt to use Firefox to sign up for a cert: Further, it actually crashes Safari when I attempt to use its control  a StartSSL cert in that browser. I realize this is not Diaspora\\\'s problem directly," but it is a huge blocker that will prohibit the average hobbyist who is curious about Diaspora from getting their own pod going and connecting it to others. I asked the _question_ ""what\\\'s the deal?"" here in order to get at some answers which I don\\\'t have. Hence", @maxwell," I am not going to update the wiki unless I have a clear answer to the ""what do I do for an SSL cert?"" question. I have managed to get my own pod up and running", but I am using a self-signed SSL certificate, and while this works for intra-pod activity, I\\\'m not going to be able to do any inter-pod communication from my understanding until I get a trusted cert. While @gladiac commented to include mentions of both StartSSL and CAcert in the wiki, I cannot imagine how that would help anyone since a CAcert is as untrusted as a self-signed cert, and StartSSL to be frank, is a mess. So I guess the summary is: I need these questions answered before I can begin seriously participating:1. Does Diaspora support self-signed certificates?2. Should the project recommend these CAs who issues certs that may not fully work?3. Should the project recommend that those interested in setting up their own pod just buy a cert and if so, **which** specific kind of cert is required? I really want this project to succeed, and I am willing to put forth effort such as editing the wiki, contributing code, and more, but I need a little guidance and understanding before I can do so. :)\'',,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,closed,2011-10-13 17:26:57,857.4,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,reopened,2011-10-13 17:27:12,0.25,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,4,2011-10-04 03:09:33,0.28,1,,,"b'b"" Oops"," didn\'t mean to close. :/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,5,2011-10-04 03:09:33,50.72,1,,,"b'b"" a) If you\'re big enough then sooner or later you will get hacked in some way. This is something you have to accept (see ). b) StartSSL their key signing infrastructure has a good security design"," so the attacker wasn\'t able to create fake certificates. Their website got hacked and they fixed it. c) StartSSL is the only issuer which offers free certificates as far as I know. d) SSL is broken but it isn\'t worthless. If you think it is worthless why do you use it at all?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,6,2011-10-04 03:09:33,0.57,,1,,"b'b"" OK", I\'ve revisited the StartSSL situation from scratch," and have a cert from them that appears to be working. I will await some feedback / ideas regarding -signed certs and update the wiki accordingly.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,7,2011-10-04 03:09:33,2.63,,,1,"b""b' @gladiac all good points and helpful"," thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,8,2011-10-04 03:09:33,10.25,,1,,"b""b' If SSL is correctly implemented then only valid certificates are working"," cause there is not root cert to verify it for self signed CAs. You can use CACert but it will probably not work with all pods.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,9,2011-10-04 03:09:33,99.3,,1,,"b""b' I updated the wiki page with a note"," and am closing this since StartSSL is indeed usable now. Will try to find some actual problems to work on now. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,closed,2011-10-13 20:10:42,163.5,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2099,closed,-,-,-,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,opened,2011-10-04 07:48:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,title,2011-10-04 07:48:41,00:00,,1,,"b'b"" Mobile Like doesn\'t update like count""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,body,2011-10-04 07:48:41,00:00,,1,,"b'b"" Like doesn\'t update like count""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,1,2011-10-04 07:48:41,702.12,,1,,"b""b' can anyone confirm the bug?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,2,2011-10-04 07:48:41,816.08,,1,,"b'b"" I get the following error in my log: event=verify_signature status=abort reason=no_signature guid=ece10ba727f34b77 pid=20660  time=1318496667event=receive status=abort reason=\'object signature not valid\' recipient=marc@ sender=xxx@ payload_type=Like parent_id=22603 pid=20660  time=1318496667""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,closed,2011-10-13 09:06:53,78.2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,reopened,2011-10-13 09:06:57,0.07,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,3,2011-10-04 07:48:41,660.72,,1,,b'b\' I\\\'m seeing this issue as well. If you like a post on the mobile site, the following happens:If you switch to your desktop account," the ""Unlike"" link shows up below the postYour like is not shown if you expand the like-list. If yours is the only like", the like count doesn\\\'t show upAnother user who can see the same post doesn\\\'t see the like at allIf you switch back to the mobile view, however, the heart is still red\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,4,2011-10-04 07:48:41,40.75,,1,,"b'b"" @fermionic : I noticed the same problem a while ago & posted about it on  . No response though... Here\'s a link to my post describing it: url  . It pretty much mirrors what you just described. Hope this helps.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,5,2011-10-04 07:48:41,1113.38,,1,,"b'b"" I thought it was a temporary thing", but sometimes I browse on my mobile and click likes... then when I go to the web version I see the unlike option," but my name doesn\'t show up on the like list either... The likes on mobile simply do not register""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,6,2011-10-04 07:48:41,762.08,,1,,"b'b"" This has been fixed so I\'m going to close this issue. If you\'re still seeing it"," please open another one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,closed,2012-01-13 04:03:50,1136.88,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2105,closed,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,opened,2011-10-04 15:09:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,title,2011-10-04 15:09:45,00:00,,1,,"b""b' User should be able to preview posts'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,body,2011-10-04 15:09:45,00:00,,,1,"b""b' i often delete my posts"," correct some markdown syntax and repost it  be more elegant to have a preview function for '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,1,2011-10-04 15:09:45,886.35,,1,,"b'b"" It would nice to be able to preview posts", but I\'d also like the ability to edit posts. There are times that I want to change what I said, clarify something," or fix a typo. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,2,2011-10-04 15:09:45,368.6,,,1,"b'b"" yeah"," but pleasse open a new issue for that ;) (if there isn\'t one actually out there) the preview function of eg github would be a great thing to start :D""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,3,2011-10-04 15:09:45,1082.23,,1,,"b'b"" I\'ve implemented this in [a branch]url It\'s functional"," but not visually polished yet.  Stay tuned.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,4,2011-10-04 15:09:45,487.55,,,1,"b'b"" @pistos"," you\'re awesome ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,5,2011-10-04 15:09:45,432.83,,,1,"b'b\' what about exchanging the written text with the preview? The ""Preview"" Button (which looks really nice) should change to an ""Edit"" Button and we got an elegant and useful preview function :D keep up your good work!\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,6,2011-10-04 15:09:45,74.92,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,7,2011-10-04 15:09:45,3.45,1,,,"b""b' Updated screenies (github has cached them :( )url url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,8,2011-10-04 15:09:45,2.85,,,1,"b'b"" @wubwubwubcr3w: That\'ll be harder.  :)  This one works already ...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,9,2011-10-04 15:09:45,526.88,,,1,"b""b' ok"," thx for your work!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,10,2011-10-04 15:09:45,20.6,,,1,"b'b"" well"," i\'m closing this because @pistos made a [pull request]url  :D""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,closed,2011-10-15 07:56:01,1006.27,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,11,2011-10-04 15:09:45,726.75,,,1,"b'b"" Well", don\'t close it yet," the pull request hasn\'t been merged yet.  :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,reopened,2011-10-15 20:31:49,755.8,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,12,2011-10-04 15:09:45,438.3,,1,,"b'b"" wubwubwubcr3w: I ended up implementing what you suggested.  The preview now replaces the publisher (well", it still overlays it)," and there\'s an Edit button in it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,13,2011-10-04 15:09:45,101.7,,,1,"b""b' thank you very much!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,14,2011-10-04 15:09:45,1385.42,,1,,"b'b"" We\'re re working this flow", I don\'t think that a preview is within immediate scope," so I\'m closing the issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,closed,2012-01-24 04:08:11,456.37,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,15,2011-10-04 15:09:45,116.42,,,1,"b""b' pistos has the code!^^'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,16,2011-10-04 15:09:45,496.73,,1,,"b'b"" It\'s less about writing the code it\'s a simple enough feature and more about whether preview fits in to the new stream flow. It may", but since we can\'t take a pull request for it right now," I agree the issue should be closed. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,17,2011-10-04 15:09:45,327.18,,1,,"b""b' Someone please reopen this issue now that we can actually have a say on what is done :P'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,reopened,2012-11-17 23:55:45,1187.57,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,18,2011-10-04 15:09:45,1422.7,,1,,"b""b' I think someone could close this now. ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,19,2011-10-04 15:09:45,0.87,,,1,"b""b' Right"," thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,closed,2013-04-07 19:32:05,1176.33,1,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2108,closed,-,-,-,1,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,opened,2011-10-06 16:32:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,title,2011-10-06 16:32:46,00:00,,1,,"b""b' Ability to Disable Profile Links on Comments'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,body,2011-10-06 16:32:46,00:00,,1,,"b'b"" We should have the option to comment on public (and limited) posts while not exposing our profile (and by extension", our Diaspora handle). Simply adding another checkbox to the Profile configuration and a mechanism to communicate the sender\'s privacy preference (between pods) and a check for that preference when publishing the comment should be sufficient. The name should still be visible," but we should be able to have it be plain text without forcing it to be a clickable link.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,1,2011-10-06 16:32:46,165.0,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,2,2011-10-06 16:32:46,32.97,,,1,"b""b' nice idea!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,3,2011-10-06 16:32:46,30.23,,1,,"b""b' What about the ability to post as Anonymous Coward or the like?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,4,2011-10-06 16:32:46,6.8,,,1,"b""b' posting as anonymous is a really great  or not ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,5,2011-10-06 16:32:46,4.18,,1,,"b""b' Yes", I think it is better than this kinda pseudo hiding your identity. I mean," a quick search should give you the persons profile anyway.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,6,2011-10-06 16:32:46,4.0,,,1,"b'b"" Not necessarily", halfd, given the distributed nature of Diaspora and the ability for users to exclude themselves from search results (already in place). I\'d prefer to just use my name with out linking it to my profile. I have little interest in anonymity," but that doesn\'t mean I want to give my contact information away.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,7,2011-10-06 16:32:46,34.75,,,1,"b'b"" @justindthomas you are right. I also think I would prefer to choose between linked or unlinked username but also the ability to post anonymously. That\'s all good"," but so many choices! Think of the clutter; if we also introduce a preview button under a  field...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,8,2011-10-06 16:32:46,19.35,,1,,"b'b"" @halfd I agree and would add that the original poster should be able to  (at least) anonymous comments on  posts. Imagine the potential spam issues... yuck. I\'m torn on the poster being able to disable unlinked", non-anonymous commenters," but lean towards allowing that; social norms would probably discourage that option\'s overuse by posters as a commenter may just choose to not comment if the poster does not allow them to keep their profile hidden.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,closed,2011-10-06 21:30:03,297.28,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,reopened,2011-10-06 21:30:12,0.15,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,9,2011-10-06 16:32:46,0.47,1,,,"b'b"" Oops; didn\'t mean to close it. Wrong button. Bad button.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,10,2011-10-06 16:32:46,384.07,,1,,"b'b"" I don\'t think we\'ll be doing this in the near term", so I\'m closing the issue. You can continue to discuss here, on one of the mailing lists," or in IRC. Info on mailing lists and IRC: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,closed,2012-01-13 03:54:35,384.38,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2119,closed,-,-,-,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,opened,2011-10-16 18:20:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,title,2011-10-16 18:20:40,00:00,,1,,"b""b' Issue #2173: embedded objects overlap top bar'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,body,2011-10-16 18:20:40,00:00,,1,,"b'b"" This modifies the embedding code returned by the oembed providers such that the Flash object doesn\'t overlap the top bar anymore.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,1,2011-10-16 18:20:40,4.0,,1,,"b'b"" Note: I\'ve tested this with Firefox and luakit (a browser based on webkit). The fix for soundcloud worked only in luakit"," not in Firefox. The youtube fix works for both.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,2,2011-10-16 18:20:40,36.77,,1,,"b'b"" Wouldn\'t it be better to fix the oEmbed in the database when storing and not anytime it\'s rendered?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,closed,2011-10-16 19:01:26,40.77,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,reopened,2011-10-16 19:01:27,0.02,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,3,2011-10-16 18:20:40,2.72,1,,,"b""b' sorry"," wrong button ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,4,2011-10-16 18:20:40,8.38,,1,,"b'b"" Ugh"," of course.. It\'s late and I wasn\'t thinking.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,5,2011-10-16 18:20:40,255.05,,,1,"b""b' omg +1 you rock!  (but yeah"," what @manuels said.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,6,2011-10-16 18:20:40,835.63,,1,,"b""b' Closing this. Deleted the branch and created another one with the same name.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,closed,2011-10-18 13:23:13,1101.77,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,7,2011-10-16 18:20:40,6.92,,1,,"b""b' This is the new pull request: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2196,closed,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,opened,2011-10-21 13:34:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,title,2011-10-21 13:34:48,00:00,,1,,"b""b' Could not find term-ansicolor-1.0.7 in any of the sources'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,body,2011-10-21 13:34:48,00:00,,1,,"b""b' Todays checkout omitted to install term-ansicolor-1.0.7 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,1,2011-10-21 13:34:48,1.07,,1,,"b'b\' and DB=""postgres"" bundle exec rake db:migrate missed it deeply.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,closed,2011-10-21 13:35:52,1.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,2,2011-10-21 13:34:48,0.07,,1,,"b'b\' and DB=""postgres"" bundle exec rake db:migrate missed it deeply.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,3,2011-10-21 13:34:48,0.77,,,1,"b""b' uh wrong button. cannot reopen it: 404! :-o'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,reopened,2011-10-22 02:31:29,775.62,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,4,2011-10-21 13:34:48,580.4,,1,,"b""b' I have the same issue when trying to run '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,5,2011-10-21 13:34:48,1435.2,,1,,"b""b' Same problem here with the command above.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,6,2011-10-21 13:34:48,907.78,,,1,"b""b' Same problem! Lol!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,7,2011-10-21 13:34:48,245.27,,1,,"b""b' The problem for me was with rubygems and not Diaspora.  For some reason on Ruby 1.8.7 (on Ubuntu) some of the gems use an invalid date format.  If you edit the gem specification which are raising the issue and remove the invalid date format"," the issue will be resolved. and change the line to the following: and save it. Then you should be able to run without any problems.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,8,2011-10-21 13:34:48,465.95,,1,,"b""b' This should be resolved.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,closed,2012-01-10 02:11:18,1419.82,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2219,closed,-,-,-,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,opened,2011-10-22 18:06:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,title,2011-10-22 18:06:05,00:00,,1,,"b""b' Email notifications should embed photos when the post has photos'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,body,2011-10-22 18:06:05,00:00,,,1,"b'b\' currently it says ""a post""", which makes email notifications less useful. It happens most with pictures shared via cubbies.##   Want to back this issue? **[Post a bounty on it!]url  We accept bounties via [Bountysource]url  \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,1,2011-10-22 18:06:05,1072.32,,,1,"b""b' +1 would be cool'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,2,2011-10-22 18:06:05,438.88,1,,,"b'b"" I\'m pretty sure this would be impossible for pics shared via cubbies", as well as undesireable in general IMO.  Given that many people are on Diaspora because they value their privacy, it is my opinion that email notifications should not convey ANY information, other than the notification that [username] remarked, commented, sent you a PM or whatever, with a link to get you to the appropriate page on Diaspora.  Many folks use gmail, which is used for data mining.  I don\'t appreciate that my comments, and especially my private messages," might be going there so I of course don\'t speak freely in private messages for that reason.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,3,2011-10-22 18:06:05,413.2,,,1,"b'b"" Thanks for the suggestion. I think it\'d be useful"," especially in conjunction with #2026.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,4,2011-10-22 18:06:05,167.87,,,1,b'b\' It is difficult to embed the photo image," but it certainly should say more than ""a post"". We\\\'re tidying up our issues so we can be more on top of critical bugs as they come in", as this is a feature request, and not a bug, I\\\'m going to close the ticket. Thanks for you involvement, and keep the feedback coming!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,closed,2012-01-13 04:58:21,652.27,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,5,2011-10-22 18:06:05,116.92,,,1,"b'b"" I would prefer feature requests to remain open", if you want to focus on critical issues," you can already use tags. It is generally a good idea to close only those issues which won\'t be implemented or can\'t be implemented. New folks might be interested to take up these features even if core team does not have the bandwidth. But up to you folks how you want to do the house keeping.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,6,2011-10-22 18:06:05,469.5,,,1,"b'b"" Agree with @pravi. Someone could make a pull request out of this pretty quickly", plus it\'s not critical," so it\'s a good entry-level feature for someone new to the project. Re-opening. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,reopened,2012-01-13 14:44:55,586.57,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,7,2011-10-22 18:06:05,50.82,,1,,"b""b' @sarahmei Where do i look into for going about this issue"," I mean the mailer and the model?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2227,open,8,2011-10-22 18:06:05,1414.38,,1,,"b""b' As email are sent without any encrypted security (pgp or S-Mime)"," they have to not embed picture. Pictures have to stay in the pod of the author. Emails should even not contain text from post or comment which are not public. So I think we can close that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
