REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,64,2011-11-17 03:39:03,125.5,,1,,"b""b' @rejon GitLFS is something i want to look into. Can you email me?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,65,2011-11-17 03:39:03,96.42,1,,,"b'b"" Oops", don\'t have your email, I\'m jon@ On Wed, Feb 3, 2016 at 8:16 PM," Hylke Bons notifications@ wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,66,2011-11-17 03:39:03,102.88,,,1,"b'b"" I\'m also interested in the SparkleShare git-lfs integration. I\'m unable to get it working. I\'ve done the following:setup a simple Github project", linked the project with SparkeShareran in the project repository cloned by SparkleShareran  added  waited until the file was synchronised with Github Opening the file on Github," url  only shows the file pointer but not the actual file. When adding another file manually after closing SparkleShare (git add / git commit / git push) it\'ll actually do the LFS syncing properly of the new and old file.Is it possible that the isn\'t called by SparkleShare? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,67,2011-11-17 03:39:03,416.67,,1,,"b'b"" @mvgijssel what version of SparkleShare are you running and on what OS? The pre-push hook was introduced in Git 1.8.2"," so if it\'s running the bundled Git it may not be new enough?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,68,2011-11-17 03:39:03,713.05,,1,,"b""b' From git-bash SparkleShare version 1.5.0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,69,2011-11-17 03:39:03,3.68,,1,,"b'b"" I might be wrong"," but I didn\'t think SparkleShare uses system git on windows?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,70,2011-11-17 03:39:03,2.2,,1,,"b'b"" If that\'s the case is it configurable? Like  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,71,2011-11-17 03:39:03,4.52,,1,,"b""b' Should be safe enough to just replace the git files in with a newer version of git'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,72,2011-11-17 03:39:03,81.33,,1,,"b'b"" Yeah"," so checking the version used by SparkleShare I\'ll try to symlink the new Git in the SparkleShare directory.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,73,2011-11-17 03:39:03,9.83,,1,,"b'b"" Replacing the with a new git version (2.7.2.windows.1) resulted in the immediate crash of SparkleShare. Replacing the git executable in the  directory resulted in nothing being uploaded. I\'ll try to see if I have any success with Git 1.8.2.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,74,2011-11-17 03:39:03,454.28,1,,,"b'b"" Sure"," that sucks... I\'m pretty keen to get a newer version of git in the windows release. There was [this recently]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,75,2011-11-17 03:39:03,730.2,,1,,"b'b"" Hi", I\'m willing to pay someone to fix this. email me jon@ On Sat, Mar 19, 2016 at 3:40 AM," Jonathan Haines notifications@wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,76,2011-11-17 03:39:03,314.98,,,1,"b'b"" There\'s been good progress on this feature now", but for git-lfs to work properly with SparkleShare we need proper support for passing SSH options to git-lfs: url  I don\'t know Go, so if anyone wants to speed up getting large file support into SparkleShare," getting that git-lfs issue fixed would be a big help. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,77,2011-11-17 03:39:03,1.82,,,1,"b""b' Thats good progress. How much time to do this? We could potentially sponsor this work if someoneis interested", ok? Jon On Saturday, May 28,2016," Hylke Bons notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,78,2011-11-17 03:39:03,347.0,,1,,"b'b"" @rejon I don\'t think it\'s very much work", it just needs some understanding of Go, Git," and SSH. When that issue is fixed and released SparkleShare can properly call to git-lfs with it authentication needs. After that I can make a preview release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,79,2011-11-17 03:39:03,533.15,,1,,"b""b' -lfs#1260'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,80,2011-11-17 03:39:03,254.43,,,1,"b'b"" @pdf awesome! I\'ll try to compile this and feed it to SparkleShare. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,81,2011-11-17 03:39:03,610.1,1,,,"b'b"" IT\'S WORKING \\xf0\\x9f\\x98\\x88 _evil laugh_ url  Thanks to @pdf\'s patch to git-lfs. Let\'s hope it gets merged and released soon.@rejon I\'ll clean up my branch and push it so you can do testing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,82,2011-11-17 03:39:03,38.58,,,1,"b""b' Excellent news!!! On Sunday", May 29,2016," Hylke Bons notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,83,2011-11-17 03:39:03,871.1,,1,,"b""b' Merged upstream.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,84,2011-11-17 03:39:03,798.05,,,1,"b""b' LFS support has been merged into master now. :) Needs testers!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,closed,2016-07-08 22:40:23,805.17,9,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,85,2011-11-17 03:39:03,4.92,,,1,"b""b' Will try to get Collabora to roll this out internally so we can test it. Thank you for adding support for LFS'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,86,2011-11-17 03:39:03,572.82,,,1,"b'b"" @glunardi Thanks! I\'d test it locally before deploying anywhere"," I\'m sure it\'s still broken in some way I\'ve overlooked. :) On Linux you\'ll need to have Git LFS from master installed too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,437,closed,-,-,-,9,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,opened,2011-12-06 13:22:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,title,2011-12-06 13:22:47,00:00,,1,,"b""b' Use native filesystem events on Mac'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,body,2011-12-06 13:22:47,00:00,,,1,"b'b"" After editing and saving a file using TextMate url  SparkleShare does not sync that file.Editing and saving the same file with TextEdit or VIM does cause SparkleShare to sync. Maybe other programs besides TextMate are affected as well?I consider this a serious defect since file changes might remain unnoticed. I\'m using SparkleShare 0.4.2 on OSX Lion 10.7.2  and TextMate Version 1.5.9 (1510). Kind regards and thanks for all the great work!Kevin.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,1,2011-12-06 13:22:47,11.83,,1,,"b""b' Same behavior with version 1.5.10 (1631) of TextMate. SparkleShare does not notice the file has changed after saving.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,2,2011-12-06 13:22:47,458.58,,1,,"b""b' Do you know if SparkleShare detects a change in the file?You should have some output in the .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,3,2011-12-06 13:22:47,798.28,1,,,"b""b' Opening", editing and saving the file with TextMate does not cause any log entries in Console. I suspect this is because of the way TextMate itself handles the files? After editing and saving with TextMate it suffices to open the file with Vim (not even editing or saving) for SparkleShare to detect the changes and perform a sync. So in short: open," edit and save in TextMate: no log entriesafterwards opening in Vim causes sync'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,4,2011-12-06 13:22:47,17.18,,1,,"b'b"" I\'ve reproduced it but I don\'t see how to fix this. SparkleShare just listens to events from the OS. I think this has to do with how TextMate saves files. Maybe file an issue there?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,closed,2011-12-14 10:48:40,1285.88,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,5,2011-12-06 13:22:47,105.48,,1,,"b'b"" I agree it probably is because of the way TextMate saves files.However", I experience the same behavior with Sublime Text. So, maybe other apps are affected as well? I still think this is real issue for a file syncing app such as SparkleShare. Apparently there are ways to alter files such that the filesystem events, that SparkleShare captures, are not triggered. I\'ll try to look into it myself too," maybe I can find useful information. Update:Watchdog does intercept edits from TextMate or Sublime Text. I\'ll check their source code. Update2:Libraries that use FSEvent such as rb-fsevent for Ruby don\'t exhibit this problem. How is SparkleShare doing this? Or can you give me a pointer where to look in the source code? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,6,2011-12-06 13:22:47,85.0,,,1,"b'b"" If I\'ve read the source correctly", every minute the whole file tree is searched for changes, and in a shorter interval, it is checked if the Mono file system listener has triggered, but at least it does never in my case. To solve this problem (at least it is one for me :) ), I modified the source, to use FSEvents in Mono, as done here:url  It needs further testing, but it seems to work well. If someone is interested," I could post my modifications.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,7,2011-12-06 13:22:47,1191.97,,,1,"b""b' @kernch yes please!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,reopened,2012-02-04 09:51:09,1382.48,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,8,2011-12-06 13:22:47,1399.68,1,,,"b'b"" I uploaded it here:url  It\'s a replacement for . It uses the MonoMac Libs. Right now", it\'s a very dumb hack. If a change is detected, all git repositories are updated. It can be made more precise, because FSEvents report the directory path in which the change happened," but I did not have the time to find out how exactly this is managed in SparkleShare.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,9,2011-12-06 13:22:47,1052.18,,,1,"b'b"" @kernch Thanks. I\'ll test this soon and hopefully integrate it. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,closed,2012-02-11 12:57:06,185.95,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,10,2011-12-06 13:22:47,615.27,,,1,"b'b"" @kernch Thanks very much for submitting this"," it\'s much more reliable and uses a lot less resources!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,11,2011-12-06 13:22:47,1118.25,,,1,b'b\' The use of the FSEvents API indeed solves the original issue. However, it seems the root folder of a (cloned) repo is not  with the FSEvents API. Which leads to the same issue for files placed in the root folder. For example:editing ~/ with  Text does not result in a syncediting ~/ does I would fix this myself, but I can\\\'t get SparkleShare to build on Mountain Lion:./ fails with ./configure: line 2493: syntax error near unexpected token   PKG_CHECK_MODULES(MONO_MODULE," mono >= 2.8)\\\' also the instructions for creating a mac bundle are not compatible with the latest version of MonoDevelop (""Create Mac Installer"" does not exist anymore", you have to go through Project It would be great if anyone could give me a pointer on how to fix the build issue.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,reopened,2012-08-17 08:19:39,1162.55,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,12,2011-12-06 13:22:47,712.08,,1,,"b""b' @bomma have you installed the SDK too?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,13,2011-12-06 13:22:47,257.43,1,,,"b'b"" I just ran into this issue today... I\'m using a TiddlyWiki url  as  on my Mac. With the file in the root of a SparkleShare folder:Edit the  in vi: So long as there\'s a diff", SparkleShare notices and gets right on propagating it.Edit the  in my browser by adding to it: SparkleShare twiddles its thumbs and whistles, my blood pressure rises I moved the  to a subdirectory:Edit the  in my browser by adding to it: So long as there\'s a diff, SparkleShare notices and gets right on propagating it. So," this still exists as a bug affecting innocent Mac users testing that SS works as advertised on files they stick in the root folder and edit... which it doesn\'t. :(""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,14,2011-12-06 13:22:47,1.63,,,1,"b'b"" BUT... Thank you all so much for at least documenting the problem here so I found the workaround (don\'t rely on SS to do anything with files in the top folder).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,15,2011-12-06 13:22:47,680.02,,1,,"b'b"" I think it really depends on how certain apps save their files whether a file system event gets send that can be picked up. Why it doesn\'t work in a subfolder I don\'t know...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,16,2011-12-06 13:22:47,103.72,,1,,"b""b' Just to be clear"," it _does_ work in a sub folder.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,17,2011-12-06 13:22:47,43.0,1,,,"b'b"" Sorry"," that\'s what i meant.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,closed,2012-08-18 16:25:53,486.23,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,18,2011-12-06 13:22:47,1199.33,1,,,"b'b"" @hbons yes", sdk is installed isn\'t it enough to turn off this check ( line 87): // Ignore changes in the root of each subfolder, these// are already handled by the repositoryif ( (path).Equals (repo_name))  return; Can\'t test it though," since I can\'t build :(""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,19,2011-12-06 13:22:47,1219.92,,1,,"b""b' @bomma did you try this:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,20,2011-12-06 13:22:47,1224.9,,1,,"b'b"" @hbons Yes", I followed the steps on the wiki. I used to be able to build. But then I did a clean install of OS X, Xcode," Mono and MonoDevelop. That\'s when it stopped working.I installed automake etc using homebrew:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,21,2011-12-06 13:22:47,1229.9,1,,,"b'b"" @bomma strange. it\'s also weird that it shows a syntax error... Maybe reclone the repo? And reinstall the make tools perhaps?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,472,closed,-,-,-,6,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,opened,2012-01-05 15:16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,title,2012-01-05 15:16:05,00:00,,1,,"b""b' Reconnect to notification service after disconnect'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,body,2012-01-05 15:16:05,00:00,,,1,"b'b"" I have two Mac OS X 10.6.8 clients", using sparkleshare 0.6.0.  I set up a private notification server for myself with .  When I put them to sleep, and then wake up the clients, they no longer have a connection to the notification server.  It re-establishes fine when I close and reopen SparkleShare.  I\'m wondering if it\'s possible to have the clients try and re-establish a connection if it\'s dropped. The  service on my server sometimes dies," and I wonder if it is related to the clients not gracefully disconnecting.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,1,2012-01-05 15:16:05,85.68,,1,,"b""b' Yea"," these are both issues that need fixing soon.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,closed,2012-01-06 14:30:10,1394.08,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,2,2012-01-05 15:16:05,1308.57,,1,,"b""b' Opened a separate issue for the fanout: #511'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,reopened,2012-01-11 23:11:41,521.52,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,3,2012-01-05 15:16:05,523.2,,1,,"b'b"" @travisghansen do you know what may be going on here?I\'ve never gotten the reconnect method to function reliably.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,4,2012-01-05 15:16:05,54.55,,1,,"b""b' Mental note: we can let the repo create a completely new listener object"," instead of trying to make the listener reconnect on a disconnect.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,5,2012-01-05 15:16:05,876.57,,1,,"b""b' How is the recognition done at moment? I could not find any related code. In OSX you can register for sleep and wakeup notifications.url Maybe the connection can be terminated before going to sleep and reconnect during wakeup. Additional to that could there be an initial sync after wakeup.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,6,2012-01-05 15:16:05,1293.62,,1,,"b'b"" @shilga we can detect that the tcp connection dropped (this happens after waking up)"," and connect again. I prefer not to use any of the OS specific code for this. The code you\'re looking for is in SparkleListener and SparkleRepoBase.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,7,2012-01-05 15:16:05,132.25,,,1,"b'b"" OK"," I can see that. But I think it would still be nice to let the App resync after wakeup. Just reconnecting to the fanout can will not automatically download the new files. From an quick overview I would say you should set  to false while catching the SocketException. (in the Connect method of SparkleListenerTcp) It is set to true at the beginning and set to false if it is connected. But if a connection can\'t be established it is still on true. But the timer is checking this var and will not try to reconnect again. Or did I oversee something?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,8,2012-01-05 15:16:05,5.77,,,1,"b'b"" On 25 January 2012 14:30", shilgareply@wrote:Yes, it already does that (if the reconnect worked).It could be... I haven\'t had time to debug this one yet," maybe thisweekend. But feel free to play around :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,9,2012-01-05 15:16:05,433.23,,1,,"b""b' @shilga you are indeed right about that one. But I think there is another '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,10,2012-01-05 15:16:05,82.35,,1,,"b""b' This may be useful: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,11,2012-01-05 15:16:05,168.82,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,12,2012-01-05 15:16:05,351.87,,1,,"b'b"" Hmm. In C a socket read is returning a negative amount if the socket is closed. I thought it would be the same here as you are checking that. But it seems this is not true. So there should be a timeout specified with . If the receive returns the connection must be checked with a poll.  But why is there a ObjectDisposedException defined", that should be fired on c/l," if description of receive says it will block forever? (I don\'t know if MSDN documentation is right on this... url  )""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,13,2012-01-05 15:16:05,856.32,,1,,"b'b"" @shilga I just tried using ReceiveTimeout"," but the socked still doesn\'t throw an exception if i disconnect from the internet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,14,2012-01-05 15:16:05,468.77,,1,,"b'b"" @hbons I tried this too. But it was not working as I thought. I got an exception after each of this timeouts. That\'s how this should work. After this I tried to ping the Server"," as described in one of your links. But the check was always true. So this loop was never exited. The C# socket programming is a bit weird I must say. Or I do miss some big point.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,15,2012-01-05 15:16:05,251.45,,1,,"b'b"" An exception would be enough", but I don\'t even get that. On 1 February 2012 05:57," shilgareply@wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,16,2012-01-05 15:16:05,199.72,,1,,"b""b' I checked your commit. The timeout is working. After 30 seconds I get:  [ListenerTcp] Could not connect to tcp://:1986/: Operation on non-blocking socket would block That is the timeout exception.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,17,2012-01-05 15:16:05,9.58,,1,,"b""b' @shilga  how do you kill the connection?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,18,2012-01-05 15:16:05,29.55,,1,,"b'b"" @hbons"," the exception is thrown after 30 seconds. It\'s not necessary to kill the connection. But I tested the poll function with the gnome-network-manager.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,19,2012-01-05 15:16:05,2.08,,1,,"b""b' Right"," so when the timeout is set we have to make sure we to call () every now and then?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,20,2012-01-05 15:16:05,43.0,,1,,"b'b\' The ""Operation on non-blocking socket would block""-exception is how the  () method returns. So the  must be called after the exception. To accomplish that I split up in two try-catch-blocks. One for the connect and one in the receiver-loop. At the top of the loop I polled. But the poll always returned with true. Also if the connection was closed.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,21,2012-01-05 15:16:05,3.53,,1,,"b""b' What if we just do a ping"," instead of a poll? url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,22,2012-01-05 15:16:05,87.33,,1,,"b'b"" Doing some work on the \'disconnect\' branch. It seems to work:url  I don\'t think this will cover the sleep case yet"," we\'ll have to keep our own timestamps for that as I\'m guessing that ReceiveTimout doesn\'t account for the computer going to sleep.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,23,2012-01-05 15:16:05,188.85,1,,,"b""b' Yes", ping ist connection independent. This would not cover that. It will just recognize a loss of network. Maybe a do-nothing mechanism should be implemented in the fanout," that should be called after each timeout. If the connection was lost this will rise an exception.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,24,2012-01-05 15:16:05,4.97,,,1,"b""b' Additional to that a platform independent wake-up detection could be implemented. In an extra thread every fixed timeperiod the actual time ist stored and checked with the old one. If the drift is to great the system was in sleep.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,508,closed,25,2012-01-05 15:16:05,37.95,,1,,"b'b\' @shilga right that\\\'s what i thought. I\\\'ll add a ""ping"" signal to the fanout and and implement the sleep detection like you said.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
