REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,10,2011-03-20 01:09:05,4.4,,1,,"b""b' Ok"," I forked and cloned it and I get the same crash. Investigating what is different to your repo...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,11,2011-03-20 01:09:05,7.98,,,1,"b""b' this also happens with a fresh git init bare  on my OS X server error: Unhandled Exception: : Object reference not set to an instance of an object  at  () [0x00000] in :0 at  () [0x00000] in :0  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,12,2011-03-20 01:09:05,0.92,,1,,"b'b"" I think there\'s something wrong in the regular expression that\'s parsing the log.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,13,2011-03-20 01:09:05,20.17,1,,,"b'b"" I found the problem: the regex parsing the git log didn\'t anticipate for your GMT-6  timezone. 68f0610979d7575908e77f7d5d787e624a71e02d fixes it for me and should for you too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,closed,2011-03-24 00:52:00,74.48,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,14,2011-03-20 01:09:05,4.67,1,,,"b""b' fixed! its too bad living in the central time zone causes so many problems!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,87,closed,-,-,-,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,opened,2011-03-21 18:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,title,2011-03-21 18:37:00,00:00,,1,,"b""b' Turn Notifications OFF Not working'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,body,2011-03-21 18:37:00,00:00,,1,,"b""b' System:  64bitSparkleShare: GIT version compiled on 21-03-2001 Even if the user click on Turn Notifications Off"," notifications appears anyway'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,1,2011-03-21 18:37:00,4.0,,1,,"b""b' UPDATE: the change () works only if sparkleshare is restarted :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,2,2011-03-21 18:37:00,1060.48,,,1,"b""b' works fine here...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,closed,2011-03-22 12:21:29,1064.48,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,reopened,2011-03-24 00:54:29,753.0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,3,2011-03-21 18:37:00,753.57,,1,,"b'b"" Is there anyone who can reproduce this? I can\'t...Should be easy to test.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,4,2011-03-21 18:37:00,188.33,,1,,"b'b"" This did happen to me too", using 0.2rc1," but I can\'t seem to reproduce now...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,5,2011-03-21 18:37:00,647.65,,1,,b'b\' @ylothar," when you click ""Turn Notifications Off"""," does the menu item change to ""Turn Notifications On""?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,6,2011-03-21 18:37:00,12.03,,,1,b'b\' btw, even if you turn notifications off," you do get the ""Ouch! Mid-air collision!"" and ""(repository) has been successfully added"" notification. But that does not seem to be the issue here.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,7,2011-03-21 18:37:00,1.85,,1,,"b'b"" @wimh yes", that\'s by design," because they are uncommon and important notifications.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,8,2011-03-21 18:37:00,423.18,,1,,"b'b"" @ylothar can you try again with current git? I\'m still not able to reproduce...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,9,2011-03-21 18:37:00,1327.5,,,1,b'b\' @hbons, I checked the code (version of April 30), and could not find anything wrong. It writes the state () to disk, and reads it from disk. So I don\\\'t see why it does not work," but does works after restarting sparkleshare. What I can image is the following:click on Turn Notifications Off""Ouch! Mid-air collision!"" notification occursrestart Sparkleshareno more notifications seen But ylothar has to tell us whether that was the case.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,closed,2011-05-22 19:53:52,1139.38,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,96,closed,-,-,-,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,opened,2011-03-21 22:37:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,title,2011-03-21 22:37:49,00:00,,1,,"b""b' Running on Ubuntu 10.10 in a VM (virtual box 4.0)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,body,2011-03-21 22:37:49,00:00,,,1,"b""b' In an attempt to figure out if some other errors I was getting were repeatable I set up a VM with Ubuntu 10.10 (applied all the updates) then installed git and the sparkleshare dependencies and the virtualbox guest additions. I then got the latest source and built it", upon issuing sparkleshare start, I got: Unhandled Exception: : Object reference not set to an instance of an object  at  ( server,  folder_name,"  user_email) [0x00000] in :0 at  ( path) [0x00000] in :0 at  ( folder_path) [0x00000] in :0 at  () [0x00000] in :0 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,1,2011-03-21 22:37:49,9.38,,,1,"b'b"" Could it be that you\'ve made a git-clone over the bash?Cause when I made a clone over the bash same happens. If I add it over the gui from Sparkleshare all works fine.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,2,2011-03-21 22:37:49,3.08,1,,,"b'b"" Sorry"," I\'m not completely clear on what you mean. I cloned the sparkleshare repo from github via: git clone git:// Is that what you are referring to or do you mean the sparkleshare shared folders. I add those via the GUI but so far in the VM I haven\'t even gotten that far. Right when I do sparkleshare start it crashes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,3,2011-03-21 22:37:49,5.1,,1,,b'b\' Okay," you mean you\\\'ve added it over the gui.I got this error everytime I add a shared folder over a terminal like bash (with the ""git clone"" command) and starting sparkleshare after that. That\\\'s why I\\\'m asking.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,4,2011-03-21 22:37:49,2.67,,1,,"b'b"" Yes", I always add the shared folder via the sparkleshare GUI but on the VM I couldn\'t even start sparkleshare," it crashes right when I start it up.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,5,2011-03-21 22:37:49,729.15,,,1,"b'b"" Thanks for looking into this. I think I\'ve got a clue to what the problem may be.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,6,2011-03-21 22:37:49,731.93,,1,,"b'b"" @lgordon: it does seem you have at least one remote folder in ~/SparkleShare? how did you manage that if you weren\'t able to use the gui?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,7,2011-03-21 22:37:49,6.3,,1,,"b""b' In the virtual machine install I have no shared folders. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,closed,2011-03-23 23:25:26,47.62,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,8,2011-03-21 22:37:49,1.12,,1,,"b'b"" didn\'t mean to close this clicked the wrong button not sure how to reopen the issue...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,9,2011-03-21 22:37:49,5.88,,1,,"b'b"" The error implies that you have a folder there"," and it\'s trying to add it...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,reopened,2011-03-23 23:33:50,8.4,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,10,2011-03-21 22:37:49,11.63,,1,,"b""b' Good catch", I stupidly cloned the sparkleshare git repo directly into the home folder of the account, this obviously conflicted with the place where sparkleshare stores the shared folders. I moved the cloned repo and now sparkleshare runs and the VM is exactly the same as my original ubuntu installl," when I try to click on the folder after adding it successfully it crashes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,11,2011-03-21 22:37:49,1.85,,,1,"b""b' here is the error: Unhandled Exception: : Object reference not set to an instance of an object  at  () [0x00000] in :0 at  () [0x00000] in :0 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,12,2011-03-21 22:37:49,2.62,,,1,"b""b' Thanks. Closing this one as the error you just posted is the same as the one in #87'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,closed,2011-03-23 23:48:32,14.7,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,98,closed,-,-,-,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,opened,2011-04-04 20:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,title,2011-04-04 20:52:38,00:00,,1,,"b""b' Constantly spawning Git instances till system crashes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,body,2011-04-04 20:52:38,00:00,,1,,"b""b' Anytime SparkleShare is running for more than a few minutes it starts to create many git instances"," eventually consuming all system resources. OS X 10.6.7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,1,2011-04-04 20:52:38,3.45,,1,,"b""b' Can you give me some output from the ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,2,2011-04-04 20:52:38,8.72,,1,,"b'b"" 12/04/2011 16:33:17 [0x0-0xd00d0][13289]  Identity added: /@ (/@)12/04/2011 16:33:18 [0x0-0xd00d0][13289]  [16:33:18][Cmd] / status porcelain12/04/2011 16:33:18 [0x0-0xd00d0][13289]  [16:33:18][Git][foldername] Checking for remote changes...12/04/2011 16:33:18 [0x0-0xd00d0][13289]  [16:33:18][Cmd] / ls-remote origin master12/04/2011 16:33:20 [0x0-0xd00d0][13289]  [16:33:20][Git][foldername] Pushing changes...12/04/2011 16:33:20 [0x0-0xd00d0][13289]  [16:33:20][Cmd] / push origin master12/04/2011 16:33:20 [0x0-0xd00d0][13289]  [16:33:20][Git][foldername] Remote changes found.12/04/2011 16:33:20 [0x0-0xd00d0][13289]  [16:33:20][Git][foldername] Fetching changes...12/04/2011 16:33:20 [0x0-0xd00d0][13289]  [16:33:20][Cmd] / fetch -v origin master12/04/2011 16:33:23 [0x0-0xd00d0][13289]  To ssh://user@/~/12/04/2011 16:33:23 [0x0-0xd00d0][13289] ! [rejected]    master -12/04/2011 16:33:23 [0x0-0xd00d0][13289]  error: failed to push some refs to \'ssh://user@/~/\'12/04/2011 16:33:23 [0x0-0xd00d0][13289]  To prevent you from losing history", non-fast-forward updates were rejected12/04/2011 16:33:23 [0x0-0xd00d0][13289]  Merge the remote changes before pushing again.  See the \'Note about12/04/2011 16:33:23 [0x0-0xd00d0][13289]  fast-forwards\' section of \'git push help\' for details.12/04/2011 16:33:23 [0x0-0xd00d0][13289]  [16:33:23][Irc][foldername] Connected. Now listening... (111.222.222.222)12/04/2011 16:33:23 [0x0-0xd00d0][13289]  [16:33:23][Git][foldername] Pushing failed.12/04/2011 16:33:23 [0x0-0xd00d0][13289]  [16:33:23][Git][foldername] Checking for remote changes...12/04/2011 16:33:23 [0x0-0xd00d0][13289]  [16:33:23][Cmd] / ls-remote origin master12/04/2011 16:33:24 [0x0-0xd00d0][13289]  [16:33:24][Git][foldername] Pushing changes...12/04/2011 16:33:24 [0x0-0xd00d0][13289]  [16:33:24][Cmd] / push origin master12/04/2011 16:33:24 [0x0-0xd00d0][13289]  [16:33:24][Git][foldername] Remote changes found.12/04/2011 16:33:24 [0x0-0xd00d0][13289]  [16:33:24][Git][foldername] Fetching changes...12/04/2011 16:33:24 [0x0-0xd00d0][13289]  [16:33:24][Cmd] / fetch -v origin master12/04/2011 16:33:25 [0x0-0xd00d0][13289]  From ssh:///~/12/04/2011 16:33:25 [0x0-0xd00d0][13289] \\\\* branch    master   -12/04/2011 16:33:25 [0x0-0xd00d0][13289]  [16:33:25][Cmd] / status porcelain12/04/2011 16:33:25 [0x0-0xd00d0][13289]  [16:33:25][Git][foldername] Changes fetched.12/04/2011 16:33:26 [0x0-0xd00d0][13289]  To ssh://user@/~/12/04/2011 16:33:26 [0x0-0xd00d0][13289] ! [rejected]    master -12/04/2011 16:33:26 [0x0-0xd00d0][13289]  error: failed to push some refs to \'ssh://user@/~/\'12/04/2011 16:33:26 [0x0-0xd00d0][13289]  To prevent you from losing history, non-fast-forward updates were rejected12/04/2011 16:33:26 [0x0-0xd00d0][13289]  Merge the remote changes before pushing again.  See the \'Note about12/04/2011 16:33:26 [0x0-0xd00d0][13289]  fast-forwards\' section of \'git push help\' for details.12/04/2011 16:33:26 [0x0-0xd00d0][13289]  [16:33:26][Git][foldername] Pushing failed.12/04/2011 16:33:26 [0x0-0xd00d0][13289]  [16:33:26][Git][foldername] Checking for remote changes...12/04/2011 16:33:26 [0x0-0xd00d0][13289]  [16:33:26][Cmd] / ls-remote origin master12/04/2011 16:33:27 [0x0-0xd00d0][13289]  From ssh:///~/12/04/2011 16:33:27 [0x0-0xd00d0][13289] \\\\* branch    master   -12/04/2011 16:33:28 [0x0-0xd00d0][13289]  [16:33:28][Cmd] / status porcelain12/04/2011 16:33:28 [0x0-0xd00d0][13289]  [16:33:28][Git][foldername] Changes fetched.12/04/2011 16:33:29 [0x0-0xd00d0][13289]  [16:33:29][Git][foldername] Remote changes found.12/04/2011 16:33:29 [0x0-0xd00d0][13289]  [16:33:29][Git][foldername] Pushing changes...12/04/2011 16:33:29 [0x0-0xd00d0][13289]  [16:33:29][Cmd] / push origin master12/04/2011 16:33:29 [0x0-0xd00d0][13289]  [16:33:29][Git][foldername] Fetching changes...12/04/2011 16:33:29 [0x0-0xd00d0][13289]  [16:33:29][Cmd] / fetch -v origin master12/04/2011 16:33:32 [0x0-0xd00d0][13289]  From ssh:///~/12/04/2011 16:33:32 [0x0-0xd00d0][13289] \\\\* branch    master   -12/04/2011 16:33:32 [0x0-0xd00d0][13289]  [16:33:32][Cmd] / status porcelain12/04/2011 16:33:32 [0x0-0xd00d0][13289]  To ssh://user@/~/12/04/2011 16:33:32 [0x0-0xd00d0][13289] ! [rejected]    master -12/04/2011 16:33:32 [0x0-0xd00d0][13289]  error: failed to push some refs to \'ssh://user@/~/\'12/04/2011 16:33:32 [0x0-0xd00d0][13289]  To prevent you from losing history, non-fast-forward updates were rejected12/04/2011 16:33:32 [0x0-0xd00d0][13289]  Merge the remote changes before pushing again.  See the \'Note about12/04/2011 16:33:32 [0x0-0xd00d0][13289]  fast-forwards\' section of \'git push help\' for details.12/04/2011 16:33:32 [0x0-0xd00d0][13289]  [16:33:32][Git][foldername] Changes fetched.12/04/2011 16:33:32 [0x0-0xd00d0][13289]  [16:33:32][Git][foldername] Pushing failed.12/04/2011 16:33:32 [0x0-0xd00d0][13289]  [16:33:32][Git][foldername] Checking for remote changes...12/04/2011 16:33:32 [0x0-0xd00d0][13289]  [16:33:32][Cmd] / ls-remote origin master12/04/2011 16:33:34 [0x0-0xd00d0][13289]  [16:33:34][Git][foldername] Pushing changes...12/04/2011 16:33:34 [0x0-0xd00d0][13289]  [16:33:34][Cmd] / push origin master12/04/2011 16:33:34 [0x0-0xd00d0][13289]  [16:33:34][Git][foldername] Remote changes found.12/04/2011 16:33:34 [0x0-0xd00d0][13289]  [16:33:34][Git][foldername] Fetching changes...12/04/2011 16:33:34 [0x0-0xd00d0][13289]  [16:33:34][Cmd] / fetch -v origin master12/04/2011 16:33:34 kernel  (default pager): [KERNEL]: Switching ON Emergency paging segment12/04/2011 16:33:36 kernel  (default pager): [KERNEL]: System is out of paging space.12/04/2011 16:33:36 [0x0-0xd00d0][13289]  From ssh:///~/12/04/2011 16:33:36 [0x0-0xd00d0][13289] \\\\* branch    master   -12/04/2011 16:33:36 [0x0-0xd00d0][13289]  To ssh://user@/~/12/04/2011 16:33:36 [0x0-0xd00d0][13289] ! [rejected]    master -12/04/2011 16:33:36 [0x0-0xd00d0][13289]  error: failed to push some refs to \'ssh://user@/~/\'12/04/2011 16:33:36 [0x0-0xd00d0][13289]  To prevent you from losing history, non-fast-forward updates were rejected12/04/2011 16:33:36 [0x0-0xd00d0][13289]  Merge the remote changes before pushing again.  See the \'Note about12/04/2011 16:33:36 [0x0-0xd00d0][13289]  fast-forwards\' section of \'git push help\' for details.12/04/2011 16:33:36 [0x0-0xd00d0][13289]  [16:33:36][Cmd] / status porcelain12/04/2011 16:33:37 [0x0-0xd00d0][13289]  [16:33:37][Git][foldername] Changes fetched.12/04/2011 16:33:37 [0x0-0xd00d0][13289]  [16:33:37][Git][foldername] Pushing failed.12/04/2011 16:33:37 [0x0-0xd00d0][13289]  [16:33:37][Git][foldername] Checking for remote changes...12/04/2011 16:33:37 [0x0-0xd00d0][13289]  [16:33:37][Cmd] / ls-remote origin master12/04/2011 16:33:39 [0x0-0xd00d0][13289]  [16:33:39][Git][foldername] Pushing changes...12/04/2011 16:33:39 [0x0-0xd00d0][13289]  [16:33:39][Cmd] / push origin master12/04/2011 16:33:39 [0x0-0xd00d0][13289]  [16:33:39][Git][foldername] Remote changes found.12/04/2011 16:33:39 [0x0-0xd00d0][13289]  [16:33:39][Git][foldername] Fetching changes...12/04/2011 16:33:39 [0x0-0xd00d0][13289]  [16:33:39][Cmd] / fetch -v origin master12/04/2011 16:33:40 [0x0-0xd00d0][13289]  From ssh:///~/12/04/2011 16:33:40 [0x0-0xd00d0][13289] \\\\* branch    master   -12/04/2011 16:33:40 [0x0-0xd00d0][13289]  To ssh://user@/~/12/04/2011 16:33:40 [0x0-0xd00d0][13289] ! [rejected]    master -12/04/2011 16:33:40 [0x0-0xd00d0][13289]  error: failed to push some refs to \'ssh://user@/~/\'12/04/2011 16:33:40 [0x0-0xd00d0][13289]  To prevent you from losing history," non-fast-forward updates were rejected12/04/2011 16:33:40 [0x0-0xd00d0][13289]  Merge the remote changes before pushing again.  See the \'Note about12/04/2011 16:33:40 [0x0-0xd00d0][13289]  fast-forwards\' section of \'git push help\' for details.12/04/2011 16:33:45 kernel  (default pager): [KERNEL]: System is out of paging space.12/04/2011 16:33:45 kernel  (default pager): [KERNEL]: Failed to recover emergency paging segment12/04/2011 16:34:11 kernel  (default pager): [KERNEL]: System is out of paging space.12/04/2011 16:34:11 kernel  (default pager): [KERNEL]: Failed to recover emergency paging segment12/04/2011 16:34:16 kernel  (default pager): [KERNEL]: System is out of paging space.12/04/2011 16:35:34 kernel  (default pager): [KERNEL]: System is out of paging space.12/04/2011 16:35:34 kernel  (default pager): [KERNEL]: Failed to recover emergency paging segment12/04/2011 16:35:39 kernel  (default pager): [KERNEL]: System is out of paging space.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,closed,2011-04-12 21:04:48,12.17,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,3,2011-04-04 20:52:38,830.88,,1,,"b""b' is this the beta or rc1?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,reopened,2011-04-13 10:55:45,830.95,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,4,2011-04-04 20:52:38,75.25,,1,,"b'b"" It\'s whatever is avail from  On Apr 13",2011, at 6:55 AM," hbonsreply@ wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,5,2011-04-04 20:52:38,161.22,,1,,"b""b' I think this is a duplicate of #110'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,closed,2011-04-13 14:52:09,236.4,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,6,2011-04-04 20:52:38,558.87,,,1,"b'b"" Still having the same problems: 17/04/2011 18:47:54 [0x0-0x590590][94912] [18:47:54][Cmd] / log -1 raw  date=iso17/04/2011 18:47:55 [0x0-0x590590][94912] [18:47:55][Git][eversonit] Pushing changes...17/04/2011 18:47:55 [0x0-0x590590][94912] [18:47:55][Cmd] / push origin master17/04/2011 18:47:55 [0x0-0x590590][94912] [18:47:55][Git][eversonit] Remote changes found.17/04/2011 18:47:55 [0x0-0x590590][94912] [18:47:55][Git][eversonit] Fetching changes...17/04/2011 18:47:55 [0x0-0x590590][94912] [18:47:55][Cmd] / fetch -v origin master17/04/2011 18:47:56 [0x0-0x590590][94912] fatal: Out of memory? mmap failed: Cannot allocate memory17/04/2011 18:47:56 [0x0-0x590590][94912] To ssh://kfring@/~/17/04/2011 18:47:56 [0x0-0x590590][94912]  ! [rejected]    master -17/04/2011 18:47:56 [0x0-0x590590][94912] error: failed to push some refs to \'ssh://kfring@/~/\'17/04/2011 18:47:56 [0x0-0x590590][94912] To prevent you from losing history"," non-fast-forward updates were rejected17/04/2011 18:47:56 [0x0-0x590590][94912] Merge the remote changes before pushing again.  See the \'Note about17/04/2011 18:47:56 [0x0-0x590590][94912] fast-forwards\' section of \'git push help\' for details.17/04/2011 18:47:56 [0x0-0x590590][94912] From ssh:///~/17/04/2011 18:47:56 [0x0-0x590590][94912]  \\\\* branch    master   -17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Git][eversonit] Pushing failed.17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Git][eversonit] Checking for remote changes...17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Cmd] / ls-remote origin master17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Git][eversonit] Rebasing changes...17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Cmd] / rebase -v FETCH_HEAD17/04/2011 18:47:56 [0x0-0x590590][94912] [18:47:56][Cmd] / status porcelain17/04/2011 18:47:56 [0x0-0x590590][94912] cannot rebase: you have unstaged changes17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/Configuration 17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/Degub 17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/IP Routing 17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/IP 17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/IP_Address_17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/IPv6.pdf17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/17/04/2011 18:47:56 [0x0-0x590590][94912] D Networking  IOS 12.4/17/04/2011 18:47:56 [0x0-0x590590][94912] D  This keeps repeating itself till the system becomes totally unresponsive.  I downloaded RC1 from url  I\'ll try building it from source and see if that fixes it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,116,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,138,closed,opened,2011-04-20 15:07:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SparkleShare,138,closed,title,2011-04-20 15:07:52,00:00,,1,,"b""b' special chars not working in username'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
