REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,9,2012-04-25 14:50:50,64.67,,1,,"b""b' @FinalAngel any idea on this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,reopened,2013-07-14 13:20:38,1314.93,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,10,2012-04-25 14:50:50,1094.07,,1,,"b""b' This issue should not occur on 3.0 as the height is set using css and not depending on the iframes content.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,11,2012-04-25 14:50:50,201.15,,1,,"b""b' closing again'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,closed,2014-02-07 10:55:51,1295.22,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1215,closed,-,-,-,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,opened,2012-04-26 09:05:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,title,2012-04-26 09:05:14,00:00,,1,,"b""b' Replace  by call to reverse (fixes #1214).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,body,2012-04-26 09:05:14,00:00,,1,,"b""b' This attribute was removed in Django r16575.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,1,2012-04-26 09:05:14,1396.78,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,2,2012-04-26 09:05:14,14.3,,1,,"b'b"" This has been merged already"," no clue why github doesn\'t figure that out url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,closed,2012-06-08 08:36:19,1411.08,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,reopened,2012-06-08 08:58:15,21.93,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,3,2012-04-26 09:05:14,23.95,,1,,"b""b' On a second thought"," the same problem is also in  and . Claimed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,4,2012-04-26 09:05:14,50.25,,,1,"b""b' This should be killed for good.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,closed,2012-06-08 09:50:31,52.27,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1216,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,opened,2012-06-11 12:21:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,title,2012-06-11 12:21:33,00:00,,1,,"b""b' vendored django-mptt into '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,body,2012-06-11 12:21:33,00:00,,1,,"b""b' See title.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,1,2012-06-11 12:21:33,17.9,,1,,"b'b"" Apparently this is still a hot topic", so here\'s my reasoning:Like this, users can use whatever mptt version along side of django CMS as they want (or have to because of other 3rd party libraries)It allows us to do cms-specific performance improvements (eg: remove dynamic tree-attr lookup," in the CMS they\'re static)django-mptt is free to move in whatever direction they see fit""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,closed,2012-06-11 12:39:34,18.02,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,reopened,2012-06-11 12:39:36,0.03,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,2,2012-06-11 12:21:33,1.3,,1,,"b'b"" Does this mean that either django CMS or other applications will have to import the \'right\' MPTT?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,3,2012-06-11 12:21:33,1.87,,1,,"b""b' +1 from me...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,4,2012-06-11 12:21:33,0.5,,,1,"b'b"" Did we consider moving the dependency to the latest mptt? How much work is that? The mptt maintainer seems to be pretty confident the api won\'t change again (the change was actually a bugfix the api was wrong)... We should at least consider this first before taking a step in the wrong direction :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,5,2012-06-11 12:21:33,0.27,,1,,"b""b' path: vendored not needed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,6,2012-06-11 12:21:33,0.05,,,1,"b""b' This means django CMS will **internally** use  . 3rd party applications should add django-mptt as a dependency and use  . 3rd party apps **should not** use  ! should be treated as **internal** tools by django CMS not to be used by 3rd party code. Does this need docs (and if so"," where?)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,7,2012-06-11 12:21:33,0.12,,1,,"b'b"" I\'m just a bit wary of the statement we\'re making by vendoring mptt. We should make it clear that it\'s our problem", not mptt\'s. From a technical standpoint," I\'m +0""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,8,2012-06-11 12:21:33,2.15,,1,,"b'b"" @digi604 it\'s in in case we need to vendor more dependencies in the future. Also I don\'t want to pollute the namespace.  @chrisglass I did not really. After the massive django-mptt problems in every single release I did for django CMS"," I feel like it\'s best to let Craig be unconstrained by us.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,9,2012-06-11 12:21:33,3.35,1,,,b'b\' I don\\\'t think the namespacing needs docs it\\\'s pretty clear.It makes it less worse, but vendoring is still, pardon the expression," a ""butt ugly"" solution to the problem. Software would be nowhere if everybody just statically linked libraries... -1.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,10,2012-06-11 12:21:33,1.92,,,1,"b""b' He took over a library with bugs and fixed them. I agree that discussion should have been engaged", but I would rather maintain a fork than to vendor (which comes down to the same thing," but at least other people can potentially use our fixes). Unvendoring was touted as a feature a few versions ago!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,11,2012-06-11 12:21:33,0.12,,,1,"b'b"" From the technical point of view of potential performance improvements by adapting MPTT to our requirements", I think this is a good move, assuming that they are significant improvements. From the community point of view, I am not sure. It\'s good for the Django MPTT project, and therefore everybody, and therefore us, for us to be involved in it.  If Django MPTT has proved occasionally an unreliable partner in the past, well, we have been assured that what went wrong won\'t happen again. If other things are equal," I think would prefer us to be a good influence on the Django MPTT project by continuing to depend on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,12,2012-06-11 12:21:33,7.82,1,,,"b'b"" @ojii that\'s why i would not put it in vendored as the need to put more software in there is really ugly and should not be encouraged with a special folder.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,13,2012-06-11 12:21:33,3.43,1,,,"b'b"" It\'s not that ugly... It\'s batteries included (aka: It just works) vs have fun getting the dependencies right. Django does it"," requests does it. It just works\\xe2\\x84\\xa2.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,14,2012-06-11 12:21:33,155.18,,1,,"b'b"" I\'m still strongly +1 on this btw""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,15,2012-06-11 12:21:33,727.17,,1,,"b""b' My thought is that anything that makes django CMS easier to get running for new users the better. (i.e. not fighting with dependancies). Although there is definitely value to everybody by working with mptt instead of vendoring"," I think this might be the better route for ease of setup reasons.  Some other CMS solutions get used simply because they are a no-brainer to install. In the past version when mptt was vendored I remember I always had to uninstall and reinstall django-cms after other dependancies where installed to make sure the vendored version of mptt was being used. I assume the namespacing fixes that now?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,16,2012-06-11 12:21:33,263.57,,1,,"b'b"" @andrewschoen yes", in django CMS 2.1, our module was thrown into the global module namespace," clashing with any other installed module. That shouldn\'t be a problem in this case.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,17,2012-06-11 12:21:33,186.42,,1,,"b""b' Maybe we should ping @craigds for his thoughts on this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,18,2012-06-11 12:21:33,25.15,,,1,"b'b\' So IMO two questions:1. Should we vendor mptt? 2. Is the vendored namespace necessary if we do vendor? I think it\\\'s pretty clear that it\\\'s a good thing (for reference: ""import this""", last line). So regarding 1, I think we should at least mesure the work needed to use the latest mptt, and definitely ping @craigds and see what he thinks of the future of the API before we make a decision.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,19,2012-06-11 12:21:33,30.0,1,,,"b'b"" I\'d really rather you didn\'t. The crossover between the communities is a really healthy thing for both projects", and it seems odd to vendor it and throw that away. Aside from potential (guess: not significant) performance improvements you might get from making the attribute names static, I think the main reason for doing this was to do with the API stability of django-mptt. mptt is the first widely-used project I\'ve been maintainer of, and I admit I was too keen to hit the release button. I won\'t be doing any more hurried releases, and as I mentioned to someone at djangocon, I\'ll try to personally give you some warning before I release any new versions in future, and make sure you have time to test it. I won\'t ever intentionally change any public APIs (anything not starting with an underscore) in future without a proper deprecation period. I have no plans for major changes to django-mptt, and I don\'t have a lot of time to work on it even if I did. It\'s pretty feature complete, so it\'s basically just maintenance lately. If you do decide to vendor it," at least you\'re going with a different namespace. The clashing namespace used to be really annoying...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,20,2012-06-11 12:21:33,4.82,1,,,"b'b"" I concur with @craigds\'s remarks to me it would be a shame to lose that connection between the two projects. django CMS is so significant a project now that small changes in django CMS can make big waves for other projects.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,21,2012-06-11 12:21:33,1219.25,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,22,2012-06-11 12:21:33,211.78,,1,,"b""b' I give up"," looking forward to the next guy flaming about our dependency handling...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,closed,2012-06-15 12:05:40,1406.07,5,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,23,2012-06-11 12:21:33,1273.62,1,,,"b'b"" +2cents: vendorizing can be valid but you must think fairly long and hard before committing to it. You just know that you\'ll end up adding bits and pieces to the vendor code to support your use case and have plenty of work everytime upstream changes....""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1273,closed,-,-,-,6,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,opened,2012-06-13 10:23:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,title,2012-06-13 10:23:54,00:00,,1,,"b'b"" \'Lost\' default settings on django 1.4""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,body,2012-06-13 10:23:54,00:00,,1,,"b""b' Seems like django-cms can not find default settings values when using with django 1.4: and so on...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,1,2012-06-13 10:23:54,27.42,,1,,"b""b' had to add the following code to  by hands:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,2,2012-06-13 10:23:54,2.23,,1,,"b""b' what version did you try? we do not support 1.4 yet...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,3,2012-06-13 10:23:54,30.68,1,,,"b'b"" I\'m sorry looks like just improper installation. Just installed all requirements into the clean environment and the errors gone. PS: -e git+url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,closed,2012-06-13 11:24:14,60.33,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,4,2012-06-13 10:23:54,11.65,,1,,"b""b' okay. Pro tip: use url  if you want to test against latest development version (should be faster than the git version).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,5,2012-06-13 10:23:54,10.63,,,1,"b""b' oh"," thank you :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,6,2012-06-13 10:23:54,584.25,1,,,"b'b"" I have this same issue", and have failed to resolve with a clean install.  I\'m on windows 7, using python 2.7 and django 1.4.  I\'ve tried both a normal install and a virtualenv and got the same result  \'Settings\' object has no attribute \'CMS_LANGUAGES\'. If I add that, I get an error about CMS_MODERATOR.  If I add all the manual settings nskeip posted in his comment," I get endless errors complaining about the cms plugins.  Eg: cmsplugin_ptr has a relation with model  which has either not been intalled or is abstract. And so on.  Any thoughts?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,reopened,2012-07-11 22:45:55,681.68,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,7,2012-06-13 10:23:54,1170.07,,1,,"b'b"" EDITED:Can\'t reproduce this. Tested on Windows 7 64bit / Python 2.7"," with django-cms 2.3 / django 1.4 and all dependencies installed in a clean virtualenv via pip (except PIL installed from url ~/#pil) Settings file is : url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,8,2012-06-13 10:23:54,1018.65,,1,,"b""b' @yakky could you reproduce or not reproduce?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,9,2012-06-13 10:23:54,9.75,1,,,"b'b"" @piquadrat Can\'t reproduce this. Sorry I left out the most important part :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,10,2012-06-13 10:23:54,165.45,,1,,"b'b"" I\'ll close this since nobody was able to reproduce it. Please reopen if you find a way to reproduce it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,closed,2012-07-31 12:54:42,848.78,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,11,2012-06-13 10:23:54,911.37,,1,,"b""b' I followed the steps in the official django-cms tutorial and I run into the same problem. My setup:Mac OS X LionPython 2.7.3 from MacPortsvirtualenv no-site-packagesDjango 1.4.1 from pip in virtualenvdjango-cms 2.3 from pip in virtualenv'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,12,2012-06-13 10:23:54,1116.02,,1,,"b""b' Could you check your settings against this: url And try cloning and running this django-cms demo site url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,13,2012-06-13 10:23:54,1256.78,1,,,"b'b\' Never mind. I rechecked the  file and I mistyped ""cms"" as ""cmd"". Damned muscle memory.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1289,closed,-,-,-,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1334,closed,opened,2012-07-03 17:21:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1334,closed,title,2012-07-03 17:21:50,00:00,,1,,"b""b' CMSPlugin with model set to None fails'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1334,closed,body,2012-07-03 17:21:50,00:00,,1,,"b'b\' Setting ""model"" to None as it would be expected by DjangoCMS url  fails because issubclass expects argument 1 to be a class failing with: Error when calling the metaclass bases  issubclass() arg 1 must be a class\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1334,closed,1,2012-07-03 17:21:50,34.57,,1,,"b""b' yes"," because you **need** to set the attribute to or a subclass thereof. Setting to is not valid.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
django-cms,1334,closed,closed,2012-07-03 17:56:24,34.57,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
